KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
3,Śląsk,Lech,6,7,0,2,0,1,"0,35","0,41","0,06","0,06",21%,53%,26%
3,Jagiellonia,Wisła K,14,12,5,3,1,0,"0,76","0,78","0,05","0,06",31%,36%,32%
3,Miedź,Górnik,19,13,5,8,1,3,"1,32","0,94","0,07","0,07",46%,28%,26%
3,Cracovia,Arka,16,8,3,2,0,0,"1,06","0,66","0,07","0,08",45%,33%,22%
4,Lechia,Miedź,13,19,5,5,2,0,"1,33","1,34","0,10","0,07",37%,27%,37%
4,Wisła K,Wisła P,22,7,6,3,1,1,"2,42","1,15","0,11","0,16",66%,19%,15%
4,Pogoń,Cracovia,13,17,1,6,1,1,"1,64","0,94","0,13","0,06",55%,25%,21%
4,Arka,Górnik,17,14,3,4,1,1,"0,92","1,28","0,05","0,09",26%,29%,45%
4,Piast,Legia,13,14,4,6,1,3,"1,10","1,04","0,08","0,07",36%,30%,34%
4,Lech,Zagłębie S,15,15,7,4,4,0,"1,78","1,70","0,12","0,11",40%,23%,36%
4,Zagłębie L,Jagiellonia,15,9,3,4,0,1,"1,93","1,10","0,13","0,12",57%,22%,20%
4,Korona,Śląsk,8,10,3,3,2,1,"1,53","1,71","0,19","0,17",34%,25%,42%
5,Cracovia,Zagłębie L,18,9,6,3,0,1,"1,67","0,41","0,09","0,05",70%,22%,8%
5,Miedź,Korona,13,11,6,3,1,1,"0,96","0,82","0,07","0,07",37%,33%,29%
5,Wisła P,Arka,18,9,4,7,1,3,"1,17","1,59","0,07","0,18",27%,25%,48%
5,Górnik,Lechia,14,13,6,2,0,1,"0,62","1,47","0,04","0,11",15%,26%,59%
5,Legia,Zagłębie S,11,5,5,2,2,1,"1,53","0,21","0,14","0,04",74%,22%,4%
5,Jagiellonia,Piast,13,12,3,3,2,1,"0,94","1,08","0,07","0,09",31%,31%,39%
5,Lech,Wisła K,24,12,5,9,2,4,"2,61","1,86","0,11","0,15",55%,19%,26%
5,Śląsk,Pogoń,13,14,2,4,0,0,"1,99","0,69","0,15","0,05",70%,20%,11%
6,Piast,Cracovia,14,11,7,4,3,1,"2,14","1,35","0,15","0,12",56%,21%,22%
6,Korona,Arka,24,9,8,5,2,1,"2,52","1,21","0,11","0,13",67%,18%,15%
6,Pogoń,Lechia,22,10,6,6,2,3,"2,63","1,71","0,12","0,17",58%,19%,23%
6,Wisła K,Górnik,19,20,6,2,3,0,"1,90","1,80","0,10","0,09",41%,22%,37%
6,Jagiellonia,Miedź,16,17,5,6,2,3,"1,13","1,08","0,07","0,06",37%,29%,34%
6,Legia,Wisła P,11,15,4,6,1,4,"1,23","2,37","0,11","0,16",17%,19%,64%
6,Zagłębie L,Lech,12,14,6,3,2,1,"1,74","0,77","0,14","0,05",62%,23%,15%
6,Zagłębie S,Śląsk,22,13,10,9,3,3,"3,15","2,29","0,14","0,18",56%,17%,26%
7,Górnik,Pogoń,12,13,3,5,1,1,"1,49","0,96","0,12","0,07",50%,26%,23%
7,Lechia,Korona,6,14,3,5,2,0,"1,21","0,95","0,20","0,07",43%,30%,27%
7,Arka,Zagłębie S,15,13,7,4,2,2,"0,90","1,56","0,06","0,12",21%,26%,54%
7,Śląsk,Wisła K,21,13,6,2,0,1,"1,30","1,26","0,06","0,10",37%,27%,36%
7,Lech,Piast,15,10,7,3,1,1,"1,74","1,30","0,12","0,13",48%,24%,28%
7,Miedź,Zagłębie L,20,13,8,4,2,0,"2,31","0,78","0,12","0,06",73%,17%,10%
7,Wisła P,Jagiellonia,10,15,5,7,1,1,"0,91","2,65","0,09","0,18",9%,15%,76%
7,Cracovia,Legia,14,5,2,2,0,0,"0,82","0,83","0,06","0,17",32%,35%,33%
8,Zagłębie L,Śląsk,18,13,5,6,3,0,"0,81","0,71","0,04","0,05",35%,36%,29%
8,Jagiellonia,Cracovia,13,15,6,3,3,1,"1,93","1,84","0,15","0,12",41%,22%,37%
8,Wisła P,Miedź,12,13,6,4,2,2,"1,65","1,23","0,14","0,09",48%,25%,27%
8,Piast,Arka,20,6,6,2,1,0,"1,79","0,33","0,09","0,05",75%,20%,6%
8,Wisła K,Lechia,11,12,7,5,5,2,"3,83","2,28","0,35","0,19",70%,14%,16%
8,Pogoń,Korona,10,16,3,5,1,1,"0,54","1,03","0,05","0,06",19%,34%,47%
8,Legia,Lech,14,9,4,1,1,0,"2,25","0,84","0,16","0,09",71%,18%,11%
8,Zagłębie S,Górnik,11,9,4,4,1,1,"0,82","1,44","0,07","0,16",20%,27%,53%
9,Pogoń,Wisła K,20,8,4,1,2,1,"1,63","0,71","0,08","0,09",60%,25%,15%
9,Arka,Lech,7,16,3,5,1,0,"1,41","1,31","0,20","0,08",40%,27%,34%
9,Cracovia,Wisła P,9,14,5,7,3,1,"1,32","0,60","0,15","0,04",56%,28%,16%
9,Lechia,Zagłębie L,12,7,3,5,3,3,"2,41","1,89","0,20","0,27",50%,21%,29%
9,Miedź,Legia,7,13,2,8,1,4,"0,63","1,78","0,09","0,14",12%,22%,67%
9,Śląsk,Piast,14,15,4,3,4,1,"2,02","1,08","0,14","0,07",60%,21%,18%
9,Górnik,Jagiellonia,12,14,4,6,1,3,"0,66","1,29","0,06","0,09",18%,29%,52%
9,Korona,Zagłębie S,15,6,8,3,3,1,"1,82","1,29","0,12","0,21",50%,24%,26%
10,Wisła P,Lechia,15,14,3,2,1,0,"1,41","1,98","0,09","0,14",26%,22%,51%
10,Legia,Arka,14,9,2,2,1,1,"1,09","0,59","0,08","0,07",48%,33%,19%
10,Piast,Górnik,13,11,3,3,1,0,"1,27","0,76","0,10","0,07",49%,29%,22%
10,Zagłębie L,Pogoń,9,14,2,4,0,2,"0,50","1,58","0,06","0,11",11%,24%,65%
10,Wisła K,Korona,8,12,3,5,0,1,"0,96","0,90","0,12","0,07",36%,32%,32%
10,Zagłębie S,Cracovia,12,12,3,6,1,1,"0,65","1,74","0,05","0,15",12%,22%,65%
10,Lech,Miedź,18,13,3,4,2,1,"1,30","1,16","0,07","0,09",40%,28%,33%
10,Jagiellonia,Śląsk,10,14,2,8,0,4,"0,35","1,83","0,04","0,13",6%,19%,76%
11,Miedź,Piast,10,8,3,5,2,1,"0,87","0,79","0,09","0,10",35%,35%,30%
11,Górnik,Lech,15,20,9,6,2,2,"0,75","1,62","0,05","0,08",17%,25%,59%
11,Pogoń,Wisła P,16,7,6,2,3,0,"1,42","0,56","0,09","0,08",59%,27%,14%
11,Lechia,Zagłębie S,20,13,7,3,4,1,"2,58","1,33","0,13","0,10",65%,18%,17%
11,Śląsk,Legia,11,17,4,5,0,1,"0,47","1,76","0,04","0,10",9%,21%,70%
11,Arka,Zagłębie L,19,14,9,6,3,1,"2,26","1,09","0,12","0,08",65%,19%,16%
11,Korona,Jagiellonia,15,9,5,4,1,1,"2,56","0,68","0,17","0,08",80%,13%,6%
11,Cracovia,Wisła K,19,9,3,2,0,2,"1,00","2,01","0,05","0,22",16%,21%,63%
12,Piast,Lechia,6,12,1,3,1,1,"0,92","0,88","0,15","0,07",35%,33%,32%
12,Jagiellonia,Pogoń,12,12,4,4,2,1,"0,97","1,07","0,08","0,09",32%,31%,37%
12,Zagłębie S,Miedź,16,18,7,9,2,1,"1,83","1,87","0,11","0,10",38%,22%,40%
12,Śląsk,Arka,18,7,3,6,1,2,"1,86","0,61","0,10","0,09",68%,21%,11%
12,Lech,Korona,13,9,4,2,2,1,"0,81","0,96","0,06","0,11",29%,33%,38%
12,Zagłębie L,Wisła P,11,11,7,5,3,3,"2,48","0,75","0,23","0,07",78%,15%,8%
12,Legia,Wisła K,13,11,6,5,3,3,"1,41","1,25","0,11","0,11",41%,27%,33%
12,Cracovia,Górnik,12,9,4,2,2,0,"1,84","0,61","0,15","0,07",69%,21%,10%
13,Miedź,Śląsk,17,12,5,6,0,5,"0,80","2,33","0,05","0,19",10%,16%,74%
13,Jagiellonia,Legia,14,15,3,3,1,1,"1,47","1,01","0,10","0,07",48%,27%,25%
13,Wisła P,Piast,9,14,4,5,0,1,"0,97","1,21","0,11","0,09",29%,30%,41%
13,Lechia,Arka,19,10,5,3,2,1,"1,49","1,40","0,08","0,14",39%,26%,35%
13,Pogoń,Lech,15,9,5,2,3,0,"2,23","0,93","0,15","0,10",68%,19%,13%
13,Korona,Cracovia,15,9,2,7,0,1,"1,09","0,70","0,07","0,08",45%,32%,23%
13,Górnik,Zagłębie L,16,6,6,4,2,0,"2,25","0,91","0,14","0,15",69%,19%,12%
13,Wisła K,Zagłębie S,13,21,7,5,2,2,"1,88","2,40","0,14","0,11",30%,20%,50%
14,Arka,Pogoń,16,17,7,7,2,3,"2,77","0,84","0,17","0,05",79%,13%,8%
14,Piast,Wisła K,23,9,6,4,2,0,"1,95","0,31","0,08","0,03",78%,17%,5%
14,Cracovia,Miedź,16,8,8,4,0,0,"2,04","0,45","0,13","0,06",77%,17%,6%
14,Śląsk,Wisła P,11,13,2,6,0,3,"0,71","1,18","0,06","0,09",22%,31%,48%
14,Legia,Górnik,18,8,8,3,4,0,"2,90","0,33","0,16","0,04",90%,8%,2%
14,Zagłębie L,Korona,5,19,2,8,0,1,"0,33","2,00","0,07","0,11",5%,16%,79%
14,Lech,Lechia,19,13,3,7,0,1,"1,46","0,83","0,08","0,06",52%,27%,21%
14,Zagłębie S,Jagiellonia,8,14,3,11,1,4,"0,70","3,29","0,09","0,23",3%,8%,89%
15,Górnik,Śląsk,16,16,4,4,1,2,"1,64","1,09","0,10","0,07",51%,25%,25%
15,Pogoń,Legia,10,12,3,5,2,1,"0,75","1,08","0,07","0,09",25%,32%,43%
15,Wisła P,Zagłębie S,17,15,7,5,2,0,"2,59","0,74","0,15","0,05",79%,14%,7%
15,Lechia,Cracovia,12,13,4,5,1,0,"1,21","1,93","0,10","0,15",22%,23%,55%
15,Wisła K,Zagłębie L,16,10,11,3,3,1,"2,27","1,54","0,14","0,15",54%,21%,25%
15,Korona,Piast,15,8,6,2,1,0,"1,68","0,57","0,11","0,07",66%,23%,11%
15,Miedź,Arka,10,10,5,7,0,4,"0,53","1,14","0,05","0,11",16%,32%,52%
15,Jagiellonia,Lech,19,12,7,6,2,2,"1,72","2,20","0,09","0,18",29%,21%,50%
16,Piast,Zagłębie S,18,6,4,4,0,0,"1,12","0,17","0,06","0,03",62%,32%,5%
16,Korona,Górnik,21,15,10,7,4,2,"2,08","2,26","0,10","0,15",36%,21%,43%
16,Lech,Wisła P,14,7,4,3,2,1,"0,91","0,91","0,06","0,13",33%,33%,34%
16,Cracovia,Śląsk,14,19,4,5,1,1,"0,97","1,36","0,07","0,07",26%,28%,46%
16,Pogoń,Miedź,15,11,9,5,2,0,"1,71","1,29","0,11","0,12",47%,24%,28%
16,Zagłębie L,Legia,9,17,2,3,0,1,"1,91","1,24","0,21","0,07",54%,23%,23%
16,Lechia,Jagiellonia,9,13,4,5,3,2,"1,81","0,82","0,20","0,06",63%,22%,15%
16,Arka,Wisła K,33,20,13,5,4,1,"3,19","1,09","0,10","0,05",79%,12%,9%
17,Śląsk,Lechia,15,11,2,4,0,2,"1,26","0,72","0,08","0,07",50%,29%,21%
17,Jagiellonia,Arka,18,13,7,5,3,1,"1,40","1,49","0,08","0,11",35%,25%,39%
17,Wisła P,Górnik,15,11,5,7,0,4,"0,96","1,46","0,06","0,13",24%,27%,49%
17,Miedź,Wisła K,10,9,3,3,2,0,"0,73","0,59","0,07","0,07",35%,39%,26%
17,Legia,Korona,12,6,6,2,3,0,"1,31","0,66","0,11","0,11",53%,29%,18%
17,Zagłębie S,Zagłębie L,16,8,6,3,1,2,"1,11","1,28","0,07","0,16",31%,28%,41%
17,Cracovia,Lech,9,11,1,2,1,0,"0,93","0,92","0,10","0,08",34%,33%,33%
17,Piast,Pogoń,9,13,6,5,3,0,"1,37","0,89","0,15","0,07",49%,28%,23%
18,Zagłębie L,Piast,11,15,5,4,2,2,"1,53","0,83","0,14","0,06",55%,26%,19%
18,Lech,Śląsk,12,6,5,2,2,0,"0,79","0,11","0,07","0,02",52%,44%,5%
18,Pogoń,Zagłębie S,20,12,7,4,1,0,"2,47","0,74","0,12","0,06",77%,15%,8%
18,Korona,Wisła P,13,6,8,3,2,2,"1,06","0,49","0,08","0,08",50%,33%,16%
18,Wisła K,Jagiellonia,10,26,5,8,1,2,"1,23","2,77","0,12","0,11",13%,16%,70%
18,Górnik,Miedź,13,21,6,5,1,2,"1,43","2,90","0,11","0,14",15%,16%,69%
18,Lechia,Legia,12,8,1,2,0,0,"1,08","0,39","0,09","0,05",54%,33%,13%
18,Arka,Cracovia,9,6,5,3,0,2,"0,39","1,29","0,04","0,21",10%,28%,62%
19,Wisła P,Wisła K,22,8,6,3,1,2,"1,48","1,25","0,07","0,16",42%,26%,32%
19,Jagiellonia,Zagłębie L,17,17,4,11,0,4,"1,08","3,41","0,06","0,20",7%,10%,83%
19,Cracovia,Pogoń,17,17,6,5,2,1,"2,19","1,60","0,13","0,09",52%,21%,27%
19,Górnik,Arka,17,10,3,3,1,1,"1,08","0,78","0,06","0,08",42%,32%,26%
19,Legia,Piast,16,7,4,1,2,0,"1,53","0,24","0,10","0,03",72%,23%,5%
19,Śląsk,Korona,9,18,5,2,1,1,"0,74","1,32","0,08","0,07",21%,29%,51%
19,Zagłębie S,Lech,12,11,3,8,0,6,"1,12","1,35","0,09","0,12",30%,28%,42%
19,Miedź,Lechia,9,18,3,5,0,0,"0,54","2,17","0,06","0,12",7%,16%,77%
20,Pogoń,Śląsk,15,10,5,1,2,1,"1,27","0,92","0,08","0,09",45%,29%,26%
20,Zagłębie S,Legia,9,24,4,8,2,3,"0,82","2,25","0,09","0,09",11%,18%,71%
20,Arka,Wisła P,15,8,6,5,3,3,"2,30","0,55","0,15","0,07",79%,15%,6%
20,Piast,Jagiellonia,14,9,3,5,1,1,"1,41","0,50","0,10","0,06",61%,27%,12%
20,Wisła K,Lech,12,13,4,4,0,1,"0,61","1,18","0,05","0,09",18%,31%,51%
20,Korona,Miedź,21,14,4,9,0,0,"1,48","1,24","0,07","0,09",42%,26%,32%
20,Lechia,Górnik,11,12,5,1,4,0,"1,51","0,91","0,14","0,08",52%,26%,22%
20,Zagłębie L,Cracovia,11,17,4,4,1,1,"1,07","1,55","0,10","0,09",25%,26%,49%
21,Miedź,Jagiellonia,12,7,4,5,0,3,"0,75","1,20","0,06","0,17",22%,30%,48%
21,Lech,Zagłębie L,17,18,6,7,1,1,"2,05","3,12","0,12","0,17",22%,17%,61%
21,Śląsk,Zagłębie S,27,11,10,2,2,0,"3,05","0,76","0,11","0,07",84%,11%,5%
21,Cracovia,Piast,12,11,6,2,2,1,"1,27","0,94","0,11","0,09",44%,29%,27%
21,Lechia,Pogoń,10,14,5,6,2,1,"1,30","1,98","0,13","0,14",24%,22%,54%
21,Arka,Korona,9,14,3,5,1,2,"0,77","1,73","0,09","0,12",15%,23%,61%
21,Wisła P,Legia,12,14,3,5,0,1,"0,63","1,52","0,05","0,11",15%,25%,60%
21,Górnik,Wisła K,21,11,5,5,2,0,"2,23","0,88","0,11","0,08",69%,19%,13%
22,Pogoń,Górnik,15,11,6,6,3,1,"0,87","1,39","0,06","0,13",23%,28%,50%
22,Piast,Lech,11,4,7,2,4,0,"2,07","0,87","0,19","0,22",67%,20%,13%
22,Jagiellonia,Wisła P,12,9,4,2,1,0,"1,17","0,75","0,10","0,08",46%,31%,23%
22,Zagłębie S,Arka,19,9,9,3,3,2,"2,08","1,17","0,11","0,13",59%,21%,20%
22,Korona,Lechia,11,14,1,6,0,0,"0,35","2,99","0,03","0,21",2%,7%,91%
22,Zagłębie L,Miedź,19,22,10,2,2,0,"2,69","1,17","0,14","0,05",71%,16%,13%
22,Legia,Cracovia,13,11,3,4,0,2,"1,07","1,69","0,08","0,15",23%,25%,53%
22,Wisła K,Śląsk,5,16,3,2,1,0,"1,02","1,13","0,20","0,07",33%,30%,37%
23,Arka,Piast,12,7,4,2,1,2,"1,57","0,54","0,13","0,08",64%,24%,12%
23,Korona,Pogoń,7,17,2,4,1,1,"0,41","1,02","0,06","0,06",14%,35%,51%
23,Górnik,Zagłębie S,12,18,4,5,2,1,"1,82","1,62","0,15","0,09",43%,23%,34%
23,Lech,Legia,8,8,4,1,2,0,"1,37","0,33","0,17","0,04",66%,26%,8%
23,Lechia,Wisła K,11,9,3,0,1,0,"0,85","0,38","0,08","0,04",46%,39%,15%
23,Miedź,Wisła P,12,12,6,2,2,0,"1,49","0,73","0,12","0,06",57%,26%,17%
23,Cracovia,Jagiellonia,16,7,2,3,1,0,"1,88","1,21","0,12","0,17",53%,23%,23%
23,Śląsk,Zagłębie L,17,6,5,3,2,0,"1,80","0,54","0,11","0,09",69%,21%,10%
24,Piast,Śląsk,9,9,3,2,2,0,"1,24","0,63","0,14","0,07",52%,30%,18%
24,Legia,Miedź,11,5,5,2,2,0,"1,49","0,23","0,14","0,05",72%,23%,5%
24,Zagłębie S,Korona,11,15,6,6,4,1,"1,14","1,47","0,10","0,10",29%,27%,45%
24,Jagiellonia,Górnik,19,9,4,3,2,2,"2,11","0,76","0,11","0,08",70%,19%,11%
24,Wisła P,Cracovia,15,14,9,5,3,2,"1,62","1,51","0,11","0,11",40%,24%,35%
24,Wisła K,Pogoń,11,15,4,6,2,3,"0,69","1,75","0,06","0,12",14%,23%,64%
24,Lech,Arka,9,15,4,5,1,0,"0,55","0,80","0,06","0,05",23%,38%,38%
24,Zagłębie L,Lechia,8,14,2,4,2,1,"1,30","2,08","0,16","0,15",22%,22%,56%
25,Górnik,Piast,15,14,7,3,0,2,"1,75","1,51","0,12","0,11",43%,24%,33%
25,Śląsk,Jagiellonia,13,10,3,3,2,0,"1,71","0,52","0,13","0,05",68%,22%,10%
25,Cracovia,Zagłębie S,13,9,3,3,2,1,"1,32","0,64","0,10","0,07",54%,29%,17%
25,Korona,Wisła K,15,12,5,6,2,6,"0,90","3,50","0,06","0,29",4%,8%,88%
25,Arka,Legia,12,15,5,5,1,2,"1,55","1,09","0,13","0,07",48%,26%,26%
25,Pogoń,Zagłębie L,12,15,3,5,0,3,"0,57","1,80","0,05","0,12",10%,21%,69%
25,Miedź,Lech,16,6,6,2,3,2,"1,64","1,07","0,10","0,18",51%,25%,24%
25,Lechia,Wisła P,17,12,3,3,1,1,"2,68","0,71","0,16","0,06",81%,13%,6%
26,Wisła P,Pogoń,14,9,0,3,0,2,"1,12","1,54","0,08","0,17",26%,26%,48%
26,Lech,Górnik,19,11,5,6,0,3,"1,03","1,17","0,05","0,11",31%,29%,39%
26,Jagiellonia,Korona,13,16,3,7,1,3,"1,72","1,22","0,13","0,08",50%,24%,26%
26,Zagłębie S,Lechia,17,18,2,8,0,1,"2,47","1,78","0,15","0,10",54%,20%,27%
26,Legia,Śląsk,10,7,4,3,1,0,"1,58","0,63","0,16","0,09",62%,25%,14%
26,Piast,Miedź,12,5,2,2,2,1,"1,70","0,30","0,14","0,06",75%,20%,5%
26,Zagłębie L,Arka,15,3,3,1,0,0,"1,22","0,18","0,08","0,06",65%,30%,5%
26,Wisła K,Cracovia,11,26,3,5,3,2,"1,20","2,33","0,11","0,09",17%,19%,63%
27,Wisła P,Zagłębie L,15,6,1,2,0,1,"0,73","0,55","0,05","0,09",35%,40%,25%
27,Górnik,Cracovia,11,11,4,3,0,1,"0,64","1,14","0,06","0,10",20%,32%,48%
27,Lechia,Piast,11,21,4,6,2,0,"0,93","1,75","0,08","0,08",19%,24%,57%
27,Miedź,Zagłębie S,16,15,5,6,0,2,"1,82","1,92","0,11","0,13",37%,22%,41%
27,Arka,Śląsk,7,12,1,4,0,2,"0,36","0,96","0,05","0,08",13%,36%,51%
27,Korona,Lech,13,2,4,0,0,0,"1,15","0,07","0,09","0,03",67%,31%,2%
27,Pogoń,Jagiellonia,17,3,4,1,0,0,"0,99","0,10","0,06","0,03",60%,36%,4%
27,Wisła K,Legia,17,14,9,3,4,0,"2,40","0,81","0,14","0,06",74%,16%,10%
28,Cracovia,Korona,11,10,5,5,2,1,"1,59","0,58","0,14","0,06",64%,24%,12%
28,Śląsk,Miedź,14,16,6,5,0,0,"1,05","0,99","0,07","0,06",36%,31%,33%
28,Arka,Lechia,6,10,2,4,0,0,"0,32","0,71","0,05","0,07",15%,44%,41%
28,Zagłębie L,Górnik,18,8,5,3,1,1,"1,05","0,89","0,06","0,11",38%,32%,30%
28,Lech,Pogoń,13,17,7,6,3,2,"1,32","1,16","0,10","0,07",40%,27%,32%
28,Piast,Wisła P,12,13,6,3,1,0,"2,13","0,51","0,18","0,04",77%,16%,7%
28,Legia,Jagiellonia,20,18,12,9,3,0,"1,88","1,92","0,09","0,11",38%,22%,40%
28,Zagłębie S,Wisła K,17,18,6,7,4,3,"2,55","5,13","0,15","0,28",10%,9%,76%
29,Korona,Zagłębie L,18,10,5,4,0,2,"1,73","1,45","0,10","0,14",44%,24%,32%
29,Miedź,Cracovia,12,13,7,5,2,1,"0,89","0,89","0,07","0,07",33%,33%,33%
29,Jagiellonia,Zagłębie S,9,10,4,3,2,1,"1,93","1,25","0,21","0,13",54%,23%,23%
29,Wisła K,Piast,17,18,7,7,2,2,"2,59","1,23","0,15","0,07",68%,17%,15%
29,Lechia,Lech,11,11,1,1,1,0,"1,19","0,83","0,11","0,08",45%,30%,25%
29,Pogoń,Arka,16,9,4,3,3,3,"1,75","0,71","0,11","0,08",63%,23%,14%
29,Górnik,Legia,13,10,6,5,1,2,"1,57","1,29","0,12","0,13",44%,26%,31%
29,Wisła P,Śląsk,9,12,2,2,2,0,"1,07","1,38","0,12","0,11",28%,28%,44%
30,Arka,Miedź,17,9,2,4,1,1,"2,04","0,74","0,12","0,08",69%,20%,12%
30,Cracovia,Lechia,16,12,6,4,4,2,"1,71","0,89","0,11","0,07",58%,24%,18%
30,Lech,Jagiellonia,9,10,3,2,0,2,"0,78","1,89","0,09","0,19",13%,21%,65%
30,Legia,Pogoń,12,11,5,2,2,1,"1,12","0,43","0,09","0,04",54%,32%,14%
30,Piast,Korona,18,12,6,3,3,0,"2,09","1,42","0,12","0,12",53%,22%,25%
30,Śląsk,Górnik,17,12,2,4,0,1,"1,14","0,63","0,07","0,05",49%,32%,20%
30,Zagłębie L,Wisła K,19,7,10,1,3,1,"2,98","0,56","0,16","0,08",87%,9%,4%
30,Zagłębie S,Wisła P,13,14,6,8,1,3,"1,17","2,07","0,09","0,15",20%,21%,59%
31,Lechia,Piast,8,13,0,5,0,2,"0,51","0,76","0,06","0,06",22%,40%,38%
31,Jagiellonia,Lech,13,16,7,7,3,3,"2,17","1,43","0,17","0,09",55%,21%,24%
31,Zagłębie L,Pogoń,11,10,4,4,2,3,"1,51","1,99","0,14","0,20",28%,23%,49%
31,Legia,Cracovia,17,8,6,2,1,0,"1,62","0,46","0,10","0,06",67%,23%,10%
31,Miedź,Zagłębie S,15,13,7,6,2,2,"1,64","1,61","0,11","0,12",39%,24%,37%
31,Wisła K,Wisła P,5,23,2,7,2,3,"0,50","1,71","0,10","0,07",10%,22%,68%
31,Górnik,Arka,13,8,4,2,1,0,"0,97","0,57","0,07","0,07",44%,35%,21%
31,Korona,Śląsk,20,8,9,4,2,0,"2,00","0,42","0,10","0,05",76%,17%,6%
32,Piast,Zagłębie L,6,17,1,4,1,0,"0,96","1,11","0,16","0,07",31%,31%,38%
32,Cracovia,Jagiellonia,17,4,4,2,0,1,"1,57","0,89","0,09","0,22",53%,26%,20%
32,Pogoń,Lechia,16,15,6,8,3,4,"0,92","2,02","0,06","0,13",15%,21%,64%
32,Lech,Legia,15,16,6,5,1,0,"0,45","1,69","0,03","0,11",9%,22%,69%
32,Arka,Miedź,8,12,5,4,2,0,"1,51","0,58","0,19","0,05",62%,25%,13%
32,Wisła P,Korona,8,15,3,5,2,1,"0,15","2,05","0,02","0,14",2%,13%,85%
32,Śląsk,Górnik,11,16,3,11,1,2,"1,51","2,17","0,14","0,14",25%,21%,53%
32,Zagłębie S,Wisła K,35,12,12,6,2,1,"3,09","0,87","0,09","0,07",82%,11%,7%
33,Zagłębie L,Jagiellonia,12,6,3,1,2,0,"0,81","0,93","0,07","0,16",29%,34%,37%
33,Piast,Cracovia,11,11,5,5,3,1,"1,61","1,23","0,15","0,11",47%,25%,28%
33,Pogoń,Lech,11,11,2,3,1,0,"0,87","0,68","0,08","0,06",38%,36%,26%
33,Lechia,Legia,9,20,2,7,1,3,"1,07","1,97","0,12","0,10",19%,22%,59%
33,Miedź,Wisła P,11,23,3,7,3,2,"0,76","2,74","0,07","0,12",7%,13%,80%
33,Korona,Arka,16,6,6,2,0,2,"1,19","0,77","0,07","0,13",46%,31%,24%
33,Wisła K,Śląsk,7,20,2,6,1,1,"0,63","1,56","0,09","0,08",14%,25%,60%
33,Górnik,Zagłębie S,25,4,11,0,4,0,"3,13","0,22","0,13","0,05",93%,6%,1%
34,Wisła P,Arka,12,10,2,6,1,1,"1,27","0,45","0,11","0,05",58%,29%,13%
34,Górnik,Wisła K,14,11,6,5,1,2,"2,13","1,95","0,15","0,18",43%,22%,36%
34,Korona,Miedź,18,16,6,4,0,0,"1,50","1,51","0,08","0,09",37%,25%,38%
34,Lech,Zagłębie L,14,20,2,8,1,1,"1,31","3,80","0,09","0,19",7%,10%,83%
34,Legia,Piast,13,10,6,4,0,1,"1,31","1,29","0,10","0,13",37%,27%,36%
