ZAWODNIK,KLUB,FAULE,FAULOWANY,SPALONE
Oskar Zawada,Wisła Płock,40,28,2
Damian Szymański,Wisła Płock,40,24,9
Karol Fila,Lechia Gdańsk,40,20,0
Lubomir Guldan,Zagłębie Lubin,40,19,1
Javi Hernandez,Cracovia,39,109,3
Dominik Nagy,Legia Warszawa,39,89,4
Mateusz Wdowiak,Cracovia,39,65,17
Kamil Jóźwiak,Lech Poznań,39,51,5
Adnan Kovacević,Korona Kielce,39,27,0
Adam Buksa,Pogoń Szczecin,38,57,8
Filip Starzyński,Zagłębie Lubin,37,60,10
Jakub Bartkowski,Wisła K/Pogoń,37,34,0
Ivan Marquez,Korona Kielce,37,17,2
Łukasz Kosakiewicz,Korona Kielce,37,11,3
Przemysław Wiśniewski,Górnik Zabrze,37,10,0
Maciej Jankowski,Arka Gdynia,36,40,9
Kamil Zapolnik,Górnik Zabrze,36,40,5
Michal Papadopulos,Piast Gliwice,36,39,13
Pedro Tiba,Lech Poznań,36,36,0
Guilherme Sitya,Jagiellonia,36,30,5
Angel Garcia,Wisła Płock,36,19,0
Paweł Zieliński,Miedź Legnica,36,16,2
Tomislav Bozić,Miedź Legnica,36,9,0
Damian Rasak,Wisła Płock,35,62,0
Giorgi Merebaszwili,Wisła Płock,35,58,9
Omar Santana,Miedź Legnica,35,41,4
Rafał Pietrzak,Wisła Kraków,35,25,0
Patrik Mraz,Zagłębie Sosnowiec,35,14,1
Lukas Haraslin,Lechia Gdańsk,34,84,3
Mateusz Cholewiak,Śląsk Wrocław,34,31,7
Ivan Runje,Jagiellonia,34,24,0
Giorgos Mygas,Zagłębie Sosnowiec,34,21,3
Maciej Ambrosiewicz,Górnik Zabrze,34,11,1
Andre Martins,Legia Warszawa,33,59,0
Filip Mladenović,Lechia Gdańsk,33,49,3
Nico Varela,Wisła Płock,33,49,11
Aleksandyr Kolew,Arka Gdynia,33,47,8
Martin Pospisil,Jagiellonia,33,38,0
Christian Gytkjaer,Lech Poznań,33,36,19
Tomasz Makowski,Lechia Gdańsk,33,17,0
Maciej Dąbrowski,Zagłębie Lubin,33,15,1
Aleksandar Miljković,Miedź Legnica,33,13,2
Adam Hlousek,Legia Warszawa,33,12,1
Ognjen Gnjatić,Korona Kielce,33,12,2
Carlitos,Legia Warszawa,32,45,31
Felicio Brown Forbes,Korona Kielce,32,37,15
Igor Angulo,Górnik Zabrze,32,35,56
Zoran Arsenić,Wisła K/Jagiellonia,32,35,0
Marko Vesović,Legia Warszawa,32,33,3
Tom Hateley,Piast Gliwice,32,28,0
Jakub Tosik,Zagłębie Lubin,32,20,1
Rafał Siemaszko,Arka Gdynia,32,17,2
Jakub Łabojko,Śląsk Wrocław,32,6,0
Nabil Aankour,Arka Gdynia,31,27,4
Maciej Sadlok,Wisła Kraków,31,27,0
Igor Łasicki,Wisła Płock,31,20,1
Artur Pikk,Miedź Legnica,31,17,1
Łukasz Burliga,Jagiellonia/Wisła K,31,14,1
Piotr Polczak,Zagłębie Sosnowiec,31,14,6
Szymon Pawłowski,Zagłębie Sosnowiec,30,52,6
Radosław Majewski,Pogoń Szczecin,30,33,10
Marko Vejinović,Arka Gdynia,30,22,0
Patryk Lipski,Lechia Gdańsk,30,21,3
Adam Matuszczyk,Zagłębie Lubin,30,19,0
Aleksandar Sedlar,Piast Gliwice,30,17,0
Vernon De Marco,Lech Poznań,30,12,0
Diego Ferraresso,Cracovia,29,44,2
Borja Fernandez,Miedź Legnica,29,31,0
Marcin Cebula,Korona Kielce,29,31,1
Mateusz Radecki,Śląsk Wrocław,29,28,10
Artur Sobiech,Lechia Gdańsk,29,16,7
Elhadji Djibril Pape Diaw,Korona Kielce,29,15,0
Tomasz Jodłowiec,Piast Gliwice,29,15,0
Ricardinho,Wisła Płock,28,45,9
Wato Arweladze,Korona Kielce,28,35,4
Ołeksij Dytiatjew,Cracovia,28,31,0
Arkadiusz Piech,Śląsk Wrocław,28,30,22
Marko Kolar,Wisła Kraków,28,29,3
Zdenek Ondrasek,Wisła Kraków,28,22,7
Alexandre Cristovao,Zagłębie Sosnowiec,28,20,5
William Remy,Legia Warszawa,28,19,1
Domagoj Antolić,Legia Warszawa,28,17,0
Niko Datković,Cracovia,28,7,0
Sebastian Kowalczyk,Pogoń Szczecin,27,52,5
Kamil Wojtkowski,Wisła Kraków,27,23,1
Piotr Celeban,Śląsk Wrocław,27,22,3
Adrian Gryszkiewicz,Górnik Zabrze,27,14,3
Michael Heinloth,Zagłębie Sosnowiec,27,9,0
Kornel Osyra,Miedź Legnica,27,6,1
Juan Camara,Miedź Legnica,26,51,2
Joao Amaral,Lech Poznań,26,33,1
Henrik Ojamaa,Miedź Legnica,26,24,11
Adrian Purzycki,Miedź Legnica,26,13,1
Marcin Wasilewski,Wisła Kraków,26,7,3
Lukas Klemenz,Jagiellonia/Wisła K,26,5,1
Rafał Boguski,Wisła Kraków,25,46,4
Robert Gumny,Lech Poznań,25,37,0
Martin Kostal,Wisła K/Jagiellonia,25,34,1
Maciej Gajos,Lech Poznań,25,31,0
Augusto,Śląsk Wrocław,25,28,0
Bartosz Kopacz,Zagłębie Lubin,25,27,0
Łukasz Wolsztyński,Górnik Zabrze,25,20,9
Krzysztof Drzazga,Wisła Kraków,25,20,11
Krzysztof Mączyński,Legia/Śląsk,25,19,0
Matej Pućko,Korona Kielce,25,15,2
Sandro Kulenović,Legia Warszawa,25,12,4
Paweł Stolarski,Lechia/Legia,24,28,1
Konrad Wrzesiński,Zagłębie Sosnowiec,24,27,16
Mateusz Wieteska,Legia Warszawa,24,19,0
Jakub Arak,Lechia Gdańsk,24,19,2
Hubert Matynia,Pogoń Szczecin,24,17,5
Igors Tarasovs,Śląsk Wrocław,24,10,4
Lukas Gressak,Zagłębie Sosnowiec,24,9,0
Arkadiusz Jędrych,Zagłębie Sosnowiec,24,3,1
Jesus Imaz,Wisła K/Jagiellonia,23,57,15
Petteri Forsell,Miedź Legnica,23,49,4
Maciej Makuszewski,Lech Poznań,23,41,2
Sławomir Peszko,Lechia/Wisła K,23,37,4
Damian Gąska,Śląsk Wrocław,23,29,2
Martin Konczkowski,Piast Gliwice,23,29,6
Dejan Vokić,Zagłębie Sosnowiec,23,17,0
Bartłomiej Babiarz,Zagłębie Sosnowiec,23,13,0
Darko Jevtić,Lech Poznań,23,12,0
Rafał Janicki,Lech Poznań,23,7,0
Mariusz Malec,Pogoń Szczecin,22,8,0
Grzegorz Bartczak,Miedź Legnica,22,7,1
Iker Guarrotxena,Pogoń Szczecin,21,45,3
Dawid Kort,Wisła Kraków,21,39,1
Filip Jagiełło,Zagłębie Lubin,21,35,4
Wołodymyr Kostewycz,Lech Poznań,21,25,2
Nikola Vujadinović,Lech Poznań,21,25,0
Dani Suarez,Górnik Zabrze,21,23,0
Nemanja Mitrović,Jagiellonia,21,9,1
Boris Sekulić,Górnik Zabrze,21,8,3
Farshad Ahmadzadeh,Śląsk Wrocław,20,42,4
Maciej Górski,Korona Kielce,20,19,1
Joao Nunes,Lechia Gdańsk,20,5,2
Dawid Pakulski,Zagłębie Lubin,20,5,0
Ariel Borysiuk,Lechia/Wisła P,20,4,0
Karol Angielski,Wisła Płock,19,24,3
Tomasz Nowak,Zagłębie Sosnowiec,19,23,1
Marko Poletanović,Jagiellonia,19,18,0
Roman Bezjak,Jagiellonia,19,17,5
Adam Dźwigała,Wisła Płock,19,17,0
Jose Kante,Legia Warszawa,19,15,2
Frederik Helstrup,Arka Gdynia,19,13,1
Patryk Stępiński,Wisła Płock,19,7,1
Cezary Stefańczyk,Wisła Płock,18,35,0
Mateusz Szwoch,Wisła Płock,18,32,4
Marcin Warcholak,Wisła Płock,18,20,0
Giorgi Gabedawa,Zagłębie Sosnowiec,18,17,5
Daniel Dziwniel,Zagłębie Lubin,18,16,0
Rafał Wolski,Lechia Gdańsk,18,16,2
Michał Koj,Górnik Zabrze,18,12,0
Mateusz Szczepaniak,Cracovia/Miedź,18,12,7
Thomas Rogne,Lech Poznań,18,8,0
Tomasz Cywka,Lech Poznań,18,2,0
Piotr Malarczyk,Korona Kielce,18,2,1
Tomasz Nawotka,Zagłębie Sosnowiec,17,54,3
Michał Mak,Lechia Gdańsk,17,29,1
Ricardo Nunes,Pogoń Szczecin,17,24,4
Marcin Pietrowski,Piast Gliwice,17,21,0
Patryk Klimala,Jagiellonia,17,20,6
Sergiu Hanca,Cracovia,17,17,3
Bodvar Bodvarsson,Jagiellonia,17,15,2
Piotr Tomasik,Lech Poznań,17,12,2
Gerard Badia,Piast Gliwice,17,9,1
Damian Dąbrowski,Cracovia,17,4,0
Damian Oko,Zagłębie Lubin,17,2,2
Bartłomiej Pawłowski,Zagłębie Lubin,16,50,8
Airam Cabrera,Cracovia,16,40,12
Marcin Wasielewski,Lech Poznań,16,30,2
Tomasz Hołota,Pogoń Szczecin,16,10,0
Jake McGing,Wisła Płock,16,9,1
Inaki Astiz,Legia Warszawa,16,4,0
Damjan Bohar,Zagłębie Lubin,15,45,11
Vukan Savicević,Wisła Kraków,15,21,0
Walerian Gwilia,Górnik Zabrze,15,19,1
Adam Danch,Arka Gdynia,15,15,0
Jakub Mares,Zagłębie Lubin,15,11,16
Junior Torunarigha,Zagłębie Sosnowiec,15,7,7
Łukasz Broź,Śląsk Wrocław,14,56,2
Dorde Cotra,Śląsk Wrocław,14,23,1
Łukasz Janoszka,Zagłębie Lubin,14,17,3
Jakub Błaszczykowski,Wisła Kraków,14,17,1
Alan Czerwiński,Zagłębie Lubin,14,16,1
Lubambo Musonda,Śląsk Wrocław,14,15,3
Joan Roman,Miedź Legnica,14,10,2
Christian Maghoma,Arka Gdynia,14,7,0
Jarosław Fojut,Pogoń Szczecin,14,7,1
Tadeusz Socha,Arka Gdynia,14,5,1
Fran Cruz,Miedź Legnica,14,4,0
Adam Arnarson,Górnik Zabrze,14,3,0
Jakub Wójcicki,Jagiellonia,13,38,1
Ivan Jukić,Korona Kielce,13,30,2
Wojciech Łobodziński,Miedź Legnica,13,24,5
Daniel Smuga,Górnik Zabrze,13,20,2
Grzegorz Kuświk,Wisła Płock,13,14,6
Mateusz Cichocki,Zagłębie Sosnowiec,13,13,1
Luis Rocha,Legia Warszawa,13,12,0
Tymoteusz Klupś,Lech Poznań,12,31,1
Michał Kucharczyk,Legia Warszawa,12,31,7
Maciej Pałaszewski,Śląsk Wrocław,12,22,0
Marquitos,Miedź Legnica,12,20,0
Mateusz Młyński,Arka Gdynia,12,20,1
Marcin Budziński,Cracovia,12,17,1
Przemysław Frankowski,Jagiellonia,12,16,0
Adam Frączczak,Pogoń Szczecin,12,14,7
Adrian Benedyczak,Pogoń Szczecin,12,12,3
Steven Vitoria,Lechia Gdańsk,12,7,0
Luka Marić,Arka Gdynia,12,6,0
Konrad Michalak,Legia/Lechia,11,31,8
Sergei Zenjov,Cracovia,11,15,0
Ken Kallaste,Korona Kielce,11,9,1
Marcin Urynowicz,Górnik Zabrze,11,7,3
Martin Toth,Zagłębie Sosnowiec,11,6,0
Bozo Musa,Miedź Legnica,11,6,0
Dimitris Goutas,Lech Poznań,11,3,0
Chris Philipps,Legia Warszawa,11,0,0
Soufian Benyamina,Pogoń Szczecin,10,16,2
Mateusz Hołownia,Legia/Śląsk,10,6,0
Uros Korun,Piast Gliwice,10,5,0
Mateusz Żyro,Legia/Miedź,10,4,0
Lasza Dwali,Pogoń Szczecin,10,2,3
Mateusz Żukowski,Lechia Gdańsk,10,1,0
Żarko Udovicić,Zagłębie Sosnowiec,9,27,3
Cillian Sheridan,Jagiellonia,9,16,4
Maksymilian Banaszewski,Arka Gdynia,9,16,1
Andrij Bohdanow,Arka Gdynia,9,11,0
Spas Delew,Pogoń Szczecin,9,10,2
Olaf Nowak,Zagłębie Sosnowiec,9,10,2
Kacper Michalski,Górnik Zabrze,9,8,0
Marcin Grabowski,Wisła Kraków,9,5,0
Matej Palcić,Wisła Kraków,9,4,1
Mile Savković,Jagiellonia,9,3,0
Mariusz Pawelec,Śląsk Wrocław,9,3,0
Adam Kokoszka,Zagłębie Sosnowiec,9,2,0
Adam Ryczkowski,Górnik Zabrze,9,2,0
Aleksander Jagiełło,Piast Gliwice,8,13,1
Sebastian Strózik,Cracovia,8,8,1
Bartłomiej Sielewski,Wisła Płock,8,8,0
Łukasz Garguła,Miedź Legnica,8,7,0
Kasper Hamalainen,Legia Warszawa,8,7,5
Mihai Radut,Lech Poznań,8,7,0
David Niepsuj,Pogoń Szczecin,8,6,0
Goran Cvijanović,Arka Gdynia,8,5,0
Frank Adu Kwame,Miedź Legnica,8,4,0
Dawid Sołdecki,Arka Gdynia,8,4,0
Andrej Kadlec,Jagiellonia,8,4,1
Mateusz Mak,Piast Gliwice,7,30,5
Jakub Łukowski,Wisła Płock,7,20,1
Karol Świderski,Jagiellonia,7,19,6
Adam Banasiak,Zagłębie Sosnowiec,7,14,0
Paweł Tomczyk,Lech/Piast,7,9,3
Santeri Hostikka,Pogoń Szczecin,7,5,0
Martin Adamec,jagiellonia,7,3,0
Elton Monteiro,Miedź Legnica,7,3,0
Carlitos Oliveira,Wisła Płock,6,17,2
Justinas Marazas,Wisła Płock,6,16,0
Kamil Dankowski,Śląsk Wrocław,6,13,3
Władimir Sirotow,Zagłębie Lubin,6,12,1
Bojan Cecarić,Cracovia,6,6,1
Łukasz Poręba,Zagłębie Lubin,6,5,0
Daniel Liszka,Górnik Zabrze,6,3,0
Patryk Małecki,Wisła Kraków,6,3,0
Adam Wolniewicz,Górnik Zabrze,6,3,0
Joonas Tamm,Korona Kielce,6,3,0
Oskar Sewerzyński,Korona Kielce,6,1,0
Patryk Plewka,Wisła Kraków,5,13,0
Dioni,Lech Poznań,5,6,0
Michał Żyro,Pogoń Szczecin,5,6,3
Ishmael Baidoo,Górnik Zabrze,5,6,0
Konrad Nowak,Górnik Zabrze,5,5,1
Sebastian Rudol,Pogoń Szczecin,5,4,0
Tibor Halilović,Wisła Kraków,5,4,0
Denis Gojko,Piast Gliwice,5,3,1
Callum Rzonca,Zagłębie Sosnowiec,5,2,0
Marcus Vinicius,Arka Gdynia,4,18,0
Giannis Mystakidis,Górnik Zabrze,4,13,3
Paweł Brożek,Wisła Kraków,4,12,7
Mateusz Machaj,Jagiellonia,4,7,2
Aleksandar Bjelica,Korona Kielce,4,6,1
Filip Marchwiński,Lech Poznań,4,5,2
Dawid Ryndak,Zagłębie Sosnowiec,4,5,1
Jakub Bartosz,Wisła Kraków,4,4,0
Daniel Szczepan,Śląsk Wrocław,4,3,0
Emmanuel Kumah,Wisła Kraków,4,3,0
Rafał Grzyb,Jagiellonia,4,2,0
Tomasz Mokwa,Piast Gliwice,4,2,0
Oktawian Skrzecz,Korona Kielce,4,2,0
Patryk Szysz,Zagłębie Lubin,4,2,1
Kamil Pestka,Cracovia,4,1,0
Miroslav Radović,Legia Warszawa,4,1,7
Jonathan De Amo,Miedź Legnica,4,0,0
me Mello,Zagłębie Sosnowiec,4,0,0
Zlatko Janjić,Korona Kielce,3,19,2
Nuno Malheiro,Zagłębie Sosnowiec,3,8,0
Cristian Pasquato,Legia Warszawa,3,7,0
Timur Żamaletdinow,Lech Poznań,3,7,2
Stefan Scepović,Jagiellonia,3,6,3
Sierdier Sierdierow,Cracovia,3,5,1
Wiktor Biedrzycki,Górnik Zabrze,3,5,0
Giorgi Iwaniszwili,Zagłębie Sosnowiec,3,5,1
Salvador Agra,Legia Warszawa,3,5,0
Iuri Medeiros,Legia Warszawa,3,5,1
Mateusz Piątkowski,Miedź Legnica,3,4,1
Maciej Śliwa,Wisła Kraków,3,3,0
Dawid Błanik,Pogoń Szczecin,3,2,0
Elady Zorrilla,Cracovia,3,2,0
Daniel Hoyo-Kowalski,Wisła Kraków,3,1,0
Kacper Radkowski,Zagłębie Sosnowiec,3,0,0
Michał Ozga,Jagiellonia,3,0,0
Rafał Wolsztyński,Górnik Zabrze,2,9,1
Jakub Słowik,Śląsk Wrocław,2,6,0
Semir Stilić,Wisła Płock,2,6,0
Jakub Serafin,Cracovia,2,5,0
Michael Olczyk,Arka Gdynia,2,5,0
Mateusz Skrzypczak,Lech Poznań,2,5,0
Patryk Sokołowski,Piast Gliwice,2,4,1
Mateusz Sopoćko,Lechia Gdańsk,2,2,0
Daniel Łuczak,Śląsk Wrocław,2,1,1
Mateusz Lewandowski,Lechia Gdańsk,2,1,0
Miroslav Covilo,Cracovia,2,0,0
Michał Pazdan,Legia Warszawa,2,0,0
Karol Danielak,Arka Gdynia,2,0,0
Jan Łoś,Arka Gdynia,2,0,0
Daniel Pik,cracovia,2,0,0
Aleksander Buksa Ale,Wisła Kraków,2,0,0
Thomas Dahne,Wisła Płock,1,9,0
Dominik Hładun,Zagłębie Lubin,1,8,0
Alen Stevanović,Wisła Płock,1,8,5
Jasmin Burić,Lech Poznań,1,6,0
Gerard Oliva,Cracovia,1,5,2
Dusan Kuciak,Lechia Gdańsk,1,5,0
Radosław Majecki,Legia Warszawa,1,5,0
Matthias Hamrol,Korona Kielce,1,4,0
Jakub Kosecki,Śląsk Wrocław,1,3,0
Dawid Kudła,Zagłębie Sosnowiec,1,3,0
Marcin Listkowski,Pogoń Szczecin,1,3,1
Wojciech Słomka,Wisła Kraków,1,3,0
Martin Chudy,Górnik Zabrze,1,3,0
Maciej Orłowski,Lech Poznań,1,2,0
Robert Sulewski,Arka Gdynia,1,2,0
Łukasz Załuska,Pogoń Szczecin,1,2,0
Artur Balicki,Wisła Kraków,1,2,0
Piotr Pierzchała,Korona Kielce,1,2,0
Michał Buchalik,Wisła Kraków,1,1,0
Maciej Gostomski,Cracovia,1,1,0
Paweł Żyra,Zagłębie Lubin,1,1,0
Paweł Kucharczyk,Śląsk Wrocław,1,1,0
Grzegorz Sandomierski,Jagiellonia,1,1,0
Dawid Szot,Wisła Kraków,1,1,0
Tomasz Pietrzak,Zagłębie Sosnowiec,1,1,0
Tymoteusz Puchacz,Zagłębie Sosnowiec,1,0,0
Eduardo,Legia Warszawa,1,0,0
Adam Chrzanowski,Lechia Gdańsk,1,0,0
Matko Perdijić,Zagłębie Sosnowiec,1,0,0
Konrad Kumor,Zagłębie Sosnowiec,1,0,0
Łukasz Moneta,Zagłębie Lubin,1,0,0
Patryk Mucha,Zagłębie Lubin,1,0,0
Maciej Twarowski,Jagiellonia,1,0,0
Paweł Sokół,Korona Kielce,1,0,0
Patryk Makuch,Miedź Legnica,1,0,0
Roman Janicki,Zagłębie Sosnowiec,1,0,0
Krzysztof Kołodziej,Lech Poznań,1,0,1
Maciej Żurawski,Pogoń Szczecin,1,0,0
Pavels Steinbors,Arka Gdynia,0,6,0
Lukas Hrosso,Zagłębie Sosnowiec,0,6,0
Daniel Morys,Wisła Kraków,0,6,0
Mateusz Lis,Wisła Kraków,0,5,0
Vinicius Ferreira,Cracovia,0,5,0
Frantisek Plach,Piast Gliwice,0,5,0
Konrad Forenc,Zagłębie Lubin,0,4,0
Łukasz Sapela,Miedź Legnica,0,3,0
Tom Loska,Górnik Zabrze,0,3,0
Matus Putnocky,Lech Poznań,0,3,0
Michal Pesković,Cracovia,0,3,0
Jakub Szmatuła,Piast Gliwice,0,2,0
Marian Kelemen,Jagiellonia,0,2,0
Zlatan Alomerović,Lechia Gdańsk,0,2,0
Anton Kanibołoćkyj,Miedź Legnica,0,2,0
Piotr Wlazło,Jagiellonia,0,1,0
Arkadiusz Malarz,Legia Warszawa,0,1,0
Hubert Sobol,Lech Poznań,0,1,0
Bartłomiej Żynel,Wisła Płock,0,1,0
Radosław Cierzniak,Legia Warszawa,0,1,0
Sosłan Dżanajew,Miedź Legnica,0,1,0
Jakub Bursztyn,Pogoń Szczecin,0,1,0
Jarosław Niezgoda,Legia Warszawa,0,1,0
Daniel Szelągowski,Korona Kielce,0,1,0
Karol Stanek,Piast Gliwice,0,0,1
Jin Izumisawa,Pogoń Szczecin,0,0,1
