ZAWODNIK,KLUB,ŻK,CZK BEZP,CZK,żk faul,czk faul,żk ręka,żk rywal,żk sędzia,żk czas,żk syml,żk ciesz,żk inne,czk ręka,czk rywal,czk inne,czk sędzia
Jakub Bartosz,Puszcza Niepołomice,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Joao Gamboa,Pogoń Szczecin,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Majchrzak,Puszcza Niepołomice,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Juliusz Letniowski,Ruch Chorzów,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Kajetan Szmyt,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Koki Hinokio,Stal Mielec,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Konrad Matuszewski,Warta Poznań,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Krystian Getinger,Stal Mielec,4,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
Luis Machado,Radomiak Radom,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Mateusz Bartolewski,Ruch Chorzów,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Cichocki,Radomiak Radom,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Mateusz Żukowski,Śląsk Wrocław,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Michał Chrapek,Piast Gliwice,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Michał Koj,Puszcza Niepołomice,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Pedro Henrique,Radomiak Radom,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Piotr Mroziński,Puszcza Niepołomice,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Przemysław Szur,Ruch Chorzów,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Władysław Koczerhin,Raków Częstochowa,4,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
Kostas Triantafyllopoulos,Górnik Zabrze,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Adnan Kovacević,Raków Częstochowa,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Michael Ameyaw,Piast Gliwice,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Juljan Shehu,Widzew Łódź,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
Dawid Błanik,Korona Kielce,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
Piotr Samiec-Talar,Śląsk Wrocław,4,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
Tomas Podstawski,Ruch Chorzów,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Paweł Jaroszyński,Cracovia,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Bogdan Racovitan,Raków Częstochowa,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Blaz Kramer,Legia Warszawa,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Pekhart,Legia Warszawa,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Rossi,Radomiak Radom,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Miłosz Kozak,Ruch Chorzów,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
Bartłomiej Poczobut,Puszcza Niepołomice,4,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
Jose Naranjo,Jagiellonia,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
Riza Durmisi,ŁKS Łódź,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Alexandros Katranis,Piast Gliwice,3,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0
Leonardo Rocha,Radomiak Radom,3,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0
Szymon Szymański,Ruch Chorzów,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
Marco Burch,Legia Warszawa,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Wszołek,Legia Warszawa,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
Zoran Arsenić,Raków Częstochowa,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Prikryl,Warta Poznań,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Adam Marciniak,ŁKS Łódź,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Adrian Przyborek,Pogoń Szczecin,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Afimico Pululu,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Afonso Sousa,Lech Poznań,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Aleksander Bobek,ŁKS Łódź,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Antonio Milić,Lech Poznań,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Artemijus Tutyskinas,ŁKS Łódź,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Barry Douglas,Lech Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dalibor Takac,Korona Kielce,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Kun,Widzew Łódź,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Piasecki,Raków/Piast,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Kacper Michalski,Ruch Chorzów,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kacper Śmiglewski,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Dankowski,ŁKS Łódź,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Grosicki,Pogoń Szczecin,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Lisandro Semedo,Radomiak Radom,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Lukas Podolski,Górnik Zabrze,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
Marcin Flis,ŁKS Łódź,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Martin Konczkowski,Śląsk Wrocław,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Luis,Warta Poznań,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Miłosz Trojak,Korona Kielce,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Patryk Makuch,Cracovia,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Sebastian Musiolik,Górnik Zabrze,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Serafin Szota,Widzew Łódź,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Stefan Savić,Warta Poznań,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Tomasz Kupisz,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Tomasz Swędrowski,Ruch Chorzów,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Wojciech Łaski,Jagiellonia,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Marcin Cebula,Raków Częstochowa,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Piotr Malarczyk,Korona Kielce,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Szeliga,ŁKS Łódź,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Aurelien Nguiamba,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Oliwier Zych,Puszcza Niepołomice,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Mariusz Malec,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Efthymis Koulouris,Pogoń Szczecin,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Jędrzej Grobelny,Warta Poznań,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Dawid Abramowicz,Radomiak Radom,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Levent Gulen,ŁKS Łódź,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Damian Kądzior,Piast Gliwice,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mariusz Fornalczyk,Pogoń/Korona,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kamil Glik,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Augustyniak,Legia Warszawa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Michal Siplak,Górnik Zabrze,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Krzysztof Wołkowicz,Stal Mielec,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Kapralik,Górnik Zabrze,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Srdan Plavsić,Raków Częstochowa,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Piotr Janczukowicz,ŁKS Łódź,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Tomasz Makowski,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartłomiej Pawłowski,Widzew Łódź,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
Benedikt Zech,Pogoń Szczecin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Paweł Zieliński,Widzew Łódź,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Skrzypczak,Jagiellonia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Bartosz Mrozek,Lech Poznań,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Matthew Guillaumier,Stal Mielec,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Dawid Kurminowski,Zagłębie Lubin,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Stępiński,Ruch Chorzów,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Stratos Svarnas,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ante Crnac,Raków Częstochowa,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Sokołowski,Cracovia,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Luka Vusković,Radomiak Radom,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Simeon Petrow,Śląsk Wrocław,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Sokratis Dioudis,Zagłębie Lubin,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0
Norbert Barczak,Górnik Zabrze,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Kobylak,Radomiak Radom,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Ioan-Calin Revenco,Puszcza Niepołomice,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Bartosz Kapustka,Legia Warszawa,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Thiago Ceijas,ŁKS Łódź,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Alan Czerwiński,Lech Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Arkadiusz Woźniak,Zagłębie Lubin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Arttu Hoskonen,Cracovia,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Bartłomiej Wdowik,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Damian Dąbrowski,Zagłębie Lubin,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dawid Arndt,ŁKS Łódź,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Dominick Zator,Korona Kielce,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ernest Terpiłowski,Widzew Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jarosław Kubicki,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jasmin Burić,Zagłębie Lubin,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jesus Imaz,Jagiellonia,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jorge Felix,Piast Gliwice,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Kamil Lukoszek,Górnik Zabrze,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Kamil Pajnowski,Stal Mielec,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Luka Zahović,Pogoń Szczecin,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Łukasz Gerstenstein,Stal Mielec,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Łukasz Zwoliński,Raków Częstochowa,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Maciej Domański,Stal Mielec,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Michał Trąbka,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Miłosz Matysik,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Muris Mesanović,Puszcza Niepołomice,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nacho Monsalve,ŁKS Łódź,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Patryk Szwedzik,Śląsk Wrocław,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Remigiusz Szywacz,Ruch Chorzów,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ronaldo Deaconu,Korona Kielce,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Tomasz Foszmańczyk,Ruch Chorzów,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Tomasz Wójtowicz,Ruch Chorzów,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Vladan Kovacević,Raków Częstochowa,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mateusz Cholewiak,Puszcza Niepołomice,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Mike Cestor,Radomiak Radom,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rafał Leszczyński,Śląsk Wrocław,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Kacper Smoliński,Pogoń Szczecin,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Valentin Cojocaru,Pogoń Szczecin,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bogdan Tiru,Warta Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Myszor,Cracovia/Raków,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dominik Marczuk,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rafa Santos,Stal Mielec,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Aleks Ławniczak,Zagłębie Lubin,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Frank Castaneda,Radomiak Radom,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Lewicki,Jagiellonia,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Holubek,Piast Gliwice,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Ali Gholizadeh,Lech Poznań,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Dino Hotić,Lech Poznań,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
