ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""20""",CZAS
Szymon Gałązka,Korona,0,0,0,0,1,0
Yoav Hofmeister,Korona,29,19,29,0,31,2407
Jakub Konstantyn,Korona,21,0,3,18,32,517
Fredrik Krogstad,Korona,7,2,5,2,7,507
Kacper Kucharczyk,Korona,0,0,0,0,2,0
Bartosz Kwiecień,Korona,14,7,9,5,24,843
Jakub Łukowski,Korona,9,1,3,6,10,344
Nono,Korona,24,12,24,0,24,1947
Marcel Pięczek,Korona,11,10,10,1,15,924
Jacek Podgórski,Korona,31,8,21,10,33,1859
Martin Remacle,Korona,32,15,30,2,33,2509
Miłosz Strzeboński,Korona,8,0,0,8,22,139
Dalibor Takac,Korona,22,5,11,11,25,1102
Danny Trejo,Korona,13,0,8,5,13,649
Daniel Bąk,Korona,5,0,0,5,11,21
Adrian Dalmau,Korona,29,0,10,19,32,995
Hubert Szulc,Korona,0,0,0,0,2,0
Jewgienij Szykawka,Korona,33,9,24,9,33,2244
Filip Bednarek,Lech,3,3,3,0,34,270
Bartosz Mrozek,Lech,31,31,31,0,34,2790
Elias Andersson,Lech,23,11,16,7,31,1587
Miha Blazic,Lech,24,19,22,2,29,1954
Alan Czerwiński,Lech,27,7,15,12,34,1466
Filip Dagerstal,Lech,7,4,6,1,9,523
Barry Douglas,Lech,15,7,10,5,26,866
Michał Gurgul,Lech,10,4,7,3,22,565
Antonio Milić,Lech,26,21,24,2,31,2133
Wojciech Mońka,Lech,0,0,0,0,1,0
Joel Pereira,Lech,32,22,24,8,32,2222
Maksymilian Pingot,Lech,2,0,0,2,13,46
Bartosz Salamon,Lech,15,15,15,0,15,1350
Bartosz Tomaszewski,Lech,0,0,0,0,4,0
Joao Amaral,Lech,0,0,0,0,1,0
Adriel Ba Loua,Lech,25,0,16,9,30,1228
Maksymilian Dziuba,Lech,3,0,0,3,11,27
Ali Gholizadeh,Lech,10,2,7,3,12,628
Dino Hotić,Lech,16,1,8,8,16,714
Jesper Karlstrom,Lech,30,21,27,3,31,2371
Nika Kwekweskiri,Lech,22,0,9,13,28,871
Kornel Lisman,Lech,0,0,0,0,1,0
Filip Marchwiński,Lech,28,11,25,3,28,2087
Radosław Murawski,Lech,30,23,29,1,30,2490
Aleksander Nadolski,Lech,0,0,0,0,3,0
Afonso Sousa,Lech,18,5,15,3,23,1182
Kristoffer Velde,Lech,33,15,30,3,33,2569
Mikael Ishak,Lech,24,14,21,3,24,1800
Norbert Pacławski,Lech,0,0,0,0,4,0
Artur Sobiech,Lech,11,0,0,11,16,184
Filip Szymczak,Lech,30,8,14,16,30,1545
Filip Wilak,Lech,7,0,0,7,15,86
Dominik Hładun,Legia,11,11,11,0,33,990
Gabriel Kobylak,Legia,0,0,0,0,1,0
Kacper Tobiasz,Legia,23,23,23,0,34,2070
Rafał Augustyniak,Legia,22,19,21,1,23,1882
Marco Burch,Legia,7,2,4,3,18,437
Artur Jędrzejczyk,Legia,21,10,16,5,27,1337
Steve Kapuadi,Legia,23,16,20,3,29,1787
Radovan Pankov,Legia,25,17,23,2,31,1982
Yuri Ribeiro,Legia,27,23,25,2,31,2250
Lindsay Rose,Legia,1,0,0,1,3,15
Jan Ziółkowski,Legia,3,2,2,1,7,187
Jakub Adkonis,Legia,0,0,0,0,1,0
Makana Baku,Legia,7,4,5,2,11,494
Jurgen Celhaka,Legia,19,2,11,8,28,963
Ihor Charatin,Legia,0,0,0,0,1,0
Gil Dias,Legia,17,2,2,15,25,474
Juergen Elitim,Legia,33,19,28,5,33,2504
Josue,Legia,32,12,29,3,32,2453
Bartosz Kapustka,Legia,18,3,10,8,19,911
Patryk Kun,Legia,27,6,23,4,29,1719
Ryoya Morishita,Legia,13,4,8,5,15,810
Filip Rejczyk,Legia,6,0,0,6,18,70
Bartosz Slisz,Legia,18,9,16,2,18,1385
Patryk Sokołowski,Legia,1,0,0,1,6,1
Igor Strzałek,Legia,9,0,0,9,18,120
Mateusz Szczepaniak,Legia,0,0,0,0,1,0
Wojciech Urbański,Legia,6,0,0,6,8,153
Paweł Wszołek,Legia,28,19,26,2,29,2223
Qendrim Zyba,Legia,6,0,0,6,15,57
Marc Gual,Legia,33,7,22,11,34,1964
Blaz Kramer,Legia,18,1,9,9,19,741
Ernest Muci,Legia,19,2,15,4,19,1216
Tomas Pekhart,Legia,24,2,17,7,25,1280
Maciej Rosołek,Legia,29,2,8,21,34,957
Dawid Arndt,ŁKS,7,7,7,0,29,630
Aleksander Bobek,ŁKS,27,27,27,0,28,2430
Michał Kołba,ŁKS,0,0,0,0,11,0
Mateusz Bąkowicz,ŁKS,1,0,0,1,2,18
Kamil Dankowski,ŁKS,30,22,25,5,30,2327
Riza Durmisi,ŁKS,11,10,10,1,11,923
Marcin Flis,ŁKS,17,17,17,0,28,1530
Piotr Głowacki,ŁKS,28,12,20,8,34,1811
Levent Gulen,ŁKS,18,14,16,2,28,1436
Oskar Koprowski,ŁKS,4,1,1,3,14,116
Adrien Louveau,ŁKS,23,11,17,6,28,1521
Rahil Mammadov,ŁKS,16,16,16,0,16,1440
Adam Marciniak,ŁKS,8,6,6,2,14,578
Nacho Monsalve,ŁKS,13,10,13,0,15,1056
Artemijus Tutyskinas,ŁKS,11,2,6,5,17,469
Husein Balić,ŁKS,13,0,13,0,13,1058
Thiago Ceijas,ŁKS,8,0,3,5,11,273
Anton Fase,ŁKS,5,0,0,5,7,56
Grzegorz Glapka,ŁKS,2,0,1,1,7,76
Ricardo Goncalves do Nascimento,ŁKS,0,0,0,0,2,0
Engjell Hoti,ŁKS,30,1,18,12,32,1569
Aleksander Iwańczyk,ŁKS,2,0,0,2,2,63
Jakub Letniowski,ŁKS,14,0,7,7,16,592
Mieszko Lorenc,ŁKS,7,1,2,5,14,197
Jan Łabędzki,ŁKS,3,0,0,3,11,21
Adrian Małachowski,ŁKS,6,1,1,5,8,132
Antoni Młynarczyk,ŁKS,17,0,3,14,17,495
Michał Mokrzycki,ŁKS,29,22,29,0,30,2542
Władysław Ochronczuk,ŁKS,0,0,0,0,2,0
Pirulo,ŁKS,22,0,13,9,24,1064
Dani Ramirez,ŁKS,32,9,29,3,33,2381
Yadegar Rostami,ŁKS,1,0,0,1,2,23
Bartosz Szeliga,ŁKS,29,9,19,10,30,1661
Maciej Śliwa,ŁKS,13,0,3,10,16,382
Jędrzej Zając,ŁKS,6,0,3,3,6,258
Nelson Balongo,ŁKS,0,0,0,0,1,0
Kelechukwu Ibe-Torti,ŁKS,1,0,0,1,4,27
Piotr Janczukowicz,ŁKS,28,1,17,11,28,1472
Stipe Jurić,ŁKS,20,2,7,13,27,699
Oliwier Sławiński,ŁKS,1,0,0,1,2,2
Kay Tejan,ŁKS,30,12,25,5,30,2160
Frantisek Plach,Piast,28,27,27,1,34,2506
Karol Szymański,Piast,7,6,7,0,34,554
Jakub Czerwiński,Piast,29,26,29,0,30,2536
Jakub Holubek,Piast,13,6,8,5,32,743
Tomas Huk,Piast,19,11,13,6,28,1177
Alexandros Katranis,Piast,15,12,14,1,15,1204
Piotr Liszewski,Piast,2,0,0,2,8,13
Tomasz Mokwa,Piast,16,10,12,4,33,1147
Ariel Mosór,Piast,28,24,28,0,32,2472
Miguel Munoz,Piast,9,2,3,6,30,409
Arkadiusz Pyrka,Piast,32,30,32,0,32,2827
Michael Ameyaw,Piast,32,19,31,1,32,2632
Michał Chrapek,Piast,29,7,23,6,31,1861
Patryk Dziczek,Piast,30,24,29,1,30,2509
Jorge Felix,Piast,31,8,23,8,32,2220
Walerian Gwilia,Piast,2,0,0,2,3,9
Tom Hateley,Piast,9,0,2,7,24,199
Filip Karbowy,Piast,1,0,0,1,15,6
Damian Kądzior,Piast,25,2,13,12,32,1157
Tihomir Kostadinov,Piast,17,2,5,12,20,688
Serhij Krykun,Piast,25,0,11,14,29,1017
Oskar Leśniak,Piast,1,0,0,1,4,15
Miłosz Szczepański,Piast,26,0,14,12,27,1202
Grzegorz Tomasiewicz,Piast,33,23,31,2,33,2755
Marcel Bykowski,Piast,6,0,0,6,15,24
Gabriel Kirejczyk,Piast,11,0,3,8,14,333
Fabian Piasecki,Piast,9,4,7,2,9,610
Piotr Urbański,Piast,3,0,1,2,8,61
Kamil Wilczek,Piast,12,1,8,4,16,664
Valentin Cojocaru,Pogoń,27,27,27,0,27,2430
Axel Holewiński,Pogoń,0,0,0,0,6,0
Bartosz Klebaniuk,Pogoń,5,5,5,0,33,450
Dante Stipica,Pogoń,2,2,2,0,2,180
Leo Borges,Pogoń,24,5,7,17,34,974
Leonardo Koutris,Pogoń,33,17,32,1,33,2709
Wojciech Lisowski,Pogoń,10,0,2,8,22,163
Danijel Loncar,Pogoń,13,6,9,4,24,722
Mariusz Malec,Pogoń,32,28,30,2,32,2691
Paweł Stolarski,Pogoń,4,0,0,4,18,102
Linus Wahlqvist,Pogoń,32,25,32,0,32,2779
Benedikt Zech,Pogoń,26,17,22,4,27,1953
Wahan Biczachczjan,Pogoń,33,3,27,6,33,2052
Mariusz Fornalczyk,Pogoń,15,0,0,15,18,247
Joao Gamboa,Pogoń,29,11,16,13,32,1555
Alexander Gorgon,Pogoń,32,11,25,7,32,2175
Kamil Grosicki,Pogoń,34,18,34,0,34,2914
Olaf Korczakowski,Pogoń,6,0,1,5,21,97
Sebastian Kowalczyk,Pogoń,1,0,0,1,1,22
Rafał Kurzawa,Pogoń,26,12,19,7,26,1731
Mateusz Łęgowski,Pogoń,2,0,2,0,3,123
Adrian Przyborek,Pogoń,22,2,12,10,31,1033
Yadegar Rostami,Pogoń,2,0,0,2,4,19
Kacper Smoliński,Pogoń,8,0,2,6,23,193
Fredrik Ulvestad,Pogoń,26,20,26,0,26,2168
Stanisław Wawrzynowicz,Pogoń,1,0,0,1,4,11
Marcel Wędrychowski,Pogoń,18,0,4,14,20,532
Efthymis Koulouris,Pogoń,34,17,34,0,34,2875
Patryk Paryzek,Pogoń,6,0,0,6,16,86
Luka Zahović,Pogoń,19,0,4,15,31,621
Kewin Komar,Puszcza,6,6,6,0,22,540
Kacper Piechota,Puszcza,0,0,0,0,6,0
Krzysztof Wróblewski,Puszcza,2,2,2,0,17,180
Oliwier Zych,Puszcza,26,26,26,0,26,2340
Jakub Bartosz,Puszcza,27,2,12,15,31,1013
Kacper Cichoń,Puszcza,3,0,0,3,5,13
Artur Craciun,Puszcza,29,25,29,0,29,2518
Filip Gil,Puszcza,1,0,0,1,2,13
Roman Jakuba,Puszcza,33,31,33,0,33,2932
Michał Koj,Puszcza,19,6,14,5,29,1248
Ioan-Calin Revenco,Puszcza,12,6,10,2,13,811
Łukasz Sołowiej,Puszcza,23,14,17,6,31,1519
Tomasz Wojcinowicz,Puszcza,12,3,4,8,17,535
Mateusz Cholewiak,Puszcza,19,1,13,6,23,1089
Wojciech Hajda,Puszcza,32,5,26,6,33,2066
Adam Kramarz,Puszcza,2,0,0,2,8,25
Lee Jin-hyun,Puszcza,13,3,7,6,13,749
Piotr Mroziński,Puszcza,23,18,23,0,23,1910
Igor Pieprzyca,Puszcza,2,0,0,2,2,2
Marcel Pięczek,Puszcza,14,5,10,4,14,823
Bartłomiej Poczobut,Puszcza,19,3,10,9,28,802
Jakub Serafin,Puszcza,29,13,26,3,29,2226
Jakub Stec,Puszcza,7,0,0,7,26,155
Konrad Stępień,Puszcza,27,17,23,4,28,2031
Thiago,Puszcza,7,0,0,7,9,128
Emile Thiakane,Puszcza,1,0,0,1,1,29
Hubert Tomalski,Puszcza,21,1,11,10,30,1128
Michał Walski,Puszcza,23,8,17,6,34,1444
Kamil Zapolnik,Puszcza,29,12,28,1,30,2143
Maciej Firlej,Puszcza,6,1,2,4,12,242
Rok Kidric,Puszcza,5,2,2,3,7,263
Lucjan Klisiewicz,Puszcza,0,0,0,0,1,0
Jordan Majchrzak,Puszcza,19,0,4,15,24,664
Muris Mesanović,Puszcza,12,2,6,6,17,577
Adam Sendor,Puszcza,0,0,0,0,1,0
Artur Siemaszko,Puszcza,28,2,13,15,29,1425
Krzysztof Bąkowski,Radomiak,1,1,1,0,12,90
Gabriel Kobylak,Radomiak,11,10,11,0,12,930
Wiktor Koptas,Radomiak,0,0,0,0,5,0
Filip Majchrowicz,Radomiak,8,7,7,1,20,687
Albert Posiadała,Radomiak,15,15,15,0,18,1350
Dawid Abramowicz,Radomiak,34,34,34,0,34,3060
Mike Cestor,Radomiak,12,8,9,3,21,828
Mateusz Cichocki,Radomiak,20,14,16,4,30,1456
Jan Grzesik,Radomiak,30,21,25,5,32,2308
Damian Jakubik,Radomiak,14,5,10,4,32,817
Raphael Rossi,Radomiak,30,28,29,1,30,2579
Helder Sa,Radomiak,0,0,0,0,12,0
Luka Vusković,Radomiak,14,12,12,2,14,1150
Roberto Alves,Radomiak,7,3,4,3,9,421
Frank Castaneda,Radomiak,15,0,7,8,17,659
Berto Cayarga,Radomiak,2,0,0,2,5,42
Vagner Dias,Radomiak,12,2,6,6,12,593
Christos Donis,Radomiak,28,7,20,8,29,1590
Bruno Jordao,Radomiak,13,3,8,5,13,812
Michał Kaput,Radomiak,23,8,16,7,28,1450
Luizao,Radomiak,27,16,24,3,33,2036
Joao Peglow,Radomiak,8,0,2,6,8,231
Leandro Rossi,Radomiak,20,0,2,18,30,365
Luis Machado,Radomiak,22,1,18,4,23,1361
Tiago Matos,Radomiak,2,0,0,2,4,42
Mikołaj Molendowski,Radomiak,0,0,0,0,2,0
Krystian Okoniewski,Radomiak,11,0,0,11,25,197
Daniel Pik,Radomiak,4,0,1,3,13,160
Lisandro Semedo,Radomiak,31,3,26,5,32,2034
Jakub Snopczyński,Radomiak,2,0,0,2,8,22
Rafał Wolski,Radomiak,32,6,29,3,32,2291
Guilherme Zimovski,Radomiak,5,0,1,4,9,102
Pedro Henrique,Radomiak,19,10,19,0,19,1613
Jardel,Radomiak,9,1,6,3,11,507
Leonardo Rocha,Radomiak,26,2,6,20,26,712
Edi Semedo,Radomiak,17,2,10,7,19,934
Kacper Bieszczad,Raków,2,2,2,0,14,180
Vladan Kovacević,Raków,29,29,29,0,31,2610
Dusan Kuciak,Raków,1,1,1,0,6,90
Muhamed Sahinović,Raków,1,1,1,0,2,90
Antonis Tsiftsis,Raków,1,1,1,0,15,90
Zoran Arsenić,Raków,16,7,13,3,18,1033
Adnan Kovacević,Raków,15,6,10,5,26,910
Erick Otieno,Raków,11,2,8,3,12,605
Kamil Pestka,Raków,6,1,3,3,16,270
Bogdan Racovitan,Raków,33,27,29,4,34,2624
Matej Rodin,Raków,5,0,1,4,11,188
Milan Rundić,Raków,11,8,10,1,15,855
Stratos Svarnas,Raków,21,20,21,0,22,1889
Fran Tudor,Raków,27,21,26,1,28,2199
Peter Barath,Raków,10,0,2,8,16,239
Gustav Berggren,Raków,26,13,20,6,29,1848
Marcin Cebula,Raków,21,1,7,14,23,825
Szymon Czyż,Raków,0,0,0,0,2,0
Maxime Dominguez,Raków,0,0,0,0,1,0
Dawid Drachal,Raków,26,4,13,13,33,1299
Ivi Lopez,Raków,4,0,0,4,4,84
Sonny Kittel,Raków,11,0,7,4,15,520
Władysław Koczerhin,Raków,32,15,25,7,33,2264
Ben Lederman,Raków,22,4,14,8,23,1238
Patryk Malamis,Raków,1,0,0,1,1,9
Kacper Masiak,Raków,0,0,0,0,7,0
Tobiasz Mras,Raków,0,0,0,0,4,0
Jakub Myszor,Raków,3,0,0,3,16,21
Bartosz Nowak,Raków,33,5,24,9,34,2088
Giannis Papanikolaou,Raków,17,8,14,3,19,1105
Srdan Plavsić,Raków,17,4,13,4,18,1033
Jean Carlos Silva,Raków,28,9,20,8,28,1860
Deian Sorescu,Raków,11,5,6,5,13,647
Mateusz Wdowiak,Raków,1,0,0,1,1,9
Ante Crnac,Raków,26,12,21,5,30,1856
Fabian Piasecki,Raków,14,0,4,10,18,484
Tomasz Walczak,Raków,0,0,0,0,1,0
John Yeboah,Raków,30,1,19,11,30,1497
Łukasz Zwoliński,Raków,25,1,10,15,26,1004
Jakub Bielecki,Ruch,4,4,4,0,16,360
Michał Buchalik,Ruch,8,8,8,0,29,720
Krzysztof Kamiński,Ruch,8,8,8,0,8,720
Marcel Potoczny,Ruch,0,0,0,0,3,0
Dante Stipica,Ruch,14,14,14,0,14,1260
Paweł Baranowski,Ruch,6,3,4,2,12,351
Mateusz Bartolewski,Ruch,27,13,16,11,32,1658
Josema,Ruch,15,8,13,2,15,1121
Konrad Kasolik,Ruch,11,5,8,3,13,639
Ksawery Kwiatkowski,Ruch,0,0,0,0,2,0
Kacper Michalski,Ruch,20,8,16,4,25,1321
Maciej Sadlok,Ruch,24,16,20,4,28,1838
Patryk Stępiński,Ruch,13,11,13,0,13,1147
Przemysław Szur,Ruch,20,7,11,9,28,1083
Szymon Szymański,Ruch,31,23,29,2,33,2493
Remigiusz Szywacz,Ruch,5,2,4,1,9,296
Tomasz Wójtowicz,Ruch,27,17,27,0,27,2300
Dawid Barnowski,Ruch,0,0,0,0,1,0
Robert Dadok,Ruch,10,6,10,0,10,875
Wiktor Długosz,Ruch,11,0,1,10,21,228
Tomasz Foszmańczyk,Ruch,15,0,2,13,32,242
Miłosz Kozak,Ruch,25,5,20,5,25,1773
Juliusz Letniowski,Ruch,23,5,17,6,25,1358
Łukasz Moneta,Ruch,18,0,9,9,20,722
Tomas Podstawski,Ruch,10,4,9,1,10,690
Jan Sedlak,Ruch,2,0,0,2,11,40
Patryk Sikora,Ruch,19,9,14,5,19,1329
Kacper Skwierczyński,Ruch,5,0,2,3,10,141
Filip Starzyński,Ruch,25,5,19,6,28,1467
Tomasz Swędrowski,Ruch,19,12,19,0,19,1647
Adam Vlkanova,Ruch,12,0,8,4,12,637
Bartłomiej Barański,Ruch,7,1,1,6,17,315
Michał Feliks,Ruch,23,0,5,18,27,672
Maciej Firlej,Ruch,3,0,1,2,7,106
Mike Huras,Ruch,2,0,0,2,5,30
Soma Novothny,Ruch,13,6,8,5,13,779
Artur Pląskowski,Ruch,2,0,0,2,2,28
Dominik Steczyk,Ruch,13,0,3,10,18,375
Daniel Szczepan,Ruch,31,15,29,2,31,2480
Filip Wilak,Ruch,8,0,2,6,10,282
Mateusz Dudek,Stal,0,0,0,0,1,0
Konrad Jałocha,Stal,1,1,1,0,34,90
Mateusz Kochalski,Stal,33,33,33,0,33,2970
Marco Ehmann,Stal,19,13,17,2,29,1451
Bert Esselink,Stal,26,22,24,2,32,2215
Łukasz Gerstenstein,Stal,23,1,17,6,34,1310
Krystian Getinger,Stal,33,20,31,2,33,2677
Alvis Jaunzems,Stal,24,9,16,8,29,1440
Leandro,Stal,10,5,7,3,20,583
Kamil Pajnowski,Stal,7,4,6,1,17,532
Maksymilian Pingot,Stal,13,11,13,0,14,1168
Alex Cetnar,Stal,1,0,0,1,2,1
Maciej Domański,Stal,33,22,33,0,33,2865
Ion Gheorghe,Stal,7,0,0,7,9,152
Matthew Guillaumier,Stal,33,11,22,11,33,1981
Koki Hinokio,Stal,32,5,21,11,33,1836
Przemysław Maj,Stal,1,0,0,1,3,10
Mateusz Matras,Stal,33,33,33,0,33,2970
Jakub Rozwadowski,Stal,0,0,0,0,4,0
Rafa Santos,Stal,13,0,4,9,32,301
Mateusz Stępień,Stal,22,0,2,20,32,510
Igor Strzałek,Stal,10,0,5,5,15,439
Michał Trąbka,Stal,18,6,18,0,18,1437
Piotr Wlazło,Stal,27,19,25,2,27,2236
Łukasz Wolsztyński,Stal,12,0,0,12,32,159
Krzysztof Wołkowicz,Stal,29,1,12,17,34,1081
Kai Meriluoto,Stal,23,0,2,21,31,488
Ilja Szkurin,Stal,33,13,32,1,33,2650
Bartłomiej Głogowski,Śląsk,0,0,0,0,1,0
Rafał Leszczyński,Śląsk,33,33,33,0,34,2970
Kacper Trelowski,Śląsk,1,1,1,0,33,90
Łukasz Bejger,Śląsk,32,25,31,1,32,2632
Cameron Borthwick-Jackson,Śląsk,2,0,0,2,11,26
Tommaso Guercio,Śląsk,4,1,2,2,8,161
Patryk Janasik,Śląsk,25,17,22,3,28,2028
Martin Konczkowski,Śląsk,22,12,18,4,29,1625
Krzysztof Kurowski,Śląsk,2,0,0,2,4,27
Jehor Macenko,Śląsk,27,9,20,7,32,1700
Aleksander Paluszek,Śląsk,15,2,4,11,29,467
Aleks Petkow,Śląsk,33,33,33,0,33,2970
Simeon Petrow,Śląsk,12,10,10,2,15,913
Michał Wróblewski,Śląsk,0,0,0,0,4,0
Karol Borys,Śląsk,3,0,0,3,12,63
Burak Ince,Śląsk,16,0,5,11,30,419
Dennis Jastrzembski,Śląsk,4,0,3,1,4,238
Jakub Jezierski,Śląsk,7,0,0,7,9,85
Nahuel Leiva,Śląsk,28,11,27,1,28,2290
Szymon Lewkot,Śląsk,1,0,0,1,6,7
Daniel Łukasik,Śląsk,6,1,1,5,20,118
Miłosz Kurowski,Śląsk,0,0,0,0,1,0
Patrick Olsen,Śląsk,29,7,27,2,32,2167
Peter Pokorny,Śląsk,27,19,27,0,27,2354
Michał Rzuchowski,Śląsk,20,2,6,14,31,683
Piotr Samiec-Talar,Śląsk,31,3,23,8,32,1923
Petr Schwarz,Śląsk,30,18,27,3,30,2381
