ZAWODNIK,KLUB,GOLE,ASYSTY,KANADYJSKA,G rez,AS rez,G 1-0/0-1,2.AS,KAN+2.AS
Fran Tudor,Raków Częstochowa,0,4,4,0,0,0,4,8
Jacek Podgórski,Korona Kielce,0,4,4,0,0,0,4,8
Jarosław Kubicki,Jagiellonia,1,3,4,1,1,0,4,8
Leonardo Rocha,Radomiak Radom,4,0,4,2,0,0,0,4
Łukasz Gerstenstein,Stal Mielec,2,2,4,0,1,0,1,5
Maciej Rosołek,Legia Warszawa,2,2,4,2,0,0,1,5
Maciej Żurawski,Warta Poznań,4,0,4,2,0,2,1,5
Mateusz Kupczak,Warta Poznań,4,0,4,0,0,2,1,5
Miguel Luis,Warta Poznań,2,2,4,0,0,2,3,7
Tomasz Makowski,Zagłębie Lubin,2,2,4,1,0,1,3,7
Tomasz Wójtowicz,Ruch Chorzów,2,2,4,0,0,1,4,8
Virgil Ghita,Cracovia,4,0,4,0,0,2,2,6
Bartosz Kopacz,Zagłębie Lubin,2,2,4,0,0,2,1,5
Ernest Muci,Legia Warszawa,4,0,4,0,0,1,3,7
Juergen Elitim,Legia Warszawa,1,3,4,0,0,0,2,6
Sonny Kittel,Raków Częstochowa,3,1,4,1,0,2,1,5
Srdan Plavsić,Raków Częstochowa,1,3,4,0,1,0,2,6
Serhij Krykun,Piast Gliwice,3,1,4,0,1,2,3,7
Juan Munoz,Zagłębie Lubin,4,0,4,3,0,0,2,6
Piotr Wlazło,Stal Mielec,1,3,4,0,0,0,0,4
Damian Rasak,Górnik Zabrze,2,2,4,0,0,1,5,9
Piotr Janczukowicz,ŁKS Łódź,2,2,4,0,1,1,4,8
Luis Machado,Radomiak Radom,1,3,4,0,0,1,1,5
Bogdan Racovitan,Raków Częstochowa,3,1,4,0,0,2,1,5
Adrian Przyborek,Pogoń Szczecin,1,3,4,0,1,0,0,4
Edi Semedo,Radomiak Radom,4,0,4,0,0,1,2,6
Aleks Ławniczak,Zagłębie Lubin,4,0,4,0,0,1,1,5
Szymon Czyż,Górnik Zabrze,4,0,4,1,0,2,2,6
Mateusz Skrzypczak,Jagiellonia,3,1,4,0,0,2,0,4
Stipe Jurić,ŁKS Łódź,4,0,4,2,0,0,0,4
Erik Janza,Górnik Zabrze,0,4,4,0,0,0,0,4
Dani Pacheco,Górnik Zabrze,1,3,4,0,0,1,0,4
Bartosz Kapustka,Legia Warszawa,2,2,4,1,1,0,1,5
Danny Trejo,Korona Kielce,2,2,4,1,2,0,1,5
Luka Vusković,Radomiak Radom,3,1,4,0,0,2,0,4
David Kristjan Olafsson,Cracovia,1,3,4,0,0,1,0,4
Ben Lederman,Raków Częstochowa,0,3,3,0,0,0,2,5
Christos Donis,Radomiak Radom,1,2,3,0,1,1,1,4
Damian Kądzior,Piast Gliwice,2,1,3,0,0,1,3,6
Elias Andersson,Lech Poznań,0,3,3,0,0,0,4,7
Gustav Berggren,Raków Częstochowa,2,1,3,0,0,0,4,7
Luka Zahović,Pogoń Szczecin,1,2,3,0,1,0,2,5
Marcel Wędrychowski,Pogoń Szczecin,1,2,3,1,1,1,1,4
Mateusz Grzybek,Zagłębie Lubin,1,2,3,0,0,0,3,6
Patryk Kun,Legia Warszawa,1,2,3,0,0,1,3,6
Paweł Jaroszyński,Cracovia,3,0,3,0,0,1,3,6
Stefan Savić,Warta Poznań,2,1,3,0,0,1,1,4
Marcin Cebula,Raków Częstochowa,1,2,3,1,1,0,0,3
Jan Grzesik,Radomiak Radom,1,2,3,0,1,0,4,7
Jehor Macenko,Śląsk Wrocław,3,0,3,1,0,1,4,7
Kamil Lukoszek,Górnik Zabrze,3,0,3,0,0,1,4,7
Grzegorz Tomasiewicz,Piast Gliwice,2,1,3,0,0,0,1,4
Andreas Skovgaard,Cracovia,0,3,3,0,0,0,2,5
Nika Kwekweskiri,Lech Poznań,1,2,3,0,2,1,0,3
Ronaldo Deaconu,Korona Kielce,3,0,3,3,0,0,0,3
Konrad Matuszewski,Warta Poznań,1,2,3,0,0,1,2,5
Matthew Guillaumier,Stal Mielec,2,1,3,0,0,0,3,6
Tomas Prikryl,Warta Poznań,2,1,3,0,1,2,1,4
Łukasz Moneta,Ruch Chorzów,1,2,3,1,0,0,1,4
Dominik Kun,Widzew Łódź,1,2,3,1,1,0,0,3
Filipe Nascimento,Górnik Zabrze,1,2,3,1,1,0,0,3
Tomas Huk,Piast Gliwice,2,1,3,0,0,2,3,6
Otar Kakabadze,Cracovia,2,1,3,0,0,0,3,6
Husein Balić,ŁKS Łódź,3,0,3,0,0,0,3,6
Kaan Caliskaner,Jagiellonia,2,1,3,2,1,0,1,4
Antoni Młynarczyk,ŁKS Łódź,1,2,3,1,1,0,2,5
Adam Vlkanova,Ruch Chorzów,1,2,3,1,1,0,0,3
Tihomir Kostadinov,Piast Gliwice,0,3,3,0,1,0,0,3
Marek Mróz,Zagłębie Lubin,1,2,3,0,0,0,3,6
Vagner Dias,Radomiak Radom,2,1,3,1,0,0,2,5
Aleksander Paluszek,Śląsk Wrocław,1,1,2,1,1,0,0,2
Ariel Mosór,Piast Gliwice,1,1,2,0,0,0,1,3
Bartłomiej Kłudka,Zagłębie Lubin,1,1,2,0,0,0,0,2
Bert Esselink,Stal Mielec,2,0,2,0,0,1,0,2
Deian Sorescu,Raków Częstochowa,1,1,2,0,0,1,4,6
Dino Hotić,Lech Poznań,0,2,2,0,1,0,0,2
Fabian Piasecki,Raków/Piast,2,0,2,0,0,0,2,4
Jakub Kiełb,Warta Poznań,0,2,2,0,1,0,1,3
Jakub Lewicki,Jagiellonia,2,0,2,2,0,0,1,3
Jakub Serafin,Puszcza Niepołomice,0,2,2,0,0,0,3,5
Jean Carlos Silva,Raków Częstochowa,2,0,2,1,0,0,2,4
Martin Konczkowski,Śląsk Wrocław,1,1,2,0,0,1,0,2
Mato Milos,Widzew Łódź,0,2,2,0,1,0,1,3
Michał Trąbka,Stal Mielec,1,1,2,0,0,0,5,7
Michał Walski,Puszcza Niepołomice,2,0,2,1,0,2,1,3
Piotr Mroziński,Puszcza Niepołomice,1,1,2,0,0,0,4,6
Radosław Murawski,Lech Poznań,1,1,2,0,0,0,7,9
Rafał Janicki,Górnik Zabrze,2,0,2,0,0,1,1,3
Robert Dadok,Górnik/Ruch,1,1,2,0,0,1,0,2
Rok Kidric,Puszcza Niepołomice,1,1,2,0,1,0,0,2
Takuto Oshima,Cracovia,0,2,2,0,0,0,0,2
Alan Czerwiński,Lech Poznań,1,1,2,0,1,0,2,4
Burak Ince,Śląsk Wrocław,2,0,2,1,0,1,1,3
Frank Castaneda,Radomiak Radom,1,1,2,0,0,1,0,2
Kai Meriluoto,Stal Mielec,2,0,2,2,0,0,2,4
Rafał Kurzawa,Pogoń Szczecin,1,1,2,0,0,1,6,8
Yuri Ribeiro,Legia Warszawa,0,2,2,0,0,0,4,6
Bartosz Szeliga,ŁKS Łódź,0,2,2,0,1,0,1,3
Mateusz Czyżycki,Korona Kielce,1,1,2,0,0,1,0,2
Igor Strzałek,Legia/Stal,1,1,2,1,1,0,0,2
Marcel Pięczek,Puszcza/Korona,0,2,2,0,0,0,3,5
Jakub Konstantyn,Korona Kielce,1,1,2,1,1,0,1,3
Yoav Hofmeister,Korona Kielce,1,1,2,0,0,1,0,2
Patrick Olsen,Śląsk Wrocław,0,2,2,0,0,0,2,4
Leonardo Koutris,Pogoń Szczecin,1,1,2,0,0,1,5,7
Mariusz Fornalczyk,Pogoń/Korona,2,0,2,2,0,0,3,5
Michał Koj,Puszcza Niepołomice,1,1,2,0,0,1,2,4
Piotr Krawczyk,Górnik Zabrze,1,1,2,1,1,0,1,3
Kamil Glik,Cracovia,2,0,2,0,0,0,0,2
Adrian Dieguez,Jagiellonia,0,2,2,0,0,0,2,4
Michał Mokrzycki,ŁKS Łódź,0,2,2,0,0,0,4,6
Marcus Godinho,Korona Kielce,0,2,2,0,0,0,1,3
Wojciech Hajda,Puszcza Niepołomice,1,1,2,0,0,1,3,5
Mateusz Żyro,Widzew Łódź,2,0,2,0,0,1,1,3
Marton Eppel,Warta Poznań,2,0,2,0,0,1,1,3
Kamil Dankowski,ŁKS Łódź,0,2,2,0,0,0,0,2
Arkadiusz Pyrka,Piast Gliwice,0,2,2,0,0,0,1,3
Michal Sacek,Jagiellonia,1,1,2,0,0,0,3,5
Alvis Jaunzems,Stal Mielec,1,1,2,0,0,0,0,2
Miłosz Trojak,Korona Kielce,2,0,2,0,0,0,0,2
Rafał Augustyniak,Legia Warszawa,1,1,2,0,0,1,3,5
Dimitris Stavropoulos,Warta Poznań,1,1,2,0,0,0,0,2
Leandro Rossi,Radomiak Radom,0,2,2,0,2,0,0,2
Joao Gamboa,Pogoń Szczecin,0,2,2,0,0,0,3,5
Mohamed Mezghrani,Warta Poznań,0,2,2,0,0,0,3,5
Soichiro Kozuki,Górnik Zabrze,1,1,2,1,1,0,1,3
Jardel,Radomiak Radom,2,0,2,0,0,0,1,3
Jakub Czerwiński,Piast Gliwice,1,1,2,0,0,1,0,2
Kamil Wilczek,Piast Gliwice,2,0,2,0,0,1,0,2
Łukasz Wolsztyński,Stal Mielec,2,0,2,2,0,0,0,2
Adrian Małachowski,ŁKS Łódź,0,1,1,0,1,0,0,1
Adrien Louveau,ŁKS Łódź,0,1,1,0,0,0,2,3
Aleks Petkow,Śląsk Wrocław,0,1,1,0,0,0,2,3
Artemijus Tutyskinas,ŁKS Łódź,1,0,1,1,0,0,0,1
Bartosz Slisz,Legia Warszawa,0,1,1,0,0,0,1,2
Cornel Rapa,Cracovia,0,1,1,0,1,0,2,3
Damjan Bohar,Zagłębie Lubin,1,0,1,0,0,0,0,1
Dennis Jastrzembski,Śląsk Wrocław,0,1,1,0,1,0,0,1
Ernest Terpiłowski,Widzew Łódź,1,0,1,0,0,1,1,2
Filip Borowski,Warta Poznań,0,1,1,0,0,0,0,1
Gabriel Kirejczyk,Piast Gliwice,0,1,1,0,1,0,0,1
Jakub Bartosz,Puszcza Niepołomice,1,0,1,1,0,0,2,3
Juljan Shehu,Widzew Łódź,0,1,1,0,1,0,3,4
Kacper Michalski,Ruch Chorzów,1,0,1,0,0,1,2,3
Luis Silva,Widzew Łódź,1,0,1,0,0,1,2,3
Łukasz Bejger,Śląsk Wrocław,1,0,1,0,0,1,1,2
Makana Baku,Legia Warszawa,1,0,1,0,0,1,0,1
Marek Hanousek,Widzew Łódź,0,1,1,0,0,0,6,7
Mateusz Cichocki,Radomiak Radom,1,0,1,0,0,0,0,1
Michał Rzuchowski,Śląsk Wrocław,1,0,1,1,0,1,2,3
Miha Blazic,Lech Poznań,1,0,1,0,0,0,2,3
Patryk Janasik,Śląsk Wrocław,0,1,1,0,0,0,1,2
Patryk Stępiński,Widzew Łódź,1,0,1,0,0,0,1,2
Patryk Szwedzik,Śląsk Wrocław,1,0,1,1,0,0,0,1
Piotr Głowacki,ŁKS Łódź,0,1,1,0,0,0,2,3
Wojciech Łaski,Jagiellonia,1,0,1,0,0,1,0,1
Tomasz Kupisz,Jagiellonia,0,1,1,0,1,0,3,4
Tomasz Pieńko,Zagłębie Lubin,0,1,1,0,0,0,2,3
Filip Starzyński,Ruch Chorzów,0,1,1,0,0,0,4,5
Michał Chrapek,Piast Gliwice,1,0,1,0,0,0,5,6
Kacper Tobiasz,Legia Warszawa,0,1,1,0,0,0,0,1
Henrich Ravas,Widzew Łódź,0,1,1,0,0,0,1,2
Danijel Loncar,Pogoń Szczecin,1,0,1,1,0,0,1,2
Filip Dagerstal,Lech Poznań,1,0,1,0,0,0,0,1
Afonso Sousa,Lech Poznań,0,1,1,0,0,0,1,2
Dominick Zator,Korona Kielce,0,1,1,0,0,0,4,5
Olaf Korczakowski,Pogoń Szczecin,0,1,1,0,1,0,0,1
Kacper Smoliński,Pogoń Szczecin,1,0,1,1,0,0,0,1
Tomas Podstawski,Ruch Chorzów,1,0,1,0,0,0,2,3
Sebastian Kerk,Widzew Łódź,0,1,1,0,1,0,1,2
Steve Kapuadi,Legia Warszawa,1,0,1,0,0,0,0,1
Michał Gurgul,Lech Poznań,1,0,1,0,0,0,1,2
Kacper Śmiglewski,Cracovia,0,1,1,0,0,0,0,1
Antonio Milić,Lech Poznań,1,0,1,0,0,0,0,1
Konrad Stępień,Puszcza Niepołomice,0,1,1,0,0,0,0,1
Peter Pokorny,Śląsk Wrocław,0,1,1,0,0,0,1,2
Bartłomiej Poczobut,Puszcza Niepołomice,1,0,1,0,0,0,0,1
Boris Sekulić,Górnik Zabrze,0,1,1,0,0,0,5,6
Michal Siplak,Górnik Zabrze,1,0,1,0,0,1,0,1
Kryspin Szcześniak,Górnik Zabrze,1,0,1,0,0,0,0,1
Filip Rózga,Cracovia,0,1,1,0,1,0,1,2
Krzysztof Wołkowicz,Stal Mielec,1,0,1,0,0,0,1,2
Niilo Maenpaa,Warta Poznań,0,1,1,0,0,0,1,2
Cameron Borthwick-Jackson,Śląsk Wrocław,0,1,1,0,1,0,0,1
Paweł Olkowski,Górnik Zabrze,1,0,1,1,0,1,0,1
Patryk Sikora,Ruch Chorzów,1,0,1,0,0,0,1,2
Artur Sobiech,Lech Poznań,0,1,1,0,1,0,0,1
Juliusz Letniowski,Ruch Chorzów,1,0,1,1,0,0,2,3
Raphael Rossi,Radomiak Radom,1,0,1,0,0,0,1,2
Jędrzej Zając,ŁKS Łódź,1,0,1,0,0,1,0,1
Stratos Svarnas,Raków Częstochowa,1,0,1,0,0,0,1,2
Przemysław Szur,Ruch Chorzów,1,0,1,0,0,0,0,1
Sebastian Madejski,Cracovia,0,1,1,0,0,0,0,1
Maciej Firlej,Puszcza Niepołomice,0,1,1,0,0,0,0,1
Patryk Paryzek,Pogoń Szczecin,1,0,1,1,0,0,0,1
Noah Diliberto,Widzew Łódź,1,0,1,1,0,0,1,2
Juan Ibiza,Widzew Łódź,1,0,1,0,0,0,0,1
Lee Jin-hyun,Puszcza Niepołomice,0,1,1,0,1,0,2,3
Riza Durmisi,ŁKS Łódź,0,1,1,0,0,0,2,3
Mikkel Maigaard,Cracovia,0,1,1,0,0,0,0,1
Josema,Ruch Chorzów,1,0,1,0,0,0,1,2
Eneo Bitri,Cracovia,1,0,1,0,0,1,0,1
Szymon Szymański,Ruch Chorzów,0,1,1,0,0,0,1,2
Patryk Klimala,Śląsk Wrocław,0,1,1,0,1,0,1,2
Gabriel Kobylak,Radomiak Radom,1,0,1,0,0,0,0,1
Miłosz Szczepański,Piast Gliwice,0,1,1,0,0,0,1,2
Bartosz Kwiecień,Korona Kielce,1,0,1,0,0,1,0,1
Bartosz Salamon,Lech Poznań,0,1,1,0,0,0,0,1
Michał Nalepa II,Zagłębie Lubin,0,1,1,0,0,0,0,1
Jakub Jezierski,Śląsk Wrocław,0,1,1,0,1,0,1,2
Jordan Majchrzak,Puszcza Niepołomice,1,0,1,0,0,1,0,1
Guilherme Zimovski,Radomiak Radom,1,0,1,1,0,0,0,1
Arttu Hoskonen,Cracovia,1,0,1,0,0,0,0,1
Bruno Jordao,Radomiak Radom,0,1,1,0,1,0,1,2
Dawid Szymonowicz,Warta Poznań,1,0,1,0,0,0,0,1
Leo Borges,Pogoń Szczecin,1,0,1,0,0,0,0,1
Mateusz Żukowski,Śląsk Wrocław,1,0,1,1,0,0,0,1
Simeon Petrow,Śląsk Wrocław,1,0,1,0,0,1,0,1
Marko Poletanović,Zagłębie Lubin,1,0,1,1,0,0,0,1
Bartłomiej Barański,Ruch Chorzów,1,0,1,1,0,1,1,2
Filip Wilak,Ruch Chorzów,0,1,1,0,1,0,0,1
Aleksander Iwańczyk,ŁKS Łódź,1,0,1,1,0,0,0,1
Pirulo,ŁKS Łódź,1,0,1,0,0,0,0,1
Levent Gulen,ŁKS Łódź,0,1,1,0,0,0,0,1
Benedikt Zech,Pogoń Szczecin,0,0,0,0,0,0,1,1
Dalibor Takac,Korona Kielce,0,0,0,0,0,0,1,1
Daniel Bielica,Górnik Zabrze,0,0,0,0,0,0,2,2
Filip Przybułek,Widzew Łódź,0,0,0,0,0,0,1,1
Jakub Bartkowski,Warta Poznań,0,0,0,0,0,0,3,3
Jakub Jugas,Cracovia,0,0,0,0,0,0,1,1
Jurgen Celhaka,Legia Warszawa,0,0,0,0,0,0,2,2
Kamil Pajnowski,Stal Mielec,0,0,0,0,0,0,2,2
Maciej Śliwa,ŁKS Łódź,0,0,0,0,0,0,1,1
Marius Briceag,Korona Kielce,0,0,0,0,0,0,2,2
Milan Rundić,Raków Częstochowa,0,0,0,0,0,0,1,1
Muris Mesanović,Puszcza Niepołomice,0,0,0,0,0,0,1,1
Paweł Olszewski,Jagiellonia,0,0,0,0,0,0,1,1
Luizao,Radomiak Radom,0,0,0,0,0,0,3,3
Marco Ehmann,Stal Mielec,0,0,0,0,0,0,2,2
Mateusz Stępień,Stal Mielec,0,0,0,0,0,0,1,1
Dominik Steczyk,Ruch Chorzów,0,0,0,0,0,0,2,2
Piotr Malarczyk,Korona Kielce,0,0,0,0,0,0,1,1
Valentin Cojocaru,Pogoń Szczecin,0,0,0,0,0,0,1,1
Kostas Triantafyllopoulos,Górnik Zabrze,0,0,0,0,0,0,1,1
Albert Posiadała,Radomiak Radom,0,0,0,0,0,0,1,1
Michał Kaput,Radomiak Radom,0,0,0,0,0,0,4,4
Jakub Myszor,Cracovia,0,0,0,0,0,0,1,1
Rafał Leszczyński,Śląsk Wrocław,0,0,0,0,0,0,2,2
Alexandros Katranis,Piast Gliwice,0,0,0,0,0,0,1,1
Bogdan Tiru,Warta Poznań,0,0,0,0,0,0,1,1
Patryk Sokołowski,Cracovia,0,0,0,0,0,0,2,2
Dawid Tkacz,Widzew Łódź,0,0,0,0,0,0,1,1
Mariusz Malec,Pogoń Szczecin,0,0,0,0,0,0,1,1
Erick Otieno,Raków Częstochowa,0,0,0,0,0,0,2,2
Rahil Mammadov,ŁKS Łódź,0,0,0,0,0,0,3,3
Frantisek Plach,Piast Gliwice,0,0,0,0,0,0,1,1
Miguel Munoz,Piast Gliwice,0,0,0,0,0,0,1,1
Lirim Kastrati,Widzew Łódź,0,0,0,0,0,0,1,1
Dominik Hładun,Legia Warszawa,0,0,0,0,0,0,1,1
Tommaso Guercio,Śląsk Wrocław,0,0,0,0,0,0,1,1
Dawid Arndt,ŁKS Łódź,0,0,0,0,0,0,1,1
Krystian Okoniewski,Radomiak Radom,0,0,0,0,0,0,1,1
Xavier Dziekoński,Korona Kielce,0,0,0,0,0,0,1,1
Jetmir Haliti,Jagiellonia,0,0,0,0,0,0,1,1
Hubert Tomalski,Puszcza Niepołomice,0,0,0,0,0,0,1,1
Wojciech Urbański,Legia Warszawa,0,0,0,0,0,0,1,1
Tomasz Mokwa,Piast Gliwice,0,0,0,0,0,0,2,2
Rafa Santos,Stal Mielec,0,0,0,0,0,0,1,1
Luis Mata,Zagłębie Lubin,0,0,0,0,0,0,1,1
Kamil Cybulski,Widzew Łódź,0,0,0,0,0,0,1,1
Oskar Koprowski,ŁKS Łódź,0,0,0,0,0,0,1,1
Aurelien Nguiamba,Jagiellonia,0,0,0,0,0,0,1,1
Artur Jędrzejczyk,Legia Warszawa,0,0,0,0,0,0,1,1
