ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Jonatan Kotzke,Górnik Z,Obrońca,16,0,"0,000",16,0,"0,000"
Paweł Olkowski,Górnik Z,Obrońca,114,4,"0,035",114,4,"0,035"
Aleksander Paluszek,Górnik Z,Obrońca,32,3,"0,094",32,3,"0,094"
Boris Sekulić,Górnik Z,Obrońca,45,3,"0,067",45,3,"0,067"
Kryspin Szcześniak,Górnik Z,Obrońca,39,0,"0,000",14,0,"0,000"
Mateusz Cholewiak,Górnik Z,Pomocnik,123,10,"0,081",48,1,"0,021"
Robert Dadok,Górnik Z,Pomocnik,84,7,"0,083",60,7,"0,117"
Krzysztof Kolanko,Górnik Z,Pomocnik,4,0,"0,000",4,0,"0,000"
Jean Mvondo,Górnik Z,Pomocnik,43,0,"0,000",43,0,"0,000"
Kanji Okunuki,Górnik Z,Pomocnik,26,4,"0,154",26,4,"0,154"
Dani Pacheco,Górnik Z,Pomocnik,36,3,"0,083",36,3,"0,083"
Damian Rasak,Górnik Z,Pomocnik,165,8,"0,048",12,2,"0,167"
Blaz Vrhovec,Górnik Z,Pomocnik,13,0,"0,000",13,0,"0,000"
Norbert Wojtuszek,Górnik Z,Pomocnik,40,0,"0,000",40,0,"0,000"
Daisuke Yokota,Górnik Z,Pomocnik,13,2,"0,154",13,2,"0,154"
Piotr Krawczyk,Górnik Z,Napastnik,92,14,"0,152",92,14,"0,152"
Amadej Marosa,Górnik Z,Napastnik,5,0,"0,000",5,0,"0,000"
Lukas Podolski,Górnik Z,Napastnik,56,15,"0,268",56,15,"0,268"
Anthony van den Hurk,Górnik Z,Napastnik,6,1,"0,167",6,1,"0,167"
Szymon Włodarczyk,Górnik Z,Napastnik,41,9,"0,220",30,9,"0,300"
Nikodem Zielonka,Górnik Z,Napastnik,1,0,"0,000",1,0,"0,000"
Sławomir Abramowicz,Jagiellonia,Bramkarz,3,0,"0,000",3,0,"0,000"
Zlatan Alomerović,Jagiellonia,Bramkarz,91,0,"0,000",46,0,"0,000"
Bartłomiej Żynel,Jagiellonia,Bramkarz,9,0,"0,000",0,0,-
Jakub Lewicki,Jagiellonia,Obrońca,19,1,"0,053",19,1,"0,053"
Miłosz Matysik,Jagiellonia,Obrońca,29,1,"0,034",29,1,"0,034"
Bojan Nastić,Jagiellonia,Obrońca,62,1,"0,016",62,1,"0,016"
Paweł Olszewski,Jagiellonia,Obrońca,43,0,"0,000",43,0,"0,000"
Michał Ozga,Jagiellonia,Obrońca,1,0,"0,000",1,0,"0,000"
Michał Pazdan,Jagiellonia,Obrońca,303,5,"0,017",127,4,"0,031"
Israel Puerto,Jagiellonia,Obrońca,94,6,"0,064",45,3,"0,067"
Mateusz Skrzypczak,Jagiellonia,Obrońca,33,1,"0,030",26,1,"0,038"
Dusan Stojinović,Jagiellonia,Obrońca,12,0,"0,000",12,0,"0,000"
Bartosz Bida,Jagiellonia,Pomocnik,74,10,"0,135",74,10,"0,135"
Juan Camara,Jagiellonia,Pomocnik,60,5,"0,083",33,2,"0,061"
Jesus Imaz,Jagiellonia,Pomocnik,172,69,"0,401",125,55,"0,440"
Tomasz Kupisz,Jagiellonia,Pomocnik,111,12,"0,108",111,12,"0,108"
Wojciech Łaski,Jagiellonia,Pomocnik,12,1,"0,083",12,1,"0,083"
Nene,Jagiellonia,Pomocnik,30,5,"0,167",30,5,"0,167"
Aurelien Nguiamba,Jagiellonia,Pomocnik,11,0,"0,000",11,0,"0,000"
Tomas Prikryl,Jagiellonia,Pomocnik,107,11,"0,103",107,11,"0,103"
Taras Romanczuk,Jagiellonia,Pomocnik,273,27,"0,099",273,27,"0,099"
Michal Sacek,Jagiellonia,Pomocnik,14,0,"0,000",14,0,"0,000"
Bartłomiej Wdowik,Jagiellonia,Pomocnik,78,2,"0,026",78,2,"0,026"
Oliwier Wojciechowski,Jagiellonia,Pomocnik,13,0,"0,000",13,0,"0,000"
Maciej Bortniczuk,Jagiellonia,Napastnik,21,1,"0,048",21,1,"0,048"
Marc Gual,Jagiellonia,Napastnik,38,18,"0,474",38,18,"0,474"
Camilo Mena,Jagiellonia,Napastnik,7,0,"0,000",7,0,"0,000"
Konrad Forenc,Korona,Bramkarz,70,0,"0,000",20,0,"0,000"
Marcel Zapytowski,Korona,Bramkarz,16,0,"0,000",14,0,"0,000"
Marius Briceag,Korona,Obrońca,17,0,"0,000",17,0,"0,000"
Piotr Malarczyk,Korona,Obrońca,226,14,"0,062",165,11,"0,067"
Kyryło Petrow,Korona,Obrońca,46,3,"0,065",46,3,"0,065"
Radosław Seweryś,Korona,Obrońca,1,0,"0,000",1,0,"0,000"
Miłosz Trojak,Korona,Obrońca,45,1,"0,022",33,1,"0,030"
Dawid Więckowski,Korona,Obrońca,2,0,"0,000",2,0,"0,000"
Dominick Zator,Korona,Obrońca,17,1,"0,059",17,1,"0,059"
Dawid Błanik,Korona,Pomocnik,41,3,"0,073",27,3,"0,111"
Adrian Danek,Korona,Pomocnik,51,3,"0,059",18,0,"0,000"
Ronaldo Deaconu,Korona,Pomocnik,27,2,"0,074",27,2,"0,074"
Adam Deja,Korona,Pomocnik,154,4,"0,026",19,0,"0,000"
Marcus Godinho,Korona,Pomocnik,15,1,"0,067",15,1,"0,067"
Jacek Kiełb,Korona,Pomocnik,257,45,"0,175",198,39,"0,197"
Jakub Konstantyn,Korona,Pomocnik,1,0,"0,000",1,0,"0,000"
Bartosz Kwiecień,Korona,Pomocnik,101,5,"0,050",24,0,"0,000"
Jakub Łukowski,Korona,Pomocnik,76,14,"0,184",34,12,"0,353"
Nono,Korona,Pomocnik,16,0,"0,000",16,0,"0,000"
Jacek Podgórski,Korona,Pomocnik,28,1,"0,036",28,1,"0,036"
Marcin Szpakowski,Korona,Pomocnik,24,0,"0,000",21,0,"0,000"
Dalibor Takac,Korona,Pomocnik,27,0,"0,000",27,0,"0,000"
Kacper Kostorz,Korona,Napastnik,29,3,"0,103",12,2,"0,167"
Hubert Szulc,Korona,Napastnik,1,0,"0,000",1,0,"0,000"
Jewgienij Szykawka,Korona,Napastnik,31,6,"0,194",31,6,"0,194"
Filip Bednarek,Lech,Bramkarz,67,0,"0,000",67,0,"0,000"
Dominik Holec,Lech,Bramkarz,17,0,"0,000",1,0,"0,000"
Artur Rudko,Lech,Bramkarz,1,0,"0,000",1,0,"0,000"
Alan Czerwiński,Lech,Obrońca,140,3,"0,021",58,1,"0,017"
Filip Dagerstal,Lech,Obrońca,20,0,"0,000",20,0,"0,000"
Barry Douglas,Lech,Obrońca,89,4,"0,045",89,4,"0,045"
Michał Gurgul,Lech,Obrońca,3,0,"0,000",3,0,"0,000"
Adrian Laskowski,Lech,Obrońca,9,0,"0,000",0,0,-
Antonio Milić,Lech,Obrońca,58,5,"0,086",58,5,"0,086"
Joel Pereira,Lech,Obrońca,59,0,"0,000",59,0,"0,000"
Pedro Rebocho,Lech,Obrońca,40,1,"0,025",40,1,"0,025"
Bartosz Salamon,Lech,Obrońca,48,4,"0,083",48,4,"0,083"
Lubomir Satka,Lech,Obrońca,86,3,"0,035",86,3,"0,035"
Mateusz Żukowski,Lech,Obrońca,47,2,"0,043",3,0,"0,000"
Joao Amaral,Lech,Pomocnik,93,27,"0,290",93,27,"0,290"
Jakub Antczak,Lech,Pomocnik,2,0,"0,000",2,0,"0,000"
Adriel Ba Loua,Lech,Pomocnik,45,1,"0,022",45,1,"0,022"
Heorhij Citaiszwili,Lech,Pomocnik,19,2,"0,105",12,1,"0,083"
Jesper Karlstrom,Lech,Pomocnik,79,2,"0,025",79,2,"0,025"
Nika Kwekweskiri,Lech,Pomocnik,69,4,"0,058",69,4,"0,058"
Filip Marchwiński,Lech,Pomocnik,97,11,"0,113",97,11,"0,113"
Radosław Murawski,Lech,Pomocnik,177,6,"0,034",52,2,"0,038"
Michał Skóraś,Lech,Pomocnik,107,14,"0,131",92,13,"0,141"
Afonso Sousa,Lech,Pomocnik,24,4,"0,167",24,4,"0,167"
Kristoffer Velde,Lech,Pomocnik,38,8,"0,211",38,8,"0,211"
Mikael Ishak,Lech,Napastnik,76,41,"0,539",76,41,"0,539"
Norbert Pacławski,Lech,Napastnik,2,0,"0,000",2,0,"0,000"
Artur Sobiech,Lech,Napastnik,141,37,"0,262",27,3,"0,111"
Filip Szymczak,Lech,Napastnik,36,2,"0,056",36,2,"0,056"
Filip Wilak,Lech,Napastnik,3,0,"0,000",3,0,"0,000"
Michał Buchalik,Lechia,Bramkarz,155,0,"0,000",32,0,"0,000"
Dusan Kuciak,Lechia,Bramkarz,327,0,"0,000",196,0,"0,000"
Joel Abu Hanna,Lechia,Obrońca,22,0,"0,000",14,0,"0,000"
Jakub Bartkowski,Lechia,Obrońca,207,7,"0,034",16,1,"0,063"
Henrik Castegren,Lechia,Obrońca,7,0,"0,000",7,0,"0,000"
Mario Maloca,Lechia,Obrońca,160,6,"0,038",160,6,"0,038"
Michał Nalepa II,Lechia,Obrońca,168,12,"0,071",152,12,"0,079"
Rafał Pietrzak,Lechia,Obrońca,161,5,"0,031",100,1,"0,010"
David Stec,Lechia,Obrońca,81,1,"0,012",22,0,"0,000"
Kristers Tobers,Lechia,Obrońca,65,0,"0,000",65,0,"0,000"
Conrado,Lechia,Pomocnik,93,5,"0,054",93,5,"0,054"
Joeri de Kamps,Lechia,Pomocnik,10,0,"0,000",10,0,"0,000"
Ilkay Durmus,Lechia,Pomocnik,58,7,"0,121",58,7,"0,121"
Maciej Gajos,Lechia,Pomocnik,333,47,"0,141",118,13,"0,110"
Jakub Kałuziński,Lechia,Pomocnik,56,1,"0,018",56,1,"0,018"
Filip Koperski,Lechia,Pomocnik,14,1,"0,071",14,1,"0,071"
Jarosław Kubicki,Lechia,Pomocnik,241,15,"0,062",151,9,"0,060"
Flavio Paixao,Lechia,Pomocnik,310,108,"0,348",239,84,"0,351"
Dominik Piła,Lechia,Pomocnik,15,0,"0,000",15,0,"0,000"
Marco Terrazzino,Lechia,Pomocnik,49,5,"0,102",49,5,"0,102"
Bassekou Diabate,Lechia,Napastnik,41,0,"0,000",41,0,"0,000"
Kevin Friesenbichler,Lechia,Napastnik,29,5,"0,172",29,5,"0,172"
Kacper Sezonienko,Lechia,Napastnik,50,1,"0,020",50,1,"0,020"
Łukasz Zwoliński,Lechia,Napastnik,218,58,"0,266",94,36,"0,383"
Dominik Hładun,Legia,Bramkarz,116,0,"0,000",7,0,"0,000"
Cezary Miszta,Legia,Bramkarz,21,0,"0,000",21,0,"0,000"
Kacper Tobiasz,Legia,Bramkarz,31,0,"0,000",31,0,"0,000"
Rafał Augustyniak,Legia,Obrońca,71,6,"0,085",25,4,"0,160"
Artur Jędrzejczyk,Legia,Obrońca,266,9,"0,034",255,8,"0,031"
Mattias Johansson,Legia,Obrońca,31,2,"0,065",31,2,"0,065"
Filip Mladenović,Legia,Obrońca,148,16,"0,108",74,13,"0,176"
Maik Nawrocki,Legia,Obrońca,47,6,"0,128",44,5,"0,114"
Yuri Ribeiro,Legia,Obrońca,36,1,"0,028",36,1,"0,028"
Lindsay Rose,Legia,Obrońca,36,1,"0,028",36,1,"0,028"
Makana Baku,Legia,Pomocnik,35,6,"0,171",22,0,"0,000"
Jurgen Celhaka,Legia,Pomocnik,22,0,"0,000",22,0,"0,000"
Ihor Charatin,Legia,Pomocnik,20,1,"0,050",20,1,"0,050"
Jakub Jędrasik,Legia,Pomocnik,1,0,"0,000",1,0,"0,000"
Josue,Legia,Pomocnik,62,14,"0,226",62,14,"0,226"
Bartosz Kapustka,Legia,Pomocnik,118,11,"0,093",58,5,"0,086"
Jakub Kisiel,Legia,Pomocnik,3,0,"0,000",3,0,"0,000"
Robert Pich,Legia,Pomocnik,270,52,"0,193",17,0,"0,000"
Bartosz Slisz,Legia,Pomocnik,146,5,"0,034",98,3,"0,031"
Patryk Sokołowski,Legia,Pomocnik,127,10,"0,079",32,2,"0,063"
Igor Strzałek,Legia,Pomocnik,14,0,"0,000",14,0,"0,000"
Paweł Wszołek,Legia,Pomocnik,157,31,"0,197",97,22,"0,227"
Carlitos,Legia,Napastnik,95,41,"0,432",59,17,"0,288"
Blaz Kramer,Legia,Napastnik,12,1,"0,083",12,1,"0,083"
Ernest Muci,Legia,Napastnik,62,9,"0,145",62,9,"0,145"
Tomas Pekhart,Legia,Napastnik,80,41,"0,513",80,41,"0,513"
Maciej Rosołek,Legia,Napastnik,64,11,"0,172",64,11,"0,172"
Mateusz Abramowicz,Miedź,Bramkarz,30,0,"0,000",20,0,"0,000"
Paweł Lenarcik,Miedź,Bramkarz,10,0,"0,000",10,0,"0,000"
Jurich Carolina,Miedź,Obrońca,23,0,"0,000",23,0,"0,000"
Levent Gulen,Miedź,Obrońca,27,0,"0,000",27,0,"0,000"
Michael Kostka,Miedź,Obrońca,27,0,"0,000",27,0,"0,000"
Hubert Matynia,Miedź,Obrońca,142,2,"0,014",22,0,"0,000"
Nemanja Mijusković,Miedź,Obrońca,28,2,"0,071",28,2,"0,071"
Andrzej Niewulis,Miedź,Obrońca,62,5,"0,081",15,1,"0,067"
Dimityr Wełkowski,Miedź,Obrońca,14,0,"0,000",14,0,"0,000"
Chuca,Miedź,Pomocnik,68,11,"0,162",30,6,"0,200"
Maxime Dominguez,Miedź,Pomocnik,29,1,"0,034",29,1,"0,034"
Dawid Drachal,Miedź,Pomocnik,16,1,"0,063",16,1,"0,063"
Kamil Drygas,Miedź,Pomocnik,270,40,"0,148",17,1,"0,059"
Marcin Garuch,Miedź,Pomocnik,1,0,"0,000",1,0,"0,000"
Szymon Matuszek,Miedź,Pomocnik,133,7,"0,053",14,1,"0,071"
Luciano Narsingh,Miedź,Pomocnik,29,5,"0,172",29,5,"0,172"
Santiago Naveda,Miedź,Pomocnik,17,1,"0,059",17,1,"0,059"
Damian Tront,Miedź,Pomocnik,10,0,"0,000",10,0,"0,000"
Emmanuel Agbor,Miedź,Napastnik,1,0,"0,000",1,0,"0,000"
Angelo Henriquez,Miedź,Napastnik,29,7,"0,241",29,7,"0,241"
Olaf Kobacki,Miedź,Napastnik,24,1,"0,042",24,1,"0,042"
Koldo Obieta,Miedź,Napastnik,29,3,"0,103",29,3,"0,103"
Frantisek Plach,Piast,Bramkarz,159,0,"0,000",159,0,"0,000"
Jakub Szmatuła,Piast,Bramkarz,144,0,"0,000",140,0,"0,000"
Karol Szymański,Piast,Bramkarz,3,0,"0,000",1,0,"0,000"
Jakub Czerwiński,Piast,Obrońca,208,12,"0,058",156,10,"0,064"
Jakub Holubek,Piast,Obrońca,72,1,"0,014",72,1,"0,014"
Tomas Huk,Piast,Obrońca,68,2,"0,029",68,2,"0,029"
Alexandros Katranis,Piast,Obrońca,49,0,"0,000",49,0,"0,000"
Tomasz Mokwa,Piast,Obrońca,82,2,"0,024",82,2,"0,024"
Ariel Mosór,Piast,Obrońca,59,1,"0,017",57,1,"0,018"
Miguel Munoz,Piast,Obrońca,9,0,"0,000",9,0,"0,000"
Arkadiusz Pyrka,Piast,Obrońca,86,4,"0,047",86,4,"0,047"
Constantin Reiner,Piast,Obrońca,18,2,"0,111",18,2,"0,111"
Michael Ameyaw,Piast,Pomocnik,45,4,"0,089",45,4,"0,089"
Michał Chrapek,Piast,Pomocnik,271,26,"0,096",85,9,"0,106"
Patryk Dziczek,Piast,Pomocnik,87,7,"0,080",87,7,"0,080"
Jorge Felix,Piast,Pomocnik,96,25,"0,260",96,25,"0,260"
Tom Hateley,Piast,Pomocnik,205,7,"0,034",134,6,"0,045"
Michał Kaput,Piast,Pomocnik,45,0,"0,000",27,0,"0,000"
Damian Kądzior,Piast,Pomocnik,94,19,"0,202",54,9,"0,167"
Tihomir Kostadinov,Piast,Pomocnik,6,0,"0,000",6,0,"0,000"
Szczepan Mucha,Piast,Pomocnik,6,0,"0,000",6,0,"0,000"
Grzegorz Tomasiewicz,Piast,Pomocnik,95,14,"0,147",33,3,"0,091"
Gabriel Kirejczyk,Piast,Napastnik,10,0,"0,000",10,0,"0,000"
Alex Sobczyk,Piast,Napastnik,37,3,"0,081",10,0,"0,000"
Kamil Wilczek,Piast,Napastnik,188,52,"0,277",146,50,"0,342"
Bartosz Klebaniuk,Pogoń,Bramkarz,5,0,"0,000",5,0,"0,000"
Dante Stipica,Pogoń,Bramkarz,131,0,"0,000",131,0,"0,000"
Leo Borges,Pogoń,Obrońca,15,0,"0,000",15,0,"0,000"
Leonardo Koutris,Pogoń,Obrońca,16,2,"0,125",16,2,"0,125"
Danijel Loncar,Pogoń,Obrońca,8,0,"0,000",8,0,"0,000"
Mariusz Malec,Pogoń,Obrońca,88,1,"0,011",88,1,"0,011"
Paweł Stolarski,Pogoń,Obrońca,162,2,"0,012",38,0,"0,000"
Kostas Triantafyllopoulos,Pogoń,Obrońca,102,5,"0,049",102,5,"0,049"
Linus Wahlqvist,Pogoń,Obrońca,12,0,"0,000",12,0,"0,000"
Benedikt Zech,Pogoń,Obrońca,112,0,"0,000",112,0,"0,000"
Wahan Biczachczjan,Pogoń,Pomocnik,45,8,"0,178",45,8,"0,178"
Damian Dąbrowski,Pogoń,Pomocnik,290,13,"0,045",113,5,"0,044"
Alexander Gorgon,Pogoń,Pomocnik,42,8,"0,190",42,8,"0,190"
Kamil Grosicki,Pogoń,Pomocnik,152,39,"0,257",83,24,"0,289"
Sebastian Kowalczyk,Pogoń,Pomocnik,168,19,"0,113",168,19,"0,113"
Michał Kucharczyk,Pogoń,Pomocnik,312,59,"0,189",72,11,"0,153"
Rafał Kurzawa,Pogoń,Pomocnik,125,6,"0,048",49,3,"0,061"
Mateusz Łęgowski,Pogoń,Pomocnik,45,4,"0,089",45,4,"0,089"
Adrian Przyborek,Pogoń,Pomocnik,3,0,"0,000",3,0,"0,000"
Yadegar Rostami,Pogoń,Pomocnik,1,0,"0,000",1,0,"0,000"
Kacper Smoliński,Pogoń,Pomocnik,40,3,"0,075",40,3,"0,075"
Marcel Wędrychowski,Pogoń,Pomocnik,41,2,"0,049",23,1,"0,043"
Pontus Almqvist,Pogoń,Napastnik,27,5,"0,185",27,5,"0,185"
Luka Zahović,Pogoń,Napastnik,87,19,"0,218",87,19,"0,218"
Gabriel Kobylak,Radomiak,Bramkarz,29,0,"0,000",29,0,"0,000"
Albert Posiadała,Radomiak,Bramkarz,1,0,"0,000",1,0,"0,000"
Dawid Abramowicz,Radomiak,Obrońca,77,8,"0,104",65,8,"0,123"
Mike Cestor,Radomiak,Obrońca,16,0,"0,000",16,0,"0,000"
Mateusz Cichocki,Radomiak,Obrońca,108,0,"0,000",55,0,"0,000"
Damian Jakubik,Radomiak,Obrońca,50,0,"0,000",43,0,"0,000"
Pedro Justiniano,Radomiak,Obrońca,12,0,"0,000",12,0,"0,000"
Raphael Rossi,Radomiak,Obrońca,62,4,"0,065",62,4,"0,065"
Roberto Alves,Radomiak,Pomocnik,32,3,"0,094",32,3,"0,094"
Frank Castaneda,Radomiak,Pomocnik,25,5,"0,200",12,1,"0,083"
Berto Cayarga,Radomiak,Pomocnik,16,0,"0,000",16,0,"0,000"
Thabo Cele,Radomiak,Pomocnik,33,0,"0,000",33,0,"0,000"
Christos Donis,Radomiak,Pomocnik,15,0,"0,000",15,0,"0,000"
Leandro Rossi,Radomiak,Pomocnik,48,4,"0,083",48,4,"0,083"
Luizao,Radomiak,Pomocnik,20,0,"0,000",20,0,"0,000"
Daniel Łukasik,Radomiak,Pomocnik,186,2,"0,011",21,0,"0,000"
Luis Machado,Radomiak,Pomocnik,59,5,"0,085",59,5,"0,085"
Filipe Nascimento,Radomiak,Pomocnik,39,3,"0,077",39,3,"0,077"
Jakub Nowakowski,Radomiak,Pomocnik,18,0,"0,000",18,0,"0,000"
Krystian Okoniewski,Radomiak,Pomocnik,6,0,"0,000",6,0,"0,000"
Daniel Pik,Radomiak,Pomocnik,45,0,"0,000",25,0,"0,000"
Francisco Ramos,Radomiak,Pomocnik,9,0,"0,000",9,0,"0,000"
Lisandro Semedo,Radomiak,Pomocnik,32,3,"0,094",32,3,"0,094"
Jakub Snopczyński,Radomiak,Pomocnik,1,0,"0,000",1,0,"0,000"
Leonardo Rocha,Radomiak,Napastnik,13,6,"0,462",13,6,"0,462"
Jean Franco Sarmiento,Radomiak,Napastnik,10,0,"0,000",10,0,"0,000"
Vladan Kovacević,Raków,Bramkarz,55,0,"0,000",55,0,"0,000"
Kacper Trelowski,Raków,Bramkarz,13,0,"0,000",13,0,"0,000"
Zoran Arsenić,Raków,Obrońca,148,5,"0,034",61,2,"0,033"
Adrian Gryszkiewicz,Raków,Obrońca,81,1,"0,012",0,0,-
Tomas Petrasek,Raków,Obrońca,80,11,"0,138",80,11,"0,138"
Bogdan Racovitan,Raków,Obrońca,16,1,"0,063",16,1,"0,063"
Milan Rundić,Raków,Obrońca,57,2,"0,035",36,1,"0,028"
Stratos Svarnas,Raków,Obrońca,29,3,"0,103",29,3,"0,103"
Fran Tudor,Raków,Obrońca,107,6,"0,056",107,6,"0,056"
Gustav Berggren,Raków,Pomocnik,25,1,"0,040",25,1,"0,040"
Marcin Cebula,Raków,Pomocnik,193,16,"0,083",49,10,"0,204"
Szymon Czyż,Raków,Pomocnik,31,0,"0,000",16,0,"0,000"
Wiktor Długosz,Raków,Pomocnik,45,1,"0,022",41,1,"0,024"
Władysław Koczerhin,Raków,Pomocnik,36,8,"0,222",36,8,"0,222"
Tobiasz Kubik,Raków,Pomocnik,1,0,"0,000",1,0,"0,000"
Patryk Kun,Raków,Pomocnik,132,6,"0,045",104,4,"0,038"
Ben Lederman,Raków,Pomocnik,66,1,"0,015",66,1,"0,015"
Bartosz Nowak,Raków,Pomocnik,111,25,"0,225",29,11,"0,379"
Giannis Papanikolaou,Raków,Pomocnik,64,2,"0,031",64,2,"0,031"
Jean Carlos Silva,Raków,Pomocnik,104,9,"0,087",16,3,"0,188"
Mateusz Wdowiak,Raków,Pomocnik,205,18,"0,088",72,11,"0,153"
Vladislavs Gutkovskis,Raków,Napastnik,148,36,"0,243",90,25,"0,278"
Ivi Lopez,Raków,Napastnik,85,38,"0,447",85,38,"0,447"
Sebastian Musiolik,Raków,Napastnik,90,9,"0,100",85,9,"0,106"
Fabian Piasecki,Raków,Napastnik,114,18,"0,158",23,6,"0,261"
Mateusz Kochalski,Stal,Bramkarz,1,0,"0,000",0,0,-
Bartosz Mrozek,Stal,Bramkarz,36,0,"0,000",36,0,"0,000"
Dominykas Barauskas,Stal,Obrońca,8,0,"0,000",8,0,"0,000"
Marcin Flis,Stal,Obrońca,97,4,"0,041",81,4,"0,049"
Krystian Getinger,Stal,Obrońca,94,4,"0,043",94,4,"0,043"
Arkadiusz Kasperkiewicz,Stal,Obrońca,45,2,"0,044",40,2,"0,050"
Kamil Kruk,Stal,Obrońca,47,5,"0,106",20,2,"0,100"
Leandro,Stal,Obrońca,129,3,"0,023",10,0,"0,000"
Bartłomiej Ciepiela,Stal,Pomocnik,24,1,"0,042",17,1,"0,059"
Maciej Domański,Stal,Pomocnik,84,11,"0,131",79,11,"0,139"
Fryderyk Gerbowski,Stal,Pomocnik,40,2,"0,050",22,2,"0,091"
Koki Hinokio,Stal,Pomocnik,43,2,"0,047",28,2,"0,071"
Fabian Hiszpański,Stal,Pomocnik,36,1,"0,028",31,1,"0,032"
Mateusz Mak,Stal,Pomocnik,161,27,"0,168",70,13,"0,186"
Mateusz Matras,Stal,Pomocnik,305,18,"0,059",92,4,"0,043"
Adam Ratajczyk,Stal,Pomocnik,62,2,"0,032",16,1,"0,063"
Alex Vallejo,Stal,Pomocnik,14,0,"0,000",14,0,"0,000"
Piotr Wlazło,Stal,Pomocnik,123,22,"0,179",33,4,"0,121"
Maciej Wolski,Stal,Pomocnik,52,1,"0,019",25,0,"0,000"
Paweł Żyra,Stal,Pomocnik,39,1,"0,026",19,1,"0,053"
Mikołaj Lebedyński,Stal,Napastnik,39,0,"0,000",39,0,"0,000"
Rauno Sappinen,Stal,Napastnik,33,4,"0,121",14,3,"0,214"
Rafał Leszczyński,Śląsk,Bramkarz,23,0,"0,000",20,0,"0,000"
Michał Szromnik,Śląsk,Bramkarz,50,0,"0,000",50,0,"0,000"
Łukasz Bejger,Śląsk,Obrońca,55,2,"0,036",55,2,"0,036"
Adrian Bukowski,Śląsk,Obrońca,11,0,"0,000",11,0,"0,000"
Victor Garcia,Śląsk,Obrońca,53,1,"0,019",53,1,"0,019"
