KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
11,Lech,Legia,12,7,5,0,0,0,"0,76","0,21","0,06","0,03",47%,44%,9%
11,Pogoń,Lechia,20,6,9,3,2,1,"1,72","0,26","0,09","0,04",76%,20%,5%
11,Miedź,Stal,10,10,2,4,0,2,"0,46","0,74","0,05","0,07",20%,41%,39%
11,Jagiellonia,Korona,21,19,9,7,4,1,"3,63","2,08","0,17","0,11",68%,14%,17%
11,Widzew,Raków,10,18,3,3,0,0,"0,59","2,66","0,06","0,15",5%,12%,83%
11,Śląsk,Warta,14,4,4,3,0,2,"0,91","1,04","0,07","0,26",29%,32%,39%
2,Piast,Raków,10,13,3,4,0,1,"0,77","0,96","0,08","0,07",28%,34%,39%
12,Stal,Pogoń,17,23,9,7,4,2,"1,32","2,72","0,08","0,12",15%,17%,68%
12,Jagiellonia,Wisła P,15,11,3,3,1,1,"1,73","0,83","0,12","0,08",60%,24%,17%
12,Śląsk,Górnik Z,12,10,7,5,4,1,"0,77","1,24","0,06","0,12",22%,30%,48%
12,Legia,Warta,13,6,2,1,1,0,"0,78","0,27","0,06","0,05",46%,42%,12%
12,Cracovia,Lechia,20,8,5,5,0,1,"1,23","1,33","0,06","0,17",33%,27%,39%
12,Zagłębie,Korona,12,14,2,2,1,1,"1,00","0,93","0,08","0,07",36%,32%,32%
12,Lech,Radomiak,18,11,9,2,1,0,"1,50","0,75","0,08","0,07",56%,26%,18%
12,Raków,Miedź,14,8,5,1,1,0,"1,20","0,93","0,09","0,12",42%,30%,28%
12,Piast,Widzew,22,7,6,3,1,2,"1,85","0,94","0,08","0,13",59%,23%,18%
13,Korona,Stal,18,13,7,5,0,2,"2,03","1,29","0,11","0,10",55%,22%,23%
13,Wisła P,Legia,9,17,3,8,2,1,"0,91","2,15","0,10","0,13",14%,19%,67%
13,Radomiak,Śląsk,10,5,3,1,2,0,"1,49","0,23","0,15","0,05",72%,23%,5%
13,Lechia,Raków,7,19,2,11,0,3,"0,50","2,67","0,07","0,14",4%,11%,85%
13,Warta,Jagiellonia,15,5,5,2,2,0,"1,18","0,28","0,08","0,06",61%,31%,8%
13,Pogoń,Piast,20,7,6,1,1,1,"1,29","0,49","0,06","0,07",57%,29%,14%
13,Miedź,Cracovia,11,9,1,2,1,1,"0,75","0,59","0,07","0,07",36%,39%,26%
13,Widzew,Zagłębie,19,13,7,4,3,0,"2,27","0,78","0,12","0,06",72%,17%,10%
13,Górnik Z,Lech,17,20,8,7,1,2,"1,37","1,80","0,08","0,09",29%,23%,48%
14,Widzew,Miedź,11,14,4,4,1,0,"1,14","1,20","0,10","0,09",34%,29%,37%
14,Stal,Wisła P,11,11,6,6,1,1,"1,27","0,91","0,12","0,08",45%,29%,26%
14,Legia,Pogoń,19,13,6,4,1,1,"1,76","0,76","0,09","0,06",62%,23%,15%
14,Raków,Korona,17,8,3,1,1,0,"1,72","0,39","0,10","0,05",72%,21%,7%
14,Warta,Górnik Z,8,6,1,1,0,0,"0,52","0,39","0,07","0,07",30%,48%,21%
14,Śląsk,Jagiellonia,15,6,8,2,2,2,"1,82","0,51","0,12","0,08",71%,21%,9%
14,Cracovia,Lech,18,12,5,2,0,0,"1,67","0,52","0,09","0,04",67%,23%,10%
14,Piast,Radomiak,11,6,4,4,1,2,"0,80","0,34","0,07","0,06",44%,41%,15%
14,Zagłębie,Lechia,16,10,1,5,0,3,"1,55","0,92","0,10","0,09",52%,26%,22%
15,Miedź,Pogoń,11,15,2,7,2,4,"0,80","3,27","0,07","0,22",4%,9%,86%
15,Górnik Z,Widzew,9,17,6,5,3,0,"0,83","1,26","0,09","0,07",24%,29%,47%
15,Korona,Piast,9,11,2,3,1,1,"0,70","0,88","0,08","0,08",27%,35%,38%
15,Jagiellonia,Legia,13,24,5,11,2,5,"1,69","2,36","0,13","0,10",27%,20%,53%
15,Wisła P,Śląsk,9,15,3,7,1,2,"0,69","1,30","0,08","0,09",19%,29%,52%
15,Zagłębie,Cracovia,12,16,2,6,0,2,"0,84","1,44","0,07","0,09",21%,27%,52%
15,Lechia,Stal,9,15,3,1,1,0,"0,98","0,82","0,11","0,05",38%,33%,29%
15,Lech,Raków,5,9,4,3,1,2,"0,33","1,54","0,07","0,17",7%,23%,70%
15,Radomiak,Warta,6,8,3,5,2,3,"1,04","1,29","0,17","0,16",29%,29%,42%
16,Stal,Zagłębie,14,15,7,4,3,0,"2,54","1,39","0,18","0,09",64%,18%,18%
16,Legia,Lechia,21,11,6,5,1,1,"1,10","0,83","0,05","0,08",42%,31%,27%
16,Piast,Warta,9,8,1,4,0,2,"0,52","0,87","0,06","0,11",20%,37%,42%
16,Cracovia,Jagiellonia,9,7,3,3,1,0,"1,57","0,40","0,17","0,06",69%,23%,8%
16,Pogoń,Górnik Z,14,13,3,6,1,4,"0,78","1,61","0,06","0,12",17%,25%,58%
16,Raków,Wisła P,17,7,10,3,7,1,"2,75","0,45","0,16","0,06",87%,10%,3%
16,Miedź,Śląsk,11,8,5,1,1,0,"0,70","0,53","0,06","0,07",35%,41%,24%
16,Widzew,Radomiak,24,8,9,4,1,3,"2,18","0,67","0,09","0,08",73%,18%,9%
16,Lech,Korona,32,12,16,6,3,2,"2,62","2,13","0,08","0,18",49%,19%,32%
17,Warta,Stal,20,5,5,2,1,1,"1,27","0,67","0,06","0,13",51%,30%,19%
17,Wisła P,Cracovia,8,14,2,4,1,0,"0,32","0,92","0,04","0,07",12%,38%,50%
17,Korona,Widzew,10,22,3,5,0,1,"1,23","1,73","0,12","0,08",27%,24%,49%
17,Górnik Z,Miedź,11,9,7,4,0,3,"0,56","1,47","0,05","0,16",13%,26%,62%
17,Jagiellonia,Lech,8,19,4,8,1,2,"0,76","1,02","0,09","0,05",26%,33%,41%
17,Zagłębie,Raków,15,15,6,4,1,2,"2,34","2,67","0,16","0,18",34%,19%,47%
17,Radomiak,Pogoń,10,15,2,5,1,2,"0,96","1,67","0,10","0,11",21%,25%,55%
17,Lechia,Piast,18,10,8,4,1,2,"1,46","1,79","0,08","0,18",30%,24%,46%
17,Śląsk,Legia,11,9,4,1,0,0,"0,66","1,80","0,06","0,20",12%,21%,67%
2,Lechia,Górnik Z,7,19,2,5,2,1,"1,02","1,18","0,15","0,06",31%,30%,39%
18,Miedź,Radomiak,13,14,2,6,0,0,"1,27","1,23","0,10","0,09",37%,28%,35%
18,Stal,Lech,12,14,3,5,0,0,"0,48","0,78","0,04","0,06",21%,40%,39%
18,Warta,Raków,9,7,0,3,0,1,"0,84","1,07","0,09","0,15",28%,32%,41%
18,Widzew,Pogoń,13,12,3,6,3,3,"2,41","1,13","0,19","0,09",67%,18%,15%
18,Śląsk,Zagłębie,11,10,3,6,0,3,"1,11","0,61","0,10","0,06",48%,32%,20%
18,Piast,Jagiellonia,18,5,7,3,1,1,"1,96","0,31","0,11","0,06",79%,17%,5%
18,Legia,Korona,10,13,5,3,3,2,"1,64","1,44","0,16","0,11",42%,25%,33%
18,Lechia,Wisła P,10,6,3,1,1,0,"0,88","0,98","0,09","0,16",30%,33%,37%
18,Cracovia,Górnik Z,15,5,3,0,2,0,"1,06","0,17","0,07","0,03",61%,34%,6%
2,Miedź,Lech,5,23,2,12,2,2,"0,32","3,20","0,06","0,14",1%,6%,92%
19,Widzew,Jagiellonia,18,9,6,4,1,0,"1,63","0,55","0,09","0,06",65%,24%,11%
19,Raków,Piast,9,5,2,1,0,0,"0,26","0,24","0,03","0,05",19%,64%,17%
19,Górnik Z,Lechia,20,12,3,4,1,1,"1,63","1,40","0,08","0,12",43%,25%,33%
19,Zagłębie,Legia,11,12,4,4,1,2,"0,44","1,44","0,04","0,12",10%,26%,64%
19,Radomiak,Stal,10,10,5,1,1,0,"1,00","0,58","0,10","0,06",46%,34%,20%
19,Lech,Miedź,17,10,4,2,1,0,"2,47","0,63","0,15","0,06",79%,14%,7%
19,Pogoń,Śląsk,20,8,6,4,0,2,"1,07","1,78","0,05","0,22",21%,23%,56%
19,Korona,Cracovia,17,12,6,2,2,1,"2,40","1,36","0,14","0,11",61%,19%,19%
20,Stal,Raków,2,15,1,3,0,0,"0,09","0,72","0,05","0,05",4%,47%,49%
20,Lechia,Widzew,10,20,2,3,0,0,"0,63","1,36","0,06","0,07",17%,28%,55%
20,Śląsk,Korona,7,15,3,6,1,1,"0,44","1,93","0,06","0,13",7%,18%,75%
20,Wisła P,Lech,10,11,5,6,0,1,"1,61","1,14","0,16","0,10",49%,25%,26%
20,Jagiellonia,Pogoń,8,20,5,7,2,0,"0,49","1,55","0,06","0,08",11%,25%,64%
20,Zagłębie,Piast,7,11,2,3,0,2,"0,32","1,66","0,05","0,15",6%,21%,73%
20,Górnik Z,Radomiak,14,17,5,6,0,0,"0,55","1,26","0,04","0,07",16%,30%,55%
20,Legia,Cracovia,21,13,7,4,2,2,"2,03","1,39","0,10","0,11",53%,22%,25%
20,Warta,Miedź,17,11,7,4,1,1,"0,81","1,36","0,05","0,12",22%,28%,51%
21,Cracovia,Stal,13,10,6,2,2,1,"1,11","0,44","0,09","0,04",53%,33%,14%
21,Widzew,Śląsk,10,10,3,2,1,0,"0,71","0,55","0,07","0,05",35%,40%,24%
21,Korona,Lechia,20,12,7,3,1,0,"1,41","0,93","0,07","0,08",48%,27%,25%
21,Raków,Górnik Z,22,5,8,0,2,0,"1,70","0,53","0,08","0,11",67%,23%,10%
21,Pogoń,Warta,19,13,7,3,3,1,"1,85","1,21","0,10","0,09",52%,23%,24%
21,Miedź,Wisła P,14,12,5,5,2,1,"1,61","1,18","0,12","0,10",48%,25%,27%
21,Lech,Zagłębie,18,8,5,3,1,2,"1,87","0,69","0,10","0,09",66%,21%,12%
21,Piast,Legia,6,6,0,2,0,1,"0,58","1,04","0,10","0,17",19%,33%,48%
21,Radomiak,Jagiellonia,15,9,4,2,0,0,"1,22","0,63","0,08","0,07",51%,30%,19%
22,Jagiellonia,Raków,7,19,5,7,1,2,"0,56","1,59","0,08","0,08",12%,24%,63%
22,Legia,Widzew,17,11,6,5,1,2,"1,61","0,75","0,09","0,07",59%,25%,16%
22,Piast,Cracovia,14,8,4,4,2,1,"1,50","0,88","0,11","0,11",52%,26%,21%
22,Warta,Korona,10,9,7,3,4,1,"2,08","0,70","0,21","0,08",72%,18%,10%
22,Lechia,Radomiak,7,16,3,8,1,3,"1,09","2,16","0,16","0,14",17%,20%,63%
22,Stal,Górnik Z,12,9,6,1,0,1,"0,95","1,20","0,08","0,13",28%,30%,42%
22,Wisła P,Pogoń,9,23,3,7,0,1,"0,51","2,61","0,06","0,11",5%,12%,83%
22,Śląsk,Lech,8,16,3,5,2,1,"0,50","2,04","0,06","0,13",7%,17%,75%
22,Zagłębie,Miedź,14,5,6,2,2,1,"2,95","0,32","0,21","0,06",92%,7%,2%
23,Stal,Piast,10,13,0,5,0,2,"0,47","1,66","0,05","0,13",9%,22%,69%
23,Lech,Lechia,19,8,7,2,5,0,"1,73","0,32","0,09","0,04",74%,20%,6%
23,Widzew,Warta,13,8,0,3,0,2,"2,55","0,70","0,20","0,09",80%,14%,7%
23,Korona,Wisła P,19,10,6,3,1,0,"2,14","0,64","0,11","0,06",73%,18%,9%
23,Górnik Z,Legia,13,5,4,2,0,1,"0,70","0,33","0,05","0,07",40%,44%,16%
23,Miedź,Jagiellonia,17,16,5,4,1,1,"1,40","0,75","0,08","0,05",53%,28%,20%
23,Pogoń,Raków,10,4,2,2,0,2,"0,55","0,17","0,06","0,04",38%,53%,10%
23,Cracovia,Śląsk,12,8,2,4,1,1,"2,26","0,35","0,19","0,04",84%,13%,4%
23,Radomiak,Zagłębie,13,13,4,7,0,1,"0,70","0,86","0,05","0,07",27%,36%,37%
19,Wisła P,Warta,11,12,2,2,1,0,"0,64","1,07","0,06","0,09",21%,33%,46%
24,Lechia,Miedź,13,12,5,2,4,0,"2,14","0,75","0,16","0,06",71%,18%,10%
24,Raków,Śląsk,13,8,8,3,4,1,"1,96","0,46","0,15","0,06",75%,18%,7%
24,Korona,Radomiak,19,11,8,5,2,1,"2,14","1,17","0,11","0,11",60%,21%,19%
24,Zagłębie,Pogoń,16,15,6,5,0,1,"1,39","1,95","0,09","0,13",26%,23%,51%
24,Jagiellonia,Górnik Z,10,15,3,5,2,1,"1,83","0,99","0,18","0,07",58%,23%,19%
24,Warta,Cracovia,9,7,3,1,0,0,"0,82","0,41","0,09","0,06",44%,40%,17%
24,Piast,Lech,8,7,4,2,1,1,"1,11","0,89","0,14","0,13",41%,31%,28%
24,Legia,Stal,14,16,6,5,2,0,"1,86","1,44","0,13","0,09",48%,23%,29%
24,Wisła P,Widzew,8,17,2,4,1,1,"0,32","0,90","0,04","0,05",13%,38%,49%
25,Górnik Z,Wisła P,21,8,7,4,3,2,"2,30","0,57","0,11","0,07",78%,15%,7%
25,Radomiak,Legia,9,14,2,8,0,2,"0,58","1,89","0,06","0,13",10%,20%,70%
25,Śląsk,Stal,15,7,3,2,1,1,"1,07","1,14","0,07","0,16",33%,30%,38%
25,Jagiellonia,Zagłębie,12,8,4,4,2,2,"2,05","1,63","0,17","0,20",48%,23%,30%
25,Pogoń,Korona,20,9,3,4,0,0,"1,07","0,43","0,05","0,05",52%,34%,15%
25,Raków,Cracovia,22,9,6,3,4,1,"2,95","0,36","0,13","0,04",90%,8%,2%
25,Warta,Lechia,13,16,4,4,2,0,"1,23","0,98","0,09","0,06",42%,29%,29%
25,Miedź,Piast,11,8,5,3,0,1,"0,68","0,74","0,06","0,09",29%,38%,33%
25,Widzew,Lech,8,6,1,2,1,2,"0,28","0,28","0,04","0,05",19%,61%,19%
26,Zagłębie,Warta,13,11,4,1,0,0,"0,91","0,64","0,07","0,06",40%,36%,24%
26,Piast,Górnik Z,17,7,6,1,1,0,"1,14","0,26","0,07","0,04",60%,32%,8%
26,Korona,Miedź,11,12,6,2,1,0,"0,48","0,61","0,04","0,05",24%,44%,32%
26,Legia,Raków,14,12,8,4,3,1,"1,00","1,08","0,07","0,09",33%,30%,37%
26,Lechia,Śląsk,13,9,4,2,0,0,"1,08","0,52","0,08","0,06",50%,33%,17%
26,Wisła P,Radomiak,14,21,5,3,1,1,"1,63","1,13","0,12","0,05",50%,25%,25%
26,Cracovia,Widzew,20,9,7,6,1,1,"1,49","1,40","0,07","0,16",39%,26%,36%
26,Lech,Pogoń,19,10,10,5,2,2,"2,16","1,53","0,11","0,15",52%,22%,26%
26,Stal,Jagiellonia,18,7,4,3,1,1,"1,55","1,26","0,09","0,18",44%,26%,30%
27,Śląsk,Piast,6,7,0,2,0,1,"0,30","0,76","0,05","0,11",13%,42%,44%
27,Górnik Z,Korona,10,7,3,2,1,1,"1,21","0,51","0,12","0,07",55%,30%,15%
27,Wisła P,Zagłębie,18,24,4,6,2,0,"1,22","1,89","0,07","0,08",24%,23%,53%
27,Widzew,Stal,12,8,3,3,0,2,"0,63","0,59","0,05","0,07",31%,41%,28%
27,Pogoń,Cracovia,22,8,8,4,3,2,"2,86","0,81","0,13","0,10",81%,12%,7%
27,Lech,Warta,19,13,8,6,2,0,"1,73","1,92","0,09","0,15",34%,23%,43%
27,Jagiellonia,Lechia,22,8,7,1,1,0,"1,79","0,77","0,08","0,10",62%,23%,15%
27,Radomiak,Raków,7,8,0,3,0,0,"0,31","0,29","0,04","0,04",21%,59%,19%
27,Miedź,Legia,6,16,3,4,2,2,"0,91","1,41","0,15","0,09",24%,28%,49%
28,Warta,Śląsk,8,13,4,1,3,0,"0,47","0,61","0,06","0,05",23%,44%,33%
28,Zagłębie,Górnik Z,10,13,4,6,0,2,"1,41","1,01","0,14","0,08",47%,27%,26%
28,Cracovia,Radomiak,16,9,7,1,3,0,"1,01","0,33","0,06","0,04",53%,35%,12%
28,Korona,Jagiellonia,23,15,8,5,2,1,"1,85","1,62","0,08","0,11",43%,23%,34%
28,Lechia,Pogoń,18,19,3,3,0,0,"1,41","1,46","0,08","0,08",36%,25%,38%
28,Piast,Wisła P,13,2,3,1,0,0,"0,78","0,08","0,06","0,04",52%,44%,3%
28,Raków,Widzew,13,8,2,2,2,0,"1,79","0,50","0,14","0,06",71%,21%,9%
28,Legia,Lech,8,8,4,4,2,2,"1,69","0,94","0,21","0,12",57%,24%,19%
28,Stal,Miedź,18,8,6,3,1,1,"0,91","0,31","0,05","0,04",50%,38%,12%
29,Wisła P,Jagiellonia,19,11,8,7,2,4,"2,63","1,50","0,14","0,14",63%,18%,19%
29,Warta,Legia,9,13,2,6,1,0,"0,66","1,09","0,07","0,08",22%,32%,46%
29,Lechia,Cracovia,8,16,4,7,1,2,"0,51","0,72","0,06","0,05",23%,41%,36%
29,Miedź,Raków,5,11,1,5,0,2,"0,14","1,49","0,03","0,14",3%,22%,75%
29,Pogoń,Stal,16,8,9,3,3,2,"3,20","2,70","0,20","0,34",49%,19%,32%
29,Korona,Zagłębie,13,14,6,6,2,2,"0,96","0,79","0,07","0,06",38%,33%,28%
29,Widzew,Piast,13,18,4,5,2,3,"1,46","1,54","0,11","0,09",36%,25%,39%
29,Górnik Z,Śląsk,15,8,5,4,2,0,"1,87","0,26","0,12","0,03",79%,17%,4%
29,Radomiak,Lech,6,16,2,5,1,1,"0,65","0,82","0,11","0,05",27%,37%,36%
30,Legia,Wisła P,16,4,6,3,2,0,"1,74","0,13","0,11","0,03",80%,18%,2%
30,Raków,Lechia,8,6,5,0,4,0,"1,45","0,29","0,18","0,05",70%,24%,6%
30,Jagiellonia,Warta,8,9,3,2,2,1,"0,44","0,48","0,05","0,05",24%,48%,27%
30,Zagłębie,Widzew,20,12,9,4,2,0,"1,04","1,48","0,05","0,12",26%,26%,48%
30,Piast,Pogoń,7,7,1,2,0,0,"0,98","0,24","0,14","0,03",56%,35%,8%
30,Śląsk,Radomiak,7,8,2,1,0,1,"0,26","0,52","0,04","0,06",14%,52%,34%
30,Stal,Korona,11,13,4,6,2,1,"1,20","0,97","0,11","0,07",42%,29%,29%
30,Lech,Górnik Z,14,9,3,4,0,1,"0,84","0,83","0,06","0,09",33%,34%,33%
30,Cracovia,Miedź,15,7,6,1,1,1,"1,04","0,84","0,07","0,12",39%,32%,29%
31,Jagiellonia,Śląsk,8,12,1,3,1,1,"1,22","0,75","0,15","0,06",48%,30%,22%
31,Górnik Z,Warta,12,7,6,2,2,0,"1,54","0,43","0,13","0,06",67%,24%,9%
