ZAWODNIK,KLUB,POZYCJA,MECZE w ESA,GOLE w ESA,gole/mecz,MECZE w KLUBIE,GOLE w KLUBIE,gole/mecz w klubie
Alan Czerwiński,Zagłębie,Obrońca,38,1,"0,026",38,1,"0,026"
Maciej Dąbrowski,Zagłębie,Obrońca,143,14,"0,098",45,4,"0,089"
Daniel Dziwniel,Zagłębie,Obrońca,79,2,"0,025",31,0,"0,000"
Ľubomír Guldan,Zagłębie,Obrońca,139,4,"0,029",139,4,"0,029"
Bartosz Kopacz,Zagłębie,Obrońca,69,5,"0,072",35,0,"0,000"
Damjan Bohar,Zagłębie,Pomocnik,6,0,"0,000",6,0,"0,000"
Filip Jagiełło,Zagłębie,Pomocnik,62,2,"0,032",62,2,"0,032"
Łukasz Janoszka,Zagłębie,Pomocnik,254,36,"0,142",98,13,"0,133"
Mateusz Matras,Zagłębie,Pomocnik,170,11,"0,065",7,0,"0,000"
Adam Matuszczyk,Zagłębie,Pomocnik,32,0,"0,000",32,0,"0,000"
Kamil Mazek,Zagłębie,Pomocnik,61,5,"0,082",15,2,"0,133"
Łukasz Moneta,Zagłębie,Pomocnik,53,3,"0,057",7,0,"0,000"
Patryk Mucha,Zagłębie,Pomocnik,1,0,"0,000",1,0,"0,000"
Dawid Pakulski,Zagłębie,Pomocnik,3,0,"0,000",3,0,"0,000"
Bartłomiej Pawłowski,Zagłębie,Pomocnik,121,13,"0,107",37,4,"0,108"
Władisław Sirotow,Zagłębie,Pomocnik,2,0,"0,000",2,0,"0,000"
Bartosz Slisz,Zagłębie,Pomocnik,5,0,"0,000",5,0,"0,000"
Filip Starzyński,Zagłębie,Pomocnik,172,39,"0,227",71,18,"0,254"
Jakub Tosik,Zagłębie,Pomocnik,192,10,"0,052",81,7,"0,086"
Paweł Żyra,Zagłębie,Pomocnik,15,0,"0,000",15,0,"0,000"
Jakub Mareš,Zagłębie,Napastnik,21,5,"0,238",21,5,"0,238"
Artur Siemaszko,Zagłębie,Napastnik,3,0,"0,000",3,0,"0,000"
Patryk Tuszyński,Zagłębie,Napastnik,100,31,"0,310",29,9,"0,310"
Dawid Kudła,Zagłębie S.,Bramkarz,47,0,"0,000",7,0,"0,000"
Matko Perdijić,Zagłębie S.,Bramkarz,40,0,"0,000",0,0,-
Mateusz Cichocki,Zagłębie S.,Obrońca,33,0,"0,000",2,0,"0,000"
Michael Heinloth,Zagłębie S.,Obrońca,6,0,"0,000",6,0,"0,000"
Arkadiusz Jędrych,Zagłębie S.,Obrońca,7,0,"0,000",7,0,"0,000"
Adam Kokoszka,Zagłębie S.,Obrońca,164,6,"0,037",3,0,"0,000"
Nuno Malheiro,Zagłębie S.,Obrońca,3,0,"0,000",3,0,"0,000"
Patrik Mráz,Zagłębie S.,Obrońca,137,8,"0,058",0,0,-
Piotr Polczak,Zagłębie S.,Obrońca,168,9,"0,054",7,0,"0,000"
Konrad Wrzesiński,Zagłębie S.,Obrońca,10,3,"0,300",7,3,"0,429"
Bartłomiej Babiarz,Zagłębie S.,Pomocnik,133,6,"0,045",3,0,"0,000"
Adam Banasiak,Zagłębie S.,Pomocnik,10,0,"0,000",4,0,"0,000"
Mello,Zagłębie S.,Pomocnik,2,0,"0,000",2,0,"0,000"
Sebastian Milewski,Zagłębie S.,Pomocnik,5,0,"0,000",5,0,"0,000"
Tomasz Nowak,Zagłębie S.,Pomocnik,150,5,"0,033",7,0,"0,000"
Szymon Pawłowski,Zagłębie S.,Pomocnik,254,48,"0,189",3,1,"0,333"
Callum Rzonca,Zagłębie S.,Pomocnik,3,0,"0,000",3,0,"0,000"
Žarko Udovičić,Zagłębie S.,Pomocnik,6,2,"0,333",6,2,"0,333"
Dejan Vokič,Zagłębie S.,Pomocnik,3,0,"0,000",3,0,"0,000"
Alexandre Cristóvão,Zagłębie S.,Napastnik,5,0,"0,000",5,0,"0,000"
Vamara Sanogo,Zagłębie S.,Napastnik,6,4,"0,667",6,4,"0,667"
Junior Torunarigha,Zagłębie S.,Napastnik,6,0,"0,000",6,0,"0,000"
