KOL,GOSP,GOŚĆ,ST GOSP,ST GOŚĆ,ST C GOSP,ST C GOŚĆ,G GOSP,G GOŚĆ,xG GOSP,xG GOŚĆ,xG/s gosp,xG/s gość,% GOSP,% REMIS,% GOŚĆ
6,Wisła K,Legia,12,13,5,3,1,0,"1,24","0,83","0,10","0,06",46%,30%,24%
7,Warta,Bruk-Bet,9,14,6,4,0,0,"0,39","0,46","0,04","0,03",22%,51%,27%
7,Cracovia,Górnik Z,15,9,5,3,2,2,"2,01","0,52","0,13","0,06",75%,18%,8%
7,Jagiellonia,Stal,11,9,4,2,1,1,"0,98","0,86","0,09","0,10",37%,33%,30%
7,Śląsk,Legia,15,9,5,3,1,0,"0,56","1,22","0,04","0,14",16%,30%,54%
7,Piast,Zagłębie,15,13,3,3,0,1,"1,23","1,32","0,08","0,10",34%,27%,39%
7,Wisła K,Lechia,20,13,8,5,2,2,"2,00","0,85","0,10","0,07",65%,21%,14%
7,Raków,Lech,14,13,6,6,2,2,"1,74","3,48","0,12","0,27",13%,14%,73%
7,Górnik Ł,Wisła P,17,8,5,2,3,2,"1,13","1,08","0,07","0,13",36%,30%,34%
7,Radomiak,Pogoń,20,12,4,5,1,1,"1,93","0,99","0,10","0,08",60%,22%,18%
8,Zagłębie,Bruk-Bet,18,19,5,7,2,1,"1,94","1,28","0,11","0,07",53%,22%,24%
8,Lech,Wisła K,19,11,11,0,5,0,"3,64","0,88","0,19","0,08",88%,8%,4%
8,Wisła P,Jagiellonia,10,10,6,3,3,0,"1,82","0,45","0,18","0,05",73%,19%,7%
8,Pogoń,Cracovia,16,6,3,3,1,0,"1,39","0,71","0,09","0,12",54%,28%,18%
8,Radomiak,Śląsk,17,14,4,4,1,1,"0,53","1,20","0,03","0,09",16%,31%,53%
8,Lechia,Piast,12,12,6,1,1,0,"1,19","0,71","0,10","0,06",48%,31%,22%
8,Stal,Raków,12,15,1,8,0,3,"0,56","0,82","0,05","0,05",23%,38%,39%
8,Górnik Z,Warta,19,6,4,1,1,0,"2,76","0,27","0,15","0,04",90%,8%,2%
8,Legia,Górnik Ł,20,13,10,3,2,1,"0,99","1,67","0,05","0,13",21%,24%,54%
9,Górnik Ł,Lechia,6,26,4,9,0,4,"1,18","2,85","0,20","0,11",12%,15%,73%
9,Jagiellonia,Lech,8,15,2,3,1,0,"0,93","1,35","0,12","0,09",25%,28%,47%
9,Stal,Radomiak,7,22,4,4,1,0,"1,29","1,45","0,18","0,07",34%,26%,40%
9,Warta,Zagłębie,21,12,7,5,0,2,"2,48","0,86","0,12","0,07",74%,16%,10%
9,Legia,Raków,15,12,6,5,2,3,"1,51","2,02","0,10","0,17",28%,22%,50%
9,Bruk-Bet,Górnik Z,10,20,3,5,3,1,"1,96","1,70","0,20","0,09",45%,23%,33%
9,Śląsk,Wisła P,15,12,3,4,3,1,"2,41","1,12","0,16","0,09",67%,18%,15%
9,Wisła K,Pogoń,8,14,2,3,0,1,"0,35","0,99","0,04","0,07",13%,36%,52%
9,Piast,Cracovia,5,11,3,8,2,4,"0,93","0,96","0,19","0,09",33%,32%,34%
4,Raków,Radomiak,19,14,6,4,2,2,"2,20","0,93","0,12","0,07",67%,19%,14%
10,Zagłębie,Jagiellonia,14,6,2,1,0,1,"0,67","0,61","0,05","0,10",31%,40%,28%
10,Piast,Wisła K,6,13,3,4,1,0,"0,25","0,89","0,04","0,07",10%,39%,51%
10,Radomiak,Bruk-Bet,25,8,8,1,1,1,"3,08","0,55","0,12","0,07",88%,9%,3%
10,Cracovia,Stal,12,8,2,6,2,3,"1,07","1,37","0,09","0,17",28%,28%,44%
10,Lech,Śląsk,15,9,9,2,4,0,"1,09","0,33","0,07","0,04",56%,33%,11%
10,Górnik Z,Wisła P,23,10,10,3,4,2,"2,50","1,48","0,11","0,15",61%,19%,20%
10,Raków,Warta,14,6,6,1,3,0,"1,35","0,36","0,10","0,06",63%,27%,9%
10,Pogoń,Górnik Ł,19,6,8,3,3,1,"1,80","0,30","0,09","0,05",76%,19%,5%
10,Lechia,Legia,22,10,9,4,3,1,"2,04","1,38","0,09","0,14",53%,22%,25%
11,Górnik Ł,Piast,9,8,4,1,1,1,"0,76","0,93","0,08","0,12",28%,34%,38%
11,Bruk-Bet,Lechia,13,13,2,5,0,2,"0,83","2,12","0,06","0,16",12%,19%,69%
11,Górnik Z,Wisła K,15,16,2,4,0,1,"1,32","1,00","0,09","0,06",44%,28%,28%
11,Śląsk,Raków,14,9,4,6,1,2,"0,52","1,49","0,04","0,17",12%,25%,63%
11,Wisła P,Pogoń,6,11,3,1,1,0,"0,54","0,96","0,09","0,09",20%,35%,45%
11,Cracovia,Warta,14,13,8,5,2,0,"1,08","0,92","0,08","0,07",39%,31%,30%
11,Legia,Lech,10,17,1,5,0,1,"0,95","2,41","0,10","0,14",12%,17%,71%
11,Stal,Zagłębie,15,13,8,5,4,1,"3,24","0,80","0,22","0,06",86%,9%,5%
11,Jagiellonia,Radomiak,18,10,8,3,1,1,"1,24","1,38","0,07","0,14",33%,27%,40%
12,Radomiak,Górnik Ł,16,11,8,1,3,1,"1,45","0,59","0,09","0,05",59%,27%,14%
12,Lech,Wisła P,26,5,13,2,4,1,"2,15","0,84","0,08","0,17",68%,20%,12%
12,Raków,Bruk-Bet,14,12,8,3,2,2,"2,66","1,95","0,19","0,16",54%,19%,26%
12,Lechia,Górnik Z,11,11,2,5,1,1,"0,75","1,38","0,07","0,13",20%,28%,53%
12,Pogoń,Jagiellonia,23,6,8,4,4,1,"3,62","1,24","0,16","0,21",83%,10%,7%
12,Wisła K,Śląsk,9,22,1,13,0,5,"0,46","3,61","0,05","0,16",1%,5%,93%
12,Zagłębie,Cracovia,14,7,3,5,1,1,"1,03","0,71","0,07","0,10",43%,33%,24%
12,Warta,Stal,9,8,2,3,0,0,"0,94","0,57","0,10","0,07",43%,36%,21%
12,Piast,Legia,15,19,7,4,4,1,"1,64","2,03","0,11","0,11",31%,22%,47%
13,Cracovia,Radomiak,13,15,5,8,1,2,"1,21","2,53","0,09","0,17",15%,18%,68%
13,Stal,Lech,5,29,1,8,0,0,"0,34","2,77","0,07","0,10",2%,9%,88%
13,Bruk-Bet,Śląsk,11,16,6,8,4,3,"1,59","1,50","0,14","0,09",40%,25%,35%
13,Warta,Lechia,7,22,1,7,0,1,"0,51","2,56","0,07","0,12",5%,12%,83%
13,Górnik Z,Zagłębie,11,13,4,4,0,0,"0,78","1,30","0,07","0,10",22%,29%,50%
13,Jagiellonia,Piast,18,12,7,3,3,3,"3,25","1,35","0,18","0,11",76%,13%,11%
13,Wisła P,Wisła K,12,13,7,3,2,0,"1,18","0,82","0,10","0,06",45%,30%,25%
13,Górnik Ł,Raków,5,21,1,5,0,0,"0,43","2,00","0,09","0,10",6%,18%,76%
13,Legia,Pogoń,20,10,8,7,0,2,"1,54","1,19","0,08","0,12",45%,26%,29%
14,Wisła P,Bruk-Bet,6,11,2,3,1,1,"0,72","1,24","0,12","0,11",21%,30%,49%
14,Śląsk,Jagiellonia,7,15,3,7,2,2,"1,05","1,15","0,15","0,08",33%,30%,37%
14,Piast,Warta,8,5,1,1,0,1,"0,34","0,93","0,04","0,19",12%,36%,52%
14,Radomiak,Górnik Z,13,12,2,1,1,0,"0,64","0,58","0,05","0,05",31%,41%,28%
14,Lechia,Zagłębie,16,15,6,5,2,1,"1,09","1,77","0,07","0,12",22%,24%,54%
14,Górnik Ł,Lech,5,26,1,10,1,1,"0,24","2,54","0,05","0,10",2%,10%,88%
14,Raków,Pogoń,8,13,2,5,0,0,"0,73","1,55","0,09","0,12",17%,26%,58%
14,Legia,Stal,29,6,7,4,1,3,"1,79","0,57","0,06","0,10",68%,22%,11%
14,Wisła K,Cracovia,10,13,2,7,1,0,"0,51","1,05","0,05","0,08",17%,34%,49%
15,Warta,Wisła P,18,5,4,3,0,2,"1,08","0,80","0,06","0,16",41%,32%,27%
15,Jagiellonia,Wisła K,17,5,10,3,3,1,"0,98","0,84","0,06","0,17",37%,33%,30%
15,Stal,Lechia,16,20,7,5,3,3,"2,18","1,63","0,14","0,08",51%,21%,28%
15,Lech,Piast,24,3,5,0,1,0,"1,60","0,20","0,07","0,07",75%,21%,4%
15,Bruk-Bet,Górnik Ł,13,17,2,7,1,1,"1,37","1,18","0,11","0,07",41%,27%,32%
15,Pogoń,Śląsk,20,4,10,2,2,1,"2,51","0,27","0,13","0,07",88%,10%,2%
15,Górnik Z,Legia,16,8,10,3,3,2,"3,05","0,99","0,19","0,12",81%,12%,7%
15,Zagłębie,Radomiak,21,10,2,5,0,2,"2,89","1,20","0,14","0,12",73%,15%,12%
15,Cracovia,Raków,10,15,4,6,1,0,"0,69","1,05","0,07","0,07",23%,33%,44%
16,Piast,Bruk-Bet,18,9,6,1,2,1,"1,12","1,27","0,06","0,14",32%,28%,40%
16,Wisła K,Radomiak,20,18,4,6,0,1,"2,29","1,81","0,11","0,10",49%,21%,30%
16,Górnik Ł,Górnik Z,6,18,2,7,1,2,"0,94","2,36","0,16","0,13",12%,18%,70%
16,Śląsk,Stal,14,11,4,3,2,1,"0,79","1,52","0,06","0,14",18%,26%,56%
16,Pogoń,Lechia,16,8,7,2,5,1,"3,49","0,68","0,22","0,08",90%,7%,3%
16,Raków,Zagłębie,14,7,7,0,4,0,"2,17","0,36","0,15","0,05",82%,14%,4%
16,Wisła P,Cracovia,17,12,5,6,2,1,"1,22","0,61","0,07","0,05",51%,30%,18%
16,Lech,Warta,18,11,6,5,2,0,"1,51","1,00","0,08","0,09",49%,26%,25%
16,Legia,Jagiellonia,15,9,4,4,1,0,"1,46","0,55","0,10","0,06",61%,26%,13%
17,Stal,Wisła P,6,15,3,6,2,1,"1,01","1,95","0,17","0,13",18%,22%,60%
17,Górnik Z,Śląsk,20,12,9,3,3,1,"1,84","0,49","0,09","0,04",71%,20%,9%
17,Bruk-Bet,Pogoń,13,12,6,7,1,3,"1,06","2,18","0,08","0,18",16%,20%,64%
17,Jagiellonia,Górnik Ł,11,10,3,3,1,2,"1,22","1,32","0,11","0,13",34%,27%,39%
17,Lechia,Raków,15,15,6,7,3,1,"1,34","0,89","0,09","0,06",47%,28%,24%
17,Zagłębie,Lech,7,29,2,9,2,3,"0,29","2,02","0,04","0,07",4%,16%,80%
17,Cracovia,Legia,9,13,3,5,1,0,"1,20","0,84","0,13","0,06",45%,30%,25%
17,Warta,Wisła K,13,9,4,6,1,1,"1,23","0,69","0,09","0,08",50%,30%,20%
18,Stal,Bruk-Bet,10,15,5,5,1,0,"0,70","2,31","0,07","0,15",8%,16%,75%
18,Raków,Piast,11,9,3,5,1,0,"0,96","0,71","0,09","0,08",40%,34%,26%
18,Radomiak,Lech,8,11,4,5,2,1,"1,33","1,32","0,17","0,12",37%,27%,36%
18,Zagłębie,Wisła K,24,16,7,7,2,1,"2,34","1,81","0,10","0,11",50%,20%,30%
18,Lechia,Jagiellonia,15,13,6,4,1,2,"1,63","1,55","0,11","0,12",40%,24%,36%
18,Cracovia,Górnik Ł,11,11,4,6,0,2,"0,72","0,96","0,07","0,09",26%,34%,40%
18,Wisła P,Legia,10,12,2,6,1,0,"0,58","1,36","0,06","0,11",15%,28%,57%
18,Górnik Z,Pogoń,16,8,4,2,1,2,"0,99","1,33","0,06","0,17",27%,28%,45%
18,Warta,Śląsk,10,12,6,2,2,1,"1,65","1,14","0,17","0,09",50%,25%,25%
17,Radomiak,Piast,12,11,5,2,2,2,"0,51","0,45","0,04","0,04",28%,47%,24%
5,Raków,Górnik Z,10,13,6,5,1,2,"0,71","0,98","0,07","0,08",25%,34%,41%
3,Legia,Zagłębie,16,9,8,2,4,0,"2,70","0,71","0,17","0,08",81%,13%,6%
19,Wisła K,Bruk-Bet,20,16,10,5,3,0,"1,31","1,56","0,07","0,10",31%,25%,43%
19,Wisła P,Lechia,10,13,5,3,1,0,"0,65","0,73","0,06","0,06",28%,39%,33%
19,Piast,Stal,16,10,5,4,1,1,"1,17","0,77","0,07","0,08",46%,31%,24%
19,Pogoń,Warta,7,5,2,3,1,1,"0,43","0,77","0,06","0,15",18%,40%,41%
19,Śląsk,Cracovia,10,11,1,7,0,2,"1,04","0,53","0,10","0,05",48%,34%,18%
19,Raków,Jagiellonia,18,11,9,3,5,0,"2,34","0,58","0,13","0,05",78%,15%,7%
19,Górnik Ł,Zagłębie,16,7,7,2,2,1,"2,70","0,46","0,17","0,07",86%,10%,3%
19,Lech,Górnik Z,21,7,7,3,2,1,"2,14","0,75","0,10","0,11",71%,19%,11%
19,Legia,Radomiak,12,13,4,9,0,2,"0,98","2,28","0,08","0,18",13%,18%,68%
20,Bruk-Bet,Jagiellonia,6,13,2,6,2,1,"1,67","1,57","0,28","0,12",41%,25%,34%
20,Zagłębie,Legia,12,6,6,2,1,2,"0,37","1,23","0,03","0,21",10%,29%,61%
20,Stal,Górnik Z,11,21,5,8,1,2,"2,26","2,19","0,21","0,10",41%,21%,38%
20,Piast,Pogoń,10,8,2,3,0,2,"0,60","0,74","0,06","0,09",26%,39%,35%
20,Lechia,Śląsk,20,8,8,3,2,0,"1,77","0,67","0,09","0,08",65%,23%,13%
20,Warta,Górnik Ł,17,3,4,1,1,1,"1,18","0,90","0,07","0,30",41%,31%,28%
20,Raków,Wisła K,24,7,10,1,2,0,"2,90","0,52","0,12","0,07",87%,10%,4%
20,Cracovia,Lech,8,15,4,8,3,3,"0,71","1,86","0,09","0,12",13%,21%,66%
20,Radomiak,Wisła P,18,12,8,3,1,1,"1,46","0,87","0,08","0,07",51%,27%,22%
21,Górnik Ł,Śląsk,12,22,6,8,0,1,"0,70","1,20","0,06","0,05",21%,30%,48%
21,Cracovia,Lechia,18,11,5,1,2,0,"1,84","0,36","0,10","0,03",75%,19%,6%
21,Wisła K,Stal,7,16,0,6,0,1,"0,16","0,98","0,02","0,06",6%,36%,58%
21,Radomiak,Raków,13,10,1,4,0,1,"0,94","0,83","0,07","0,08",36%,33%,30%
21,Lech,Bruk-Bet,17,7,11,1,5,0,"3,07","0,51","0,18","0,07",89%,8%,3%
21,Wisła P,Piast,11,16,4,7,0,2,"0,58","2,05","0,05","0,13",8%,18%,74%
21,Pogoń,Zagłębie,17,9,8,3,2,1,"2,02","0,69","0,12","0,08",70%,19%,11%
21,Legia,Warta,5,8,3,2,0,1,"0,26","2,30","0,05","0,29",2%,10%,88%
21,Górnik Z,Jagiellonia,19,10,9,5,1,2,"1,99","0,98","0,10","0,10",62%,21%,17%
22,Zagłębie,Wisła P,16,17,7,5,3,1,"1,71","0,88","0,11","0,05",58%,24%,18%
22,Stal,Pogoń,6,17,3,7,0,0,"0,42","1,70","0,07","0,10",8%,22%,70%
22,Jagiellonia,Cracovia,11,17,2,1,0,0,"0,41","1,11","0,04","0,07",13%,33%,54%
22,Śląsk,Piast,10,6,3,2,1,2,"1,18","1,20","0,12","0,20",35%,29%,36%
22,Bruk-Bet,Legia,8,12,2,4,0,0,"0,40","1,03","0,05","0,09",14%,34%,52%
22,Warta,Radomiak,12,12,5,5,3,1,"0,84","1,20","0,07","0,10",25%,30%,45%
22,Górnik Z,Raków,13,14,4,7,1,1,"1,27","2,13","0,10","0,15",21%,21%,58%
22,Lechia,Lech,8,18,2,6,1,0,"0,92","1,15","0,11","0,06",29%,30%,41%
22,Wisła K,Górnik Ł,13,8,2,1,0,0,"0,75","0,54","0,06","0,07",37%,40%,23%
23,Raków,Wisła P,16,7,8,2,2,0,"2,49","0,56","0,16","0,08",82%,13%,5%
23,Legia,Wisła K,17,5,5,1,2,1,"1,39","1,22","0,08","0,24",40%,27%,33%
23,Pogoń,Lech,7,7,2,5,0,3,"0,84","1,60","0,12","0,23",18%,25%,57%
23,Górnik Ł,Stal,7,23,4,3,2,0,"0,37","1,48","0,05","0,06",9%,25%,66%
23,Piast,Górnik Z,7,7,2,1,0,0,"0,39","0,47","0,06","0,07",22%,50%,28%
23,Jagiellonia,Warta,3,7,1,2,1,1,"0,15","1,36","0,05","0,19",4%,24%,72%
23,Radomiak,Lechia,9,11,6,2,2,0,"2,10","0,66","0,23","0,06",74%,18%,9%
23,Śląsk,Zagłębie,22,9,5,1,0,0,"1,48","1,05","0,07","0,12",47%,27%,26%
23,Cracovia,Bruk-Bet,14,7,4,2,1,2,"1,20","0,62","0,09","0,09",51%,31%,19%
24,Stal,Jagiellonia,12,11,3,2,1,1,"0,89","1,03","0,07","0,09",30%,32%,38%
24,Pogoń,Radomiak,15,3,7,0,4,0,"1,23","0,02","0,08","0,01",72%,28%,1%
24,Bruk-Bet,Warta,9,9,2,5,1,0,"0,93","1,39","0,10","0,15",24%,28%,48%
24,Zagłębie,Piast,8,9,3,3,0,0,"0,38","0,87","0,05","0,10",15%,38%,47%
24,Lechia,Wisła K,13,10,3,6,1,1,"0,99","1,17","0,08","0,12",30%,30%,40%
24,Wisła P,Górnik Ł,11,12,8,2,3,1,"1,35","0,43","0,12","0,04",61%,27%,11%
24,Górnik Z,Cracovia,12,4,4,0,3,0,"2,63","0,23","0,22","0,06",91%,8%,1%
24,Lech,Raków,16,5,2,2,0,1,"0,96","0,32","0,06","0,06",52%,37%,12%
24,Legia,Śląsk,14,6,2,0,1,0,"1,03","0,24","0,07","0,04",57%,35%,8%
25,Bruk-Bet,Zagłębie,11,9,5,3,0,2,"0,75","1,69","0,07","0,19",15%,23%,62%
25,Górnik Ł,Legia,6,11,2,4,0,1,"0,29","1,18","0,05","0,11",8%,31%,61%
25,Warta,Górnik Z,13,4,8,2,2,1,"0,92","0,37","0,07","0,09",49%,37%,14%
25,Piast,Lechia,9,9,3,4,1,0,"0,63","0,82","0,07","0,09",25%,37%,37%
25,Cracovia,Pogoń,11,8,3,3,1,1,"0,97","0,42","0,09","0,05",49%,36%,15%
25,Jagiellonia,Wisła P,15,21,4,6,0,1,"0,48","2,73","0,03","0,13",4%,10%,86%
25,Śląsk,Radomiak,9,7,1,3,0,0,"0,95","0,59","0,11","0,08",43%,35%,22%
25,Wisła K,Lech,9,15,3,3,1,1,"1,32","1,83","0,15","0,12",27%,24%,49%
25,Raków,Stal,17,9,6,2,2,1,"2,82","0,61","0,17","0,07",85%,11%,5%
5,Legia,Bruk-Bet,14,4,8,1,4,1,"1,55","0,30","0,11","0,07",71%,23%,6%
26,Zagłębie,Warta,13,15,2,7,0,4,"0,62","1,81","0,05","0,12",11%,21%,68%
26,Pogoń,Wisła K,17,9,6,2,2,1,"1,08","0,53","0,06","0,06",49%,33%,18%
26,Wisła P,Śląsk,13,12,3,5,1,2,"0,84","1,10","0,06","0,09",27%,31%,41%
26,Raków,Legia,14,5,4,2,1,1,"1,39","1,44","0,10","0,29",35%,27%,39%
26,Lechia,Górnik Ł,18,13,9,4,2,0,"2,24","0,92","0,12","0,07",68%,19%,13%
26,Lech,Jagiellonia,19,4,7,2,3,0,"2,38","0,33","0,13","0,08",85%,12%,3%
26,Radomiak,Stal,21,10,3,5,1,1,"2,04","0,72","0,10","0,07",69%,19%,11%
26,Cracovia,Piast,12,13,1,2,0,1,"0,66","1,09","0,05","0,08",22%,32%,46%
26,Górnik Z,Bruk-Bet,24,15,11,6,1,1,"1,86","2,92","0,08","0,19",21%,17%,61%
27,Stal,Cracovia,11,13,4,7,1,2,"1,23","2,33","0,11","0,18",17%,19%,63%
27,Śląsk,Lech,11,8,2,3,0,1,"0,47","0,54","0,04","0,07",24%,46%,29%
27,Warta,Raków,7,11,1,3,0,1,"0,35","0,72","0,05","0,07",16%,43%,41%
27,Górnik Ł,Pogoń,7,19,3,7,0,4,"0,39","1,93","0,06","0,10",6%,18%,76%
27,Legia,Lechia,16,12,8,4,2,1,"1,22","1,33","0,08","0,11",33%,27%,39%
27,Bruk-Bet,Radomiak,22,7,8,2,1,0,"3,58","1,11","0,16","0,16",84%,10%,6%
27,Jagiellonia,Zagłębie,15,10,6,1,2,1,"0,78","0,34","0,05","0,03",44%,41%,15%
27,Wisła K,Piast,19,13,6,6,2,2,"1,83","1,63","0,10","0,13",43%,23%,34%
27,Wisła P,Górnik Z,5,23,4,6,2,2,"0,63","2,12","0,13","0,09",9%,18%,73%
28,Zagłębie,Stal,15,13,9,4,3,1,"0,73","1,05","0,05","0,08",25%,33%,43%
28,Pogoń,Wisła P,19,8,9,5,1,2,"1,40","0,58","0,07","0,07",58%,27%,15%
28,Piast,Górnik Ł,13,7,6,2,1,0,"1,41","0,45","0,11","0,06",62%,27%,11%
28,Lech,Legia,12,3,3,1,1,1,"0,50","0,20","0,04","0,07",34%,54%,12%
28,Lechia,Bruk-Bet,17,8,6,0,2,0,"2,23","0,64","0,13","0,08",75%,17%,8%
28,Warta,Cracovia,12,11,2,2,1,0,"1,25","1,03","0,10","0,09",41%,29%,30%
28,Wisła K,Górnik Z,14,11,9,4,3,1,"1,79","0,52","0,13","0,05",70%,21%,9%
28,Raków,Śląsk,11,13,3,7,1,1,"0,93","2,35","0,08","0,18",12%,17%,71%
28,Radomiak,Jagiellonia,8,16,4,4,2,2,"0,51","1,45","0,06","0,09",12%,26%,62%
29,Górnik Ł,Radomiak,11,13,4,2,1,0,"0,59","1,27","0,05","0,10",17%,29%,54%
29,Stal,Warta,12,8,2,2,0,1,"0,51","0,79","0,04","0,10",21%,39%,40%
29,Bruk-Bet,Raków,9,11,2,5,0,3,"1,03","1,73","0,11","0,16",21%,24%,55%
29,Jagiellonia,Pogoń,7,15,1,7,1,2,"0,52","1,78","0,07","0,12",9%,21%,69%
29,Wisła P,Lech,3,22,0,8,0,1,"0,07","1,47","0,02","0,07",2%,23%,76%
29,Cracovia,Zagłębie,20,14,5,2,1,0,"1,97","0,73","0,10","0,05",68%,20%,12%
29,Śląsk,Wisła K,16,8,9,2,1,1,"1,56","1,24","0,10","0,16",44%,26%,30%
29,Górnik Z,Lechia,15,16,3,7,1,3,"1,58","2,39","0,11","0,15",24%,20%,57%
29,Legia,Piast,14,12,1,4,0,1,"1,71","0,73","0,12","0,06",62%,23%,15%
31,Lech,Górnik Ł,31,12,13,4,3,0,"2,52","0,33","0,08","0,03",86%,11%,3%
31,Pogoń,Raków,16,10,6,5,1,2,"1,33","0,86","0,08","0,09",48%,28%,24%
30,Radomiak,Cracovia,12,5,1,2,0,1,"0,49","0,16","0,04","0,03",35%,56%,9%
30,Zagłębie,Górnik Z,21,14,5,6,2,4,"1,83","1,38","0,09","0,10",48%,23%,29%
30,Śląsk,Bruk-Bet,10,15,2,4,0,3,"0,63","1,73","0,06","0,12",12%,23%,65%
