ZAWODNIK,KLUB,MECZE,PEŁNE,"W 1. ""11""",Z ŁAWKI,"W ""18""",CZAS
Filip Piszczek,Cracovia,15,1,4,11,20,501
Rafael Lopes,Cracovia,35,29,33,2,36,3010
Rubio,Cracovia,2,0,0,2,10,48
Sebastian Strózik,Cracovia,7,0,0,7,23,131
Tomas Vestenicky,Cracovia,15,0,7,8,29,604
Martin Chudy,Górnik,37,37,37,0,37,3330
Dawid Kudła,Górnik,0,0,0,0,26,0
Tomasz Loska,Górnik,0,0,0,0,10,0
Bartosz Neugebauer,Górnik,0,0,0,0,3,0
Adam Orn Arnarson,Górnik,0,0,0,0,11,0
Paweł Bochniewicz,Górnik,33,33,33,0,35,2970
Adrian Gryszkiewicz,Górnik,1,1,1,0,22,90
Erik Janza,Górnik,36,33,35,1,36,3090
Michał Koj,Górnik,10,5,5,5,32,555
Bartłomiej Eizenchart,Górnik,0,0,0,0,4,0
Aleksander Paluszek,Górnik,2,0,2,0,7,139
Boris Sekulić,Górnik,21,21,21,0,21,1890
Stavros Vassilantonopoulos,Górnik,11,10,11,0,12,958
Przemysław Wiśniewski,Górnik,35,35,35,0,35,3150
Maciej Ambrosiewicz,Górnik,1,0,0,1,3,21
Ishmael Baidoo,Górnik,6,0,2,4,14,215
Filip Bainović,Górnik,20,5,10,10,28,1017
Juan Bauza,Górnik,6,0,3,3,12,241
Jesus Jimenez,Górnik,37,33,36,1,37,3250
David Kopacz,Górnik,24,3,12,12,32,1044
Erik Jirka,Górnik,17,6,16,1,17,1406
Alasana Manneh,Górnik,24,5,17,7,27,1426
Mateusz Matras,Górnik,22,7,15,7,30,1382
Szymon Matuszek,Górnik,21,9,14,7,36,1163
Roman Prochazka,Górnik,14,10,13,1,14,1146
Michał Rostkowski,Górnik,1,0,0,1,13,10
Daniel Ściślak,Górnik,22,3,12,10,32,1152
Kamil Zapolnik,Górnik,17,2,11,6,22,940
Igor Angulo,Górnik,36,29,33,3,36,3035
Giorgos Giakoumakis,Górnik,12,5,9,3,12,807
Piotr Krawczyk,Górnik,12,0,5,7,30,363
Kamil Lukoszek,Górnik,0,0,0,0,1,0
Dariusz Pawłowski,Górnik,4,3,3,1,12,302
Adam Ryczkowski,Górnik,7,0,1,6,12,108
Łukasz Wolsztyński,Górnik,26,2,15,11,26,1391
Xavier Dziekoński,Jagiellonia,2,2,2,0,7,180
Hubert Gostomski,Jagiellonia,0,0,0,0,6,0
Dejan Iliev,Jagiellonia,4,4,4,0,4,360
Grzegorz Sandomierski,Jagiellonia,5,5,5,0,15,450
Krševan Santini,Jagiellonia,0,0,0,0,5,0
Damian Węglarz,Jagiellonia,26,26,26,0,37,2340
Zoran Arsenić,Jagiellonia,30,26,27,3,32,2460
Wojciech Błyszko,Jagiellonia,3,3,3,0,10,270
Bodvar Bodvarsson,Jagiellonia,11,10,11,0,27,959
Guilherme Sitya,Jagiellonia,13,13,13,0,19,1170
Andrej Kadlec,Jagiellonia,18,13,16,2,36,1474
Bartosz Kwiecień,Jagiellonia,13,5,6,7,17,658
Nemanja Mitrović,Jagiellonia,3,3,3,0,6,270
Paweł Olszewski,Jagiellonia,1,0,0,1,11,37
Ivan Runje,Jagiellonia,28,26,27,1,29,2436
Dawid Szymonowicz,Jagiellonia,7,4,4,3,17,450
Bogdan Tiru,Jagiellonia,11,9,11,0,12,866
Bartłomiej Wdowik,Jagiellonia,8,2,3,5,17,357
Jakub Wójcicki,Jagiellonia,27,24,27,0,33,2314
Ariel Borysiuk,Jagiellonia,13,4,8,5,14,746
Juan Camara,Jagiellonia,25,2,13,12,30,1320
Ołeh Horin,Jagiellonia,1,0,0,1,6,33
Jesus Imaz,Jagiellonia,35,18,31,4,37,2654
Martin Kostal,Jagiellonia,14,0,4,10,21,497
Maciej Makuszewski,Jagiellonia,13,3,12,1,14,889
Przemysław Mystkowski,Jagiellonia,15,1,6,9,22,618
Mikołaj Nawrocki,Jagiellonia,1,0,0,1,8,2
Marko Poletanović,Jagiellonia,8,0,2,6,13,205
Martin Pospisil,Jagiellonia,35,30,35,0,35,3061
Tomas Prikryl,Jagiellonia,31,7,23,8,34,1941
Taras Romanczuk,Jagiellonia,35,35,35,0,35,3150
Mile Savković,Jagiellonia,3,0,0,3,13,41
Karol Struski,Jagiellonia,2,0,0,2,21,41
Mikołaj Wasilewski,Jagiellonia,3,0,0,3,7,5
Bartosz Bida,Jagiellonia,25,7,19,6,29,1656
Patryk Klimala,Jagiellonia,17,4,12,5,17,1072
Ognjen Mudrinski,Jagiellonia,12,1,4,8,15,320
Jakov Puljić,Jagiellonia,16,7,15,1,16,1236
Aleksander Stawiarz,Jagiellonia,1,0,0,1,2,14
Krzysztof Toporkiewicz,Jagiellonia,2,0,0,2,9,10
Marek Kozioł,Korona,29,28,29,0,31,2590
Luka Kukić,Korona,0,0,0,0,14,0
Jakub Osobiński,Korona,2,1,1,1,14,110
Paweł Sokół,Korona,7,7,7,0,15,630
Daniel Dziwniel,Korona,10,10,10,0,17,900
Michael Gardawski,Korona,25,19,24,1,26,2082
Adnan Kovacević,Korona,34,32,34,0,35,3057
Ivan Marquez,Korona,24,22,23,1,24,2090
Nemanja Miletić,Korona,2,2,2,0,4,180
Piotr Pierzchała,Korona,5,3,4,1,13,301
Radosław Seweryś,Korona,1,1,1,0,2,90
Mateusz Spychała,Korona,24,20,22,2,31,2039
Grzegorz Szymusik,Korona,19,15,17,2,29,1501
Themistoklis Tzimopoulos,Korona,18,14,15,3,36,1353
Dawid Więckowski,Korona,0,0,0,0,4,0
Wato Arweladze,Korona,4,0,3,1,11,177
Marcin Cebula,Korona,26,7,24,2,27,1818
Bojan Cecarić,Korona,7,3,6,1,9,447
Wiktor Długosz,Korona,3,0,0,3,6,42
Petteri Forsell,Korona,14,11,14,0,16,1227
Jakub Górski,Korona,2,0,0,2,7,53
Ognjen Gnjatić,Korona,26,20,26,0,29,2120
Ivan Jukić,Korona,9,2,4,5,15,393
Iwo Kaczmarski,Korona,4,1,1,3,13,149
Jacek Kiełb,Korona,14,7,10,4,16,921
Łukasz Kosakiewicz,Korona,1,0,0,1,1,17
Andres Lioi,Korona,13,1,9,4,25,702
Dawid Lisowski,Korona,7,0,2,5,17,207
Bartosz Prętnik,Korona,0,0,0,0,4,0
Matej Pućko,Korona,28,14,19,9,31,1781
Oskar Sewerzyński,Korona,0,0,0,0,5,0
Oktawian Skrzecz,Korona,2,0,1,1,5,77
Daniel Szelągowski,Korona,5,3,3,2,10,313
Milan Radin,Korona,27,11,18,9,29,1771
D'sean Theobalds,Korona,2,0,1,1,10,64
Rodrigo Zalazar,Korona,8,0,3,5,16,335
Jakub Żubrowski,Korona,28,23,27,1,29,2360
Uros Duranović,Korona,20,3,8,12,26,888
Erik Pacinda,Korona,21,7,17,4,25,1442
Michal Papadopulos,Korona,27,5,18,9,33,1653
Mateusz Sowiński,Korona,2,0,0,2,6,44
Michał Żyro,Korona,13,2,4,9,20,488
Miłosz Mleczko,Lech,1,1,1,0,19,90
Karol Szymański,Lech,2,2,2,0,21,180
Mickey van der Hart,Lech,34,34,34,0,34,3060
Bohdan Butko,Lech,10,9,10,0,14,886
Dorde Crnomarković,Lech,26,21,23,3,35,2179
Tomasz Dejewski,Lech,8,5,5,3,21,517
Robert Gumny,Lech,21,18,19,2,24,1720
Wołodymyr Kostewycz,Lech,27,24,26,1,35,2302
Tymoteusz Puchacz,Lech,35,14,30,5,36,2536
Thomas Rogne,Lech,20,15,19,1,23,1582
Lubomir Satka,Lech,31,31,31,0,34,2790
Tomasz Cywka,Lech,0,0,0,0,12,0
Darko Jevtić,Lech,19,8,16,3,19,1415
Kamil Jóźwiak,Lech,35,25,33,2,35,2924
Jakub Kamiński,Lech,24,9,17,7,28,1516
Juliusz Letniowski,Lech,5,0,0,5,20,54
Maciej Makuszewski,Lech,5,0,1,4,14,138
Filip Marchwiński,Lech,20,2,3,17,29,607
Jakub Moder,Lech,26,12,15,11,34,1500
Karlo Muhar,Lech,29,11,27,2,36,2138
Dani Ramirez,Lech,16,7,16,0,16,1248
Michał Skóraś,Lech,5,0,0,5,13,96
Mateusz Skrzypczak,Lech,2,0,1,1,21,64
Pedro Tiba,Lech,32,26,31,1,32,2763
Joao Amaral,Lech,15,1,10,5,20,832
Christian Gytkjaer,Lech,34,20,31,3,35,2734
Tymoteusz Klupś,Lech,3,0,1,2,6,56
Filip Szymczak,Lech,4,0,0,4,8,38
Paweł Tomczyk,Lech,15,1,2,13,19,299
Timur Żamaletdinow,Lech,11,0,3,8,27,317
Zlatan Alomerović,Lechia,7,7,7,0,36,630
Dusan Kuciak,Lechia,30,30,30,0,35,2700
Maciej Woźniak,Lechia,0,0,0,0,3,0
Błażej Augustyn,Lechia,12,12,12,0,13,1080
Adam Chrzanowski,Lechia,2,1,1,1,18,93
Filip Dymerski,Lechia,1,0,0,1,13,1
Karol Fila,Lechia,31,24,30,1,33,2534
Rafał Kobryń,Lechia,7,7,7,0,18,630
Mario Maloca,Lechia,27,23,24,3,30,2211
Filip Mladenović,Lechia,25,24,24,1,26,2195
Michał Nalepa II,Lechia,34,33,34,0,35,3031
Rafał Pietrzak,Lechia,11,8,10,1,13,884
Kristers Tobers,Lechia,10,9,10,0,14,855
Conrado,Lechia,12,1,7,5,13,593
Maciej Gajos,Lechia,30,13,22,8,37,1960
Jakub Kałuziński,Lechia,3,0,3,0,12,204
Lukas Haraslin,Lechia,18,4,16,2,18,1292
Egzon Kryeziu,Lechia,2,2,2,0,4,180
Jarosław Kubicki,Lechia,27,21,23,4,28,2148
Patryk Lipski,Lechia,17,6,11,6,32,1040
Daniel Łukasik,Lechia,15,11,12,3,19,1153
Tomasz Makowski,Lechia,28,20,22,6,36,2070
Jaroslav Mihalik,Lechia,17,2,12,5,23,955
Adrian Petk,Lechia,0,0,0,0,1,0
Egy Maulana Vikri,Lechia,1,0,1,0,20,45
Flavio Paixao,Lechia,31,19,20,11,37,1981
Sławomir Peszko,Lechia,18,0,13,5,19,1041
Kenny Saief,Lechia,11,0,3,8,11,400
Mateusz Sopoćko,Lechia,0,0,0,0,3,0
Żarko Udovicić,Lechia,9,3,8,1,10,662
Kacper Urbański,Lechia,3,0,2,1,11,128
Rafał Wolski,Lechia,16,0,8,8,19,740
Marcel Wszołek,Lechia,0,0,0,0,1,0
Paweł Żuk,Lechia,2,0,1,1,12,93
Jakub Arak,Lechia,7,0,0,7,11,85
Omran Haydary,Lechia,7,1,4,3,12,372
Kacper Sezonienko,Lechia,0,0,0,0,1,0
Artur Sobiech,Lechia,18,11,15,3,18,1278
Ze Gomes,Lechia,12,0,6,6,15,478
Łukasz Zwoliński,Lechia,13,5,7,6,15,797
Mateusz Żukowski,Lechia,0,0,0,0,4,0
Radosław Cierzniak,Legia,3,3,3,0,30,270
Radosław Majecki,Legia,33,33,33,0,33,2970
Wojciech Muzyk,Legia,1,1,1,0,11,90
Inaki Astiz,Legia,6,5,5,1,23,451
Artur Jędrzejczyk,Legia,29,29,29,0,31,2610
Michał Karbownik,Legia,28,25,26,2,32,2370
Igor Lewczuk,Legia,26,20,24,2,30,2136
Ariel Mosór,Legia,2,0,1,1,3,70
Nikodem Niski,Legia,0,0,0,0,2,0
Ivan Obradović,Legia,0,0,0,0,3,0
William Remy,Legia,5,1,1,4,12,148
Luis Rocha,Legia,13,6,9,4,32,805
Paweł Stolarski,Legia,13,10,12,1,32,1056
Marko Vesović,Legia,22,17,21,1,23,1836
Mateusz Wieteska,Legia,28,23,24,4,35,2185
Salvador Agra,Legia,2,0,1,1,8,89
Domagoj Antolić,Legia,32,24,31,1,33,2689
Cafu,Legia,6,1,4,2,10,281
Mateusz Cholewiak,Legia,14,5,5,9,17,655
Radosław Cielemęcki,Legia,2,0,2,0,5,161
Mateusz Grudziński,Legia,1,0,0,1,1,11
Walerian Gwilia,Legia,35,17,24,11,35,2308
Tomasz Jodłowiec,Legia,4,1,3,1,6,239
Kacper Kostorz,Legia,3,0,0,3,8,40
Luquinhas,Legia,35,14,34,1,35,2716
Łukasz Łakomy,Legia,0,0,0,0,1,0
Andre Martins,Legia,32,18,28,4,33,2322
Dominik Nagy,Legia,9,3,4,5,11,421
Arvydas Novikovas,Legia,17,7,13,4,23,1081
Mateusz Praszelik,Legia,5,0,2,3,22,182
Piotr Pyrdoł,Legia,2,0,1,1,13,72
Bartosz Slisz,Legia,7,3,3,4,11,411
Paweł Wszołek,Legia,25,18,23,2,25,2028
Carlitos,Legia,2,0,0,2,5,51
Jose Kante,Legia,23,4,14,9,23,1268
Sandro Kulenović,Legia,3,1,2,1,5,190
Jarosław Niezgoda,Legia,18,3,13,5,20,1065
Tomas Pekhart,Legia,11,3,7,4,13,643
Maciej Rosołek,Legia,14,1,3,11,20,402
Vamara Sanogo,Legia,2,0,0,2,5,48
Damian Warchoł,Legia,1,0,0,1,2,28
Szymon Włodarczyk,Legia,2,0,1,1,3,95
Dawid Arndt,ŁKS,2,2,2,0,10,180
Aleksander Bobek,ŁKS,0,0,0,0,1,0
Dominik Budzyński,ŁKS,1,1,1,0,28,90
Michał Kołba,ŁKS,7,7,7,0,7,630
Arkadiusz Malarz,ŁKS,27,27,27,0,28,2430
Artur Bogusz,ŁKS,12,10,10,2,26,931
Maciej Dampc,ŁKS,0,0,0,0,4,0
Maciej Dąbrowski,ŁKS,15,12,15,0,16,1250
Jan Grzesik,ŁKS,30,25,29,1,34,2550
Kamil Juraszek,ŁKS,9,7,8,1,19,652
Adrian Klimczak,ŁKS,21,17,19,2,24,1693
Carlos Moros Gracia,ŁKS,16,15,15,1,17,1370
Kamil Rozmus,ŁKS,3,2,2,1,13,181
Maksymilian Rozwandowicz,ŁKS,18,15,17,1,30,1593
Jan Sobociński,ŁKS,27,22,25,2,34,2285
Tadej Vidmajer,ŁKS,8,5,7,1,14,602
Patryk Bryła,ŁKS,9,0,5,4,14,375
Antonio Dominguez,ŁKS,13,2,7,6,16,610
Ricardo Guima,ŁKS,25,15,21,4,27,1888
Bartłomiej Kalinkowski,ŁKS,13,4,10,3,20,796
Mieszko Lorenc,ŁKS,0,0,0,0,4,0
Wojciech Łuczak,ŁKS,4,1,2,2,7,201
Łukasz Piątek,ŁKS,22,16,17,5,33,1636
Pirulo,ŁKS,32,15,21,11,36,1995
Piotr Pyrdoł,ŁKS,10,0,5,5,18,505
Dani Ramirez,ŁKS,20,15,20,0,20,1737
Adam Ratajczyk,ŁKS,18,9,12,6,27,1187
Przemysław Sajdak,ŁKS,7,0,4,3,22,289
Artur Sójka,ŁKS,0,0,0,0,2,0
Dragoljub Srnić,ŁKS,22,16,19,3,29,1690
Michał Trąbka,ŁKS,30,15,24,6,36,2114
Maciej Wolski,ŁKS,27,11,22,5,32,1815
Samu Corral,ŁKS,12,4,7,5,12,654
Rafał Kujawa,ŁKS,15,5,7,8,16,715
Jewhen Radionow,ŁKS,2,0,0,2,2,35
Łukasz Sekulski,ŁKS,21,2,11,10,29,1057
Jakub Wróbel,ŁKS,14,2,9,5,16,761
Patryk Królczyk,Piast,0,0,0,0,1,0
Frantisek Plach,Piast,37,37,37,0,37,3330
Jakub Szmatuła,Piast,0,0,0,0,36,0
Damian Byrtek,Piast,1,0,0,1,2,12
Jakub Czerwiński,Piast,19,19,19,0,19,1710
Tomas Huk,Piast,14,9,11,3,35,988
Mikkel Kirkeskov,Piast,36,36,36,0,36,3240
Martin Konczkowski,Piast,23,12,17,6,29,1492
Uros Korun,Piast,35,35,35,0,37,3150
Piotr Malarczyk,Piast,11,11,11,0,23,990
Tomasz Mokwa,Piast,7,3,3,4,27,335
Marcin Pietrowski,Piast,4,4,4,0,16,360
Bartosz Rymaniak,Piast,23,18,21,2,33,1778
Tiago Alves,Piast,10,0,1,9,21,212
Gerard Badia,Piast,25,2,15,10,29,1349
Remigiusz Borkała,Piast,1,0,0,1,28,13
Patryk Dziczek,Piast,3,2,3,0,3,262
Denis Gojko,Piast,0,0,0,0,4,0
Tom Hateley,Piast,33,31,32,1,34,2868
Jakub Holubek,Piast,5,1,3,2,27,265
Aleksander Jagiełło,Piast,0,0,0,0,4,0
Tomasz Jodłowiec,Piast,22,5,11,11,27,1070
Sebastian Milewski,Piast,33,19,31,2,36,2698
Patryk Sokołowski,Piast,35,19,29,6,36,2572
Joel Valencia,Piast,1,0,1,0,1,72
Kristopher Vida,Piast,12,4,10,2,13,791
Dani Aquino,Piast,1,0,0,1,1,24
Jorge Felix,Piast,33,27,33,0,33,2914
Tymoteusz Klupś,Piast,2,0,0,2,8,16
Karol Stanek,Piast,0,0,0,0,5,0
Piotr Parzyszek,Piast,37,1,35,2,37,2477
Dominik Steczyk,Piast,18,1,3,15,29,463
Patryk Tuszyński,Piast,31,2,6,25,31,1004
Jakub Bursztyn,Pogoń,0,0,0,0,37,0
Dante Stipica,Pogoń,37,37,37,0,37,3330
Jakub Bartkowski,Pogoń,25,21,22,3,33,2048
Igor Łasicki,Pogoń,11,7,7,4,26,752
Mariusz Malec,Pogoń,8,7,7,1,13,653
Hubert Matynia,Pogoń,25,21,24,1,34,2058
Ricardo Nunes,Pogoń,15,11,14,1,26,1292
David Stec,Pogoń,23,13,19,4,30,1605
Kryspin Szcześniak,Pogoń,0,0,0,0,5,0
Kostas Triantafyllopoulos,Pogoń,32,30,31,1,34,2817
Benedikt Zech,Pogoń,31,29,31,0,31,2683
Damian Dąbrowski,Pogoń,26,17,21,5,32,1865
Kamil Drygas,Pogoń,13,2,8,5,13,782
Iker Guarrotxena,Pogoń,6,0,2,4,11,160
Santeri Hostikka,Pogoń,27,2,16,11,35,1377
Sebastian Kowalczyk,Pogoń,35,31,34,1,35,3023
Kacper Kozłowski,Pogoń,3,0,0,3,11,30
Zvonimir Kozulj,Pogoń,22,11,21,1,23,1782
Marcin Listkowski,Pogoń,32,10,23,9,36,2033
Damian Pawłowski,Pogoń,0,0,0,0,3,0
Tomas Podstawski,Pogoń,27,15,23,4,34,1907
Kacper Smoliński,Pogoń,3,0,0,3,14,58
Srdan Spiridonović,Pogoń,23,6,18,5,25,1549
Błażej Starzycki,Pogoń,0,0,0,0,1,0
Hubert Turski,Pogoń,8,0,1,7,11,242
Marcel Wędrychowski,Pogoń,2,0,0,2,14,61
Soufian Benyamina,Pogoń,10,0,1,9,19,152
Adam Buksa,Pogoń,18,10,18,0,18,1541
Paweł Cibicki,Pogoń,14,4,8,6,16,855
Adam Frączczak,Pogoń,19,4,8,11,25,811
Michalis Manias,Pogoń,14,1,7,7,35,560
Maciej Żurawski,Pogoń,9,2,6,3,15,478
Michał Gliwa,Raków,13,13,13,0,32,1170
Dawid Pietrzkiewicz,Raków,0,0,0,0,4,0
Jakub Szumski,Raków,24,24,24,0,36,2160
Kacper Trelowski,Raków,0,0,0,0,2,0
Emir Azemović,Raków,12,5,10,2,18,817
Jarosław Jach,Raków,24,21,22,2,28,1970
Arkadiusz Kasperkiewicz,Raków,5,4,5,0,6,432
Kamil Kościelny,Raków,17,14,16,1,31,1415
Andrzej Niewulis,Raków,1,1,1,0,9,90
Tomas Petrasek,Raków,34,34,34,0,34,3060
Kamil Piątkowski,Raków,24,14,18,6,37,1622
Dawid Szymonowicz,Raków,13,8,8,5,20,786
Jakub Apolinarski,Raków,5,0,4,1,14,275
Rusłan Babenko,Raków,22,10,15,7,37,1382
Daniel Bartl,Raków,28,3,18,10,28,1616
Jakub Bator,Raków,1,0,0,1,7,11
Maciej Domański,Raków,5,0,2,3,18,164
Mateusz Kaczmarek,Raków,1,0,0,1,7,33
Patryk Kun,Raków,21,13,16,5,28,1462
Ben Lederman,Raków,6,0,1,5,11,190
Andrija Luković,Raków,7,3,4,3,20,370
Piotr Malinowski,Raków,20,4,9,11,25,884
Daniel Mikołajewski,Raków,8,7,8,0,17,693
Bryan Nouvier,Raków,10,2,5,5,16,466
Przemysław Oziębała,Raków,6,1,1,5,11,126
Marko Poletanović,Raków,5,0,4,1,10,242
Igor Sapała,Raków,34,25,34,0,34,2954
Petr Schwarz,Raków,34,28,34,0,35,2902
Michał Skóraś,Raków,15,4,5,10,19,608
Miłosz Szczepański,Raków,25,6,21,4,25,1830
David Tijanić,Raków,11,5,10,1,15,845
Fran Tudor,Raków,16,11,14,2,16,1245
Felicio Brown Forbes,Raków,27,13,21,6,28,1950
Aleksandyr Kolew,Raków,6,1,2,4,12,216
Szymon Lewicki,Raków,1,0,0,1,2,5
Sebastian Musiolik,Raków,35,22,28,7,37,2612
Daniel Kajzer,Śląsk,0,0,0,0,35,0
Matus Putnocky,Śląsk,37,37,37,0,37,3330
Dariusz Szczerbal,Śląsk,0,0,0,0,2,0
Łukasz Broź,Śląsk,15,14,15,0,15,1343
Piotr Celeban,Śląsk,7,6,6,1,26,585
Guillermo Cotugno,Śląsk,3,1,3,0,8,248
Kamil Dankowski,Śląsk,10,7,7,3,29,669
Wojciech Golla,Śląsk,19,19,19,0,19,1710
Mateusz Hołownia,Śląsk,5,1,1,4,16,113
Mateusz Maćkowiak,Śląsk,0,0,0,0,3,0
Mariusz Pawelec,Śląsk,2,1,1,1,29,97
Konrad Poprawa,Śląsk,0,0,0,0,2,0
Israel Puerto,Śląsk,32,29,32,0,32,2809
Dino Stiglec,Śląsk,34,33,34,0,36,3050
Mark Tamas,Śląsk,13,13,13,0,15,1170
Przemysław Bargiel,Śląsk,0,0,0,0,5,0
Bartosz Boruń,Śląsk,0,0,0,0,8,0
Mateusz Cholewiak,Śląsk,16,2,5,11,18,606
Michał Chrapek,Śląsk,32,11,29,3,33,2353
Damian Gąska,Śląsk,18,0,2,16,32,319
Jakub Łabojko,Śląsk,33,23,26,7,36,2468
Adrian Łyszczarz,Śląsk,4,0,1,3,12,72
Filip Marković,Śląsk,19,1,9,10,23,926
Krzysztof Mączyński,Śląsk,29,24,29,0,29,2543
Lubambo Musonda,Śląsk,25,15,22,3,32,1928
Maciej Pałaszewski,Śląsk,0,0,0,0,2,0
Robert Pich,Śląsk,36,15,32,4,36,2728
Przemysław Płacheta,Śląsk,35,16,35,0,35,3032
Mateusz Radecki,Śląsk,2,0,0,2,2,39
Mathieu Scalet,Śląsk,1,0,1,0,3,78
Marcin Szpakowski,Śląsk,1,0,0,1,6,12
Diego Zivulić,Śląsk,19,13,15,4,27,1344
Sebastian Bergier,Śląsk,11,0,0,11,16,82
Erik Exposito,Śląsk,35,13,29,6,35,2294
Filip Raicević,Śląsk,6,0,3,3,10,318
Piotr Samiec-Talar,Śląsk,11,0,0,11,21,143
Daniel Szczepan,Śląsk,7,0,1,6,14,197
Kamil Broda,Wisła K,0,0,0,0,1,0
Michał Buchalik,Wisła K,31,31,31,0,37,2790
Mateusz Lis,Wisła K,6,6,6,0,37,540
Jakub Bartosz,Wisła K,1,0,0,1,3,2
Łukasz Burliga,Wisła K,13,7,10,3,19,920
Marcin Grabowski,Wisła K,2,1,1,1,10,109
Hebert,Wisła K,10,8,9,1,11,804
Mateusz Hołownia,Wisła K,9,4,7,2,12,543
Daniel Hoyo-Kowalski,Wisła K,1,0,1,0,6,63
Rafał Janicki,Wisła K,34,31,33,1,35,2957
Lukas Klemenz,Wisła K,33,30,33,0,35,2823
David Niepsuj,Wisła K,22,17,20,2,26,1774
Maciej Sadlok,Wisła K,35,30,32,3,35,2897
Dawid Szot,Wisła K,5,2,3,2,25,313
Serafin Szota,Wisła K,0,0,0,0,14,0
Marcin Wasilewski,Wisła K,15,7,7,8,36,814
Vullnet Basha,Wisła K,27,16,26,1,28,2181
Jakub Błaszczykowski,Wisła K,22,15,19,3,22,1690
Rafał Boguski,Wisła K,26,14,19,7,35,1750
Chuca,Wisła K,25,1,12,13,35,1138
Kacper Duda,Wisła K,0,0,0,0,4,0
Emmanuel Kumah,Wisła K,1,0,0,1,5,10
Nikola Kuveljić,Wisła K,12,6,7,5,16,662
Michał Mak,Wisła K,21,9,19,2,26,1460
Daniel Morys,Wisła K,1,0,0,1,2,3
Damian Pawłowski,Wisła K,10,3,8,2,21,753
Patryk Plewka,Wisła K,0,0,0,0,5,0
