ZAWODNIK,KLUB,FAULE,FAULOWANY,SPALONE
Vukan Savicević,Wisła Kraków,43,28,1
Tomasz Makowski,Lechia Gdańsk,43,26,1
David Jablonsky,Cracovia,43,24,2
Luquinhas,Legia Warszawa,42,108,4
Piotr Parzyszek,Piast Gliwice,42,58,12
Jan Grzesik,Cracovia,42,49,3
Tomas Podstawski,Pogoń Szczecin,42,24,0
Pirulo,ŁKS Łódź,41,47,11
Jan Sobociński,ŁKS Łódź,41,45,1
Damian Zbozień,Arka Gdynia,41,10,3
Jorge Felix,Piast Gliwice,40,92,9
Patryk Sokołowski,Piast Gliwice,40,46,0
Maciej Gajos,Lechia Gdańsk,40,31,2
Filip Starzyński,Zagłębie Lubin,39,49,3
Cornel Rapa,Cracovia,39,36,1
Jakub Bartkowski,Pogoń Szczecin,39,31,1
Patryk Szysz,Zagłębie Lubin,39,23,9
Sławomir Peszko,Lechia Gdańsk,39,21,4
Pelle van Amersfoort,Cracovia,38,85,6
Andre Martins,Legia Warszawa,38,75,0
Łukasz Wolsztyński,Górnik Zabrze,38,47,8
Bartosz Slisz,Zagłębie Lubin,38,32,1
Marcin Listkowski,Pogoń Szczecin,37,81,0
Mateusz Młyński,Arka Gdynia,37,68,2
Bartosz Białek,Zagłębie Lubin,37,47,8
Israel Puerto,Śląsk Wrocław,37,32,2
David Stec,Pogoń Szczecin,37,28,0
Hubert Matynia,Pogoń Szczecin,37,24,0
Bartosz Kopacz,Zagłębie Lubin,36,45,1
Dragoljub Srnić,ŁKS Łódź,36,39,0
Erik Janza,Górnik Zabrze,36,33,2
Adam Deja,Arka Gdynia,36,29,1
Igor Angulo,Górnik Zabrze,36,24,26
Kamil Wojtkowski,Wisła Kraków,35,53,3
Filip Mladenović,Lechia Gdańsk,35,43,1
Ivan Marquez,Korona Kielce,35,18,4
Erik Exposito,Śląsk Wrocław,34,55,9
Dawit Schirtladze,Arka Gdynia,34,40,7
Rafał Wolski,Lechia Gdańsk,34,25,2
Tymoteusz Puchacz,Lech Poznań,33,63,5
Zvonimir Kozulj,Pogoń Szczecin,33,46,6
Petr Schwarz,Raków Częstochowa,33,45,1
Christian Gytkjaer,Lech Poznań,33,38,11
Sasa Zivec,Zagłębie Lubin,33,38,8
Lubambo Musonda,Śląsk Wrocław,33,26,0
Uros Duranović,Korona Kielce,33,17,4
Artur Sobiech,Lechia Gdańsk,33,13,16
Rafał Janicki,Wisła Kraków,33,8,2
Sebastian Musiolik,Raków Częstochowa,32,39,6
Tomas Prikryl,Jagiellonia,32,37,5
Ołeksij Dytiatjew,Cracovia,32,29,2
Jarosław Kubicki,Lechia Gdańsk,32,20,2
Angel Garcia,Wisła Płock,32,20,2
Mateusz Cholewiak,Śląsk/Legia,32,16,11
Adam Danch,Arka Gdynia,32,16,1
Dani Ramirez,ŁKS/Lech,31,65,0
Grzegorz Szymusik,Korona Kielce,31,52,2
Bartosz Bida,Jagiellonia,31,37,5
Walerian Gwilia,Legia Warszawa,31,33,0
Maciej Jankowski,Arka Gdynia,31,27,8
Mateusz Matras,Górnik Zabrze,31,27,1
Rusłan Babenko,Raków Częstochowa,31,23,1
Fran Tudor,Raków Częstochowa,31,23,0
Mateusz Wdowiak,Cracovia,30,44,8
Daniel Bartl,Raków Częstochowa,30,43,3
Michał Karbownik,Legia Warszawa,30,39,2
Robert Gumny,Lech Poznań,30,37,1
Jakub Moder,Lech Poznań,30,35,1
Kamil Pestka,Cracovia,30,27,2
Marko Vesović,Legia Warszawa,30,25,1
Alasana Manneh,Górnik Zabrze,30,23,1
Dorde Crnomarković,Lech Poznań,30,11,1
Flavio Paixao,Lechia Gdańsk,29,44,28
Michal Papadopulos,Korona Kielce,29,31,20
Bartosz Rymaniak,Piast Gliwice,29,30,2
Michał Helik,Cracovia,29,21,1
Milan Dimun,Cracovia,29,20,0
Dino Stiglec,Śląsk Wrocław,29,16,3
David Niepsuj,Wisła Kraków,29,15,0
Jakub Wawszczyk,Arka Gdynia,29,11,3
Wojciech Golla,Śląsk Wrocław,29,6,1
Rafael Lopes,Cracovia,28,73,15
Martin Pospisil,Jagiellonia,28,55,0
Adam Buksa,Pogoń Szczecin,28,43,2
Damian Michalski,Wisła Płock,28,27,0
Jose Kante,Legia Warszawa,28,25,9
Kamil Zapolnik,Górnik Zabrze,28,25,0
Ivan Runje,Jagiellonia,28,22,1
Michal Siplak,Cracovia,28,21,1
Mateusz Wieteska,Legia Warszawa,28,11,0
Jesus Imaz,Jagiellonia,27,53,19
Kamil Piątkowski,Raków Częstochowa,27,40,1
Pedro Tiba,Lech Poznań,27,37,0
David Kopacz,Górnik Zabrze,27,28,0
Dawid Szymonowicz,Raków/Jagiellonia,26,25,0
Azer Busuladzić,Arka Gdynia,26,20,1
Alan Uryga,Wisła Płock,26,13,0
Damian Dąbrowski,Pogoń Szczecin,26,13,0
Jarosław Jach,Raków Częstochowa,26,11,5
Rafał Kujawa,ŁKS Łódź,26,9,3
Damian Oko,Zagłębie Lubin,26,5,0
Kamil Kościelny,Raków Częstochowa,26,3,1
Michał Mak,Wisła Kraków,25,73,6
Tom Hateley,Piast Gliwice,25,20,0
Adam Frączczak,Pogoń Szczecin,25,18,5
Thomas Rogne,Lech Poznań,25,13,0
Łukasz Burliga,Wisła Kraków,25,8,2
Patryk Lipski,Lechia Gdańsk,25,7,1
Cezary Stefańczyk,Wisła Płock,24,40,0
Rafał Boguski,Wisła Kraków,24,28,3
Samu Corral,ŁKS Łódź,24,24,1
Erik Pacinda,Korona Kielce,24,18,1
Maksymilian Rozwandowicz,ŁKS Łódź,24,14,0
Jakov Puljić,Jagiellonia,24,14,11
Filip Marchwiński,Lech Poznań,24,13,0
Damian Pawłowski,Wisła Kraków,24,12,1
Jewgienij Baszkirow,Zagłębie Lubin,24,11,0
Ricardinho,Wisła Płock,23,38,2
Chuca,Wisła Kraków,23,27,5
Grzegorz Kuświk,Wisła Płock,23,23,8
Daniel Ściślak,Górnik Zabrze,23,15,0
Bartłomiej Kalinkowski,ŁKS Łódź,23,10,0
Christian Maghoma,Arka Gdynia,23,10,2
Piotr Tomasik,Wisła Płock,22,39,7
Michał Skóraś,Raków/Lech,22,17,2
Daniel Dziwniel,Korona Kielce,22,15,1
Tomasz Jodłowiec,Legia/Piast,22,13,2
Uros Korun,Piast Gliwice,22,13,1
Bartosz Kwiecień,Jagiellonia,22,9,0
Themistoklis Tzimopoulos,Korona Kielce,22,9,1
Guilherme Sitya,Jagiellonia,22,5,0
Adrian Klimczak,ŁKS Łódź,21,36,1
Łukasz Poręba,Zagłębie Lubin,21,31,1
Maciej Ambrosiewicz,Górnik/Wisła P,21,24,0
Andrej Kadlec,Jagiellonia,21,20,0
Boris Sekulić,Górnik Zabrze,21,16,1
Erik Jirka,Górnik Zabrze,21,16,4
Santeri Hostikka,Pogoń Szczecin,21,14,1
Jakub Czerwiński,Piast Gliwice,21,10,1
Emir Azemović,Raków Częstochowa,21,9,1
Lukas Haraslin,Lechia Gdańsk,20,41,3
Jakub Wójcicki,Jagiellonia,20,41,1
Giorgos Giakoumakis,Górnik Zabrze,20,35,5
Patryk Kun,Raków Częstochowa,20,27,5
Michał Trąbka,ŁKS Łódź,20,15,0
Diego Zivulić,Śląsk Wrocław,20,7,0
Tadej Vidmajer,ŁKS Łódź,20,6,0
Nikola Kuveljić,Wisła Kraków,20,5,0
Patryk Tuszyński,Zagłębie/Piast,19,45,5
Arvydas Novikovas,Legia Warszawa,19,34,3
Oskar Zawada,Wisła P/Arka,19,28,5
Paweł Stolarski,Legia Warszawa,19,26,1
Artur Bogusz,ŁKS Łódź,19,24,0
Dawid Kocyła,Wisła Płock,19,24,1
Maciej Dąbrowski,Zagłębie/ŁKS,19,22,0
Benedikt Zech,Pogoń Szczecin,19,20,0
Łukasz Sekulski,ŁKS Łódź,19,19,6
Roman Prochazka,Górnik Zabrze,19,11,0
Florian Loshaj,Cracovia,19,7,1
Michał Kopczyński,Arka Gdynia,19,3,0
Jakub Błaszczykowski,Wisła Kraków,18,40,6
Wołodymyr Kostewycz,Lech Poznań,18,34,2
Maciej Makuszewski,Lech/Jagiellonia,18,25,3
Matej Pućko,Korona Kielce,18,12,5
Gieorgij Żukow,Wisła Kraków,18,11,1
Luis Rocha,Legia Warszawa,18,10,0
Tomas Pekhart,Legia Warszawa,18,6,8
Patryk Klimala,Jagiellonia,17,32,18
Łukasz Zwoliński,Lechia Gdańsk,17,21,7
Darko Jevtić,Lech Poznań,17,16,2
Srdan Spiridonović,Pogoń Szczecin,17,16,9
Filip Bainović,Górnik Zabrze,17,7,0
Piotr Malarczyk,Piast Gliwice,17,5,2
Łukasz Piątek,ŁKS Łódź,16,34,1
Juan Camara,Jagiellonia,16,31,0
Jakub Wróbel,ŁKS Łódź,16,23,2
Filip Piszczek,Cracovia,16,19,0
Suad Sahiti,Wisła Płock,16,18,0
Kristopher Vida,Piast Gliwice,16,14,1
Przemysław Mystkowski,Jagiellonia,16,13,0
Jacek Kiełb,Korona Kielce,16,13,4
Lubomir Satka,Lech Poznań,16,9,0
Kamil Antonik,Arka Gdynia,15,14,2
Carlos Moros Gracia,ŁKS Łódź,15,7,0
Lubomir Tupta,Wisła Kraków,15,7,6
Mateusz Hołownia,Śląsk/Wisła K,15,6,0
Tomas Huk,Piast Gliwice,15,5,0
Frederik Helstrup,Arka Gdynia,15,4,0
Adam Ratajczyk,ŁKS Łódź,14,39,2
Łukasz Broź,Śląsk Wrocław,14,24,2
Conrado,Lechia Gdańsk,14,23,1
Daniel Łukasik,Lechia Gdańsk,14,11,0
Marcin Budziński,Arka Gdynia,14,10,1
Jakub Rzeźniczak,Wisła Płock,14,10,0
Bryan Nouvier,Raków Częstochowa,14,8,0
Daniel Mikołajewski,Raków Częstochowa,14,7,1
Błażej Augustyn,Lechia Gdańsk,14,6,1
Damjan Bohar,Zagłębie Lubin,13,45,17
Jean Carlos,Wisła Kraków,13,28,0
Filip Marković,Śląsk Wrocław,13,23,2
Martin Konczkowski,Piast Gliwice,13,21,3
Cillian Sheridan,Wisła Płock,13,13,8
Jakub Kamiński,Lech Poznań,13,9,3
Andres Lioi,Korona Kielce,13,6,1
Mark Tamas,Śląsk Wrocław,13,6,0
Michał Marcjanik,Wisła Płock,13,5,2
Rok Sirk,Zagłębie Lubin,13,5,2
Miłosz Szczepański,Raków Częstochowa,12,73,8
Kamil Drygas,Pogoń Szczecin,12,24,1
Paweł Brożek,Wisła Kraków,12,19,13
Martin Kostal,Jagiellonia,12,16,0
Bojan Cecarić,Cracovia/Korona,12,12,2
Michał Koj,Górnik Zabrze,12,11,1
Alon Turgeman,Wisła Kraków,12,11,7
Bogdan Tiru,jagiellonia,12,9,0
Ivan Fiolić,Cracovia,12,8,0
Michał Żyro,Korona Kielce,12,7,12
Patryk Dziczek,Piast Gliwice,12,5,0
Ariel Borysiuk,Jagiellonia,12,2,0
Mariusz Malec,Pogoń Szczecin,12,1,0
Kamil Dankowski,Śląsk Wrocław,11,14,1
Luka Marić,Arka Gdynia,11,14,0
Igor Łasicki,Pogoń Szczecin,11,13,0
Petteri Forsell,Korona Kielce,11,12,2
Piotr Celeban,Śląsk Wrocław,11,6,0
Michalis Manias,Pogoń Szczecin,11,5,5
Hebert,Wisła Kraków,11,5,1
Kristers Tobers,Lechia Gdańsk,11,4,0
Rafał Kobryń,Lechia Gdańsk,11,0,0
Torgil Gjertsen,Wisła Płock,10,23,5
David Tijanić,Raków Częstochowa,10,17,0
Bodvar Bodvarsson,Jagiellonia,10,14,0
Kenny Saief,Lechia Gdańsk,10,14,3
Ze Gomes,Lechia Gdańsk,10,13,4
Mario Maloca,Lechia Gdańsk,10,12,1
Marko Poletanović,Jagiellonia/Raków,10,10,3
Hubert Adamczyk,Wisła Płock,10,10,1
Karol Angielski,Wisła Płock,10,9,0
Juan Bauza,Górnik Zabrze,10,7,3
Michał Rakoczy,Cracovia,10,4,1
Rafał Pietrzak,Lechia Gdańsk,10,4,0
Kamil Juraszek,ŁKS Łódź,10,2,0
Thiago,Cracovia,9,15,0
Ivan Jukić,Korona Kielce,9,13,0
Marcin Wasilewski,Wisła Kraków,9,3,2
Rafał Siemaszko,Arka Gdynia,9,3,0
Gerard Badia,Piast Gliwice,8,16,5
Dominik Nagy,Legia Warszawa,8,13,0
Aleksander Buksa,Wisła Kraków,8,9,3
Daniel Szelągowski,Korona Kielce,8,9,0
Ishmael Baidoo,Górnik Zabrze,8,8,0
Paweł Tomczyk,Lech Poznań,8,5,0
Ognjen Mudrinski,Jagiellonia,8,3,1
Daniel Szczepan,Śląsk Wrocław,8,2,2
Inaki Astiz,Legia Warszawa,8,1,0
Stavros Vassilantonopoulos,Górnik Zabrze,7,19,0
Diego Ferraresso,Cracovia,7,17,0
Joao Amaral,Lech Poznań,7,12,1
Damian Gąska,Śląsk Wrocław,7,10,2
Maciej Żurawski,Pogoń Szczecin,7,10,2
Patryk Bryła,ŁKS Łódź,7,8,1
Andrija Luković,Raków Częstochowa,7,5,1
Jarosław Niezgoda,Legia Warszawa,7,5,5
Arkadiusz Kasperkiewicz,Raków Częstochowa,7,4,0
Aleksandyr Kolew,Arka Gdynia,7,4,2
Bohdan Butko,Lech Poznań,7,4,0
Przemysław Oziębała,Raków Częstochowa,7,3,0
Sebastian Bergier,Śląsk Wrocław,7,1,0
Marcus Vinicius,Arka Gdynia,6,19,1
Dominik Steczyk,Piast Gliwice,6,18,1
Żarko Udovicić,Lechia Gdańsk,6,12,2
Rodrigo Zalazar,Korona Kielce,6,9,0
Tomas Vestenicky,Cracovia,6,9,1
Bartłomiej Wdowik,jagiellonia,6,8,0
Piotr Pyrdoł,ŁKS/Legia,6,7,2
Dominik Jończy,Zagłębie Lubin,6,5,1
Mateusz Praszelik,Legia Warszawa,6,4,0
Kamil Rozmus,ŁKS Łódź,6,4,0
Wato Arweladze,Korona Kielce,6,3,1
Soufian Benyamina,Pogoń Szczecin,6,3,0
Douglas Bergqvist,Arka Gdynia,6,3,0
Dawid Lisowski,Korona Kielce,6,2,0
Ben Lederman,Raków Częstochowa,6,1,0
Piotr Malinowski,Raków Częstochowa,5,24,2
Ricardo Nunes,Pogoń Szczecin,5,16,2
Dejan Drazić,Zagłębie Lubin,5,11,2
Piotr Krawczyk,Górnik Zabrze,5,10,1
Timur Żamaletdinow,Lech Poznań,5,8,1
Przemysław Sajdak,ŁKS Łódź,5,5,0
Tiago Alves,Piast Gliwice,5,4,0
Olaf Nowak,Wisła P/Zagłębie,5,3,2
Tomasz Dejewski,Lech Poznań,5,3,0
Piotr Samiec-Talar,Śląsk Wrocław,5,2,1
Juliusz Letniowski,Lech Poznań,5,2,0
Wojciech Błyszko,Jagiellonia,5,0,0
Antonio Dominguez,ŁKS Łódź,4,17,0
Dawid Szot,Wisła Kraków,4,8,1
Nando,Arka Gdynia,4,6,4
Dawid Markiewicz,Arka Gdynia,4,6,0
Piotr Pierzchała,Korona Kielce,4,5,0
Jakub Kałuziński,Lechia Gdańsk,4,5,0
Jakub Apolinarski,Raków Częstochowa,4,4,0
Nemanja Mihajlović,Arka Gdynia,4,4,1
Kacper Chodyna,Zagłębie Lubin,4,3,0
Filip Raicević,Śląsk Wrocław,4,3,3
Adam Ryczkowski,Górnik Zabrze,4,3,0
Niko Datković,Cracovia,4,2,0
Iker Guarrotxena,Pogoń Szczecin,4,2,0
Kacper Urbański,Lechia Gdańsk,4,0,0
Mikołaj Kwietniewski,Wisła Płock,3,13,1
Paweł Cibicki,Pogoń Szczecin,3,10,2
Przemysław Zdybowicz,Wisła Kraków,3,8,2
Hubert Turski,Pogoń Szczecin,3,8,0
Maciej Rosołek,Legia Warszawa,3,7,0
Omran Haydary,Lechia Gdańsk,3,7,1
Sandro Kulenović,Legia Warszawa,3,6,1
Marcin Pietrowski,Piast Gliwice,3,5,0
Nemanja Miletić,Korona Kielce,3,4,0
Nabil Aankour,Arka Gdynia,3,3,0
Mateusz Skrzypczak,Lech Poznań,3,3,0
Tomasz Mokwa,Piast Gliwice,3,2,0
Michael Olczyk,Arka Gdynia,3,1,0
Rubio,Cracovia,3,1,0
Alen Stevanović,Wisła Płock,3,1,0
Kacper Kozłowski,Pogoń Szczecin,3,1,0
Dariusz Pawłowski,Górnik Zabrze,3,1,0
Aleksander Paluszek,Górnik Zabrze,3,0,0
Egyon Kryeziu,Lechia Gdańsk,3,0,0
Jaroslav Mihalik,Lechia Gdańsk,2,22,1
Cafu,Legia Warszawa,2,18,0
Dawid Pakulski,Zagłębie Lubin,2,9,0
Guillermo Cotugno,Śląsk Wrocław,2,6,0
Tymoteusz Klupś,Lech/Piast,2,4,0
Adrian Łyszczarz,Śląsk Wrocław,2,3,0
Salvador Agra,Legia Warszawa,2,3,0
Wojciech Łuczak,ŁKS Łódź,2,2,2
Marcin Grabowski,Wisła Kraków,2,2,0
Paweł Olszewski,Jagiellonia,2,2,0
Sebastian Strózik,Cracovia,2,1,1
Matyas Tajti,Zagłębie Lubin,2,1,0
William Remy,Legia Warszawa,2,1,0
Daniel Pik,Cracovia,2,1,0
Adam Chrzanowski,Lechia Gdańsk,2,0,0
Bartłomiej Żynel,Wisła Płock,2,0,0
Carlitos,Legia Warszawa,2,0,0
Adrian Gryszkiewicz,Górnik Zabrze,2,0,0
Aleksander Pawlak,Wisła Płock,2,0,0
Daniel Hoyo-Kowalski,Wisła Kraków,2,0,0
Arkadiusz Malarz,ŁKS Łódź,1,7,0
Thomas Dahne,Wisła Płock,1,6,0
Dante Stipica,Pogoń Szczecin,1,5,0
Jakub Arak,Lechia Gdańsk,1,5,0
Santi Samanes,Arka Gdynia,1,5,1
Krzysztof Drzazga,Wisła Kraków,1,4,0
Martin Chudy,Górnik Zabrze,1,3,0
Jakub Szumski,Raków Częstochowa,1,3,0
Denys Bałaniuk,Wisła Kraków,1,2,0
Michał Gliwa,Raków Częstochowa,1,2,0
Joel Valencia,Piast Gliwice,1,2,1
Jan Łoś,Arka Gdynia,1,2,0
Kacper Kostorz,Legia Warszawa,1,2,1
Marcel Wędrychowski,Pogoń Szczecin,1,2,0
Wiktor Długosz,Korona Kielce,1,2,0
Andrzej Niewulis,Raków Częstochowa,1,2,0
Egy Maulana Vikri,Lechia Gdańsk,1,1,0
Titas Milasius,Wisła Płock,1,1,0
Emmanuel Kumah,Wisła Kraków,1,1,0
Jewhen Radionow,ŁKS Łódź,1,1,0
Filip Szymczak,Lech Poznań,1,1,0
D'sean Theobalds,Korona Kielce,1,1,0
Szymon Włodarczyk,Legia Warszawa,1,1,2
Radosław Cielemęcki,Legia Warszawa,1,1,0
Mathieu Scalet,Śląsk Wrocław,1,1,0
Marcin Szpakowski,Śląsk Wrocław,1,1,0
Jakub Holubek,Piast Gliwice,1,0,1
Nemanja Mitrović,Jagiellonia,1,0,0
Kamil Mazek,Zagłębie Lubin,1,0,0
Mariusz Pawelec,Śląsk Wrocław,1,0,0
Ołeh Horin,Jagiellonia,1,0,0
Mile Savković,Jagiellonia,1,0,0
Michał Rostkowski,Górnik Zabrze,1,0,0
Karol Struski,Jagiellonia,1,0,0
Vamara Sanogo,Legia Warszawa,1,0,1
Jakub Bator,Raków Częstochowa,1,0,0
Damian Węglarz,Jagiellonia,1,0,0
Jakub Sypek,Zagłębie Lubin,1,0,0
Iwo Kaczmarski,Korona Kielce,1,0,0
Jakub Witek,Wisła Płock,1,0,0
Ariel Mosór,Legia Warszawa,1,0,0
Damian Warchoł,Legia Warszawa,1,0,0
Kacper Krzepisz,Arka Gdynia,1,0,0
Pavels Steinbors,Arka Gdynia,0,11,0
Dusan Kuciak,Lechia Gdańsk,0,8,0
Michal Pesković,Cracovia,0,8,0
Michał Buchalik,Wisła Kraków,0,6,0
Matus Putnocky,Śląsk Wrocław,0,5,0
Radosław Majecki,Legia Warszawa,0,5,0
Marek Kozioł,Korona Kielce,0,5,0
Jakub Górski,Korona Kielce,0,5,0
Konrad Forenc,Zagłębie Lubin,0,3,0
Frantisek Plach,Piast Gliwice,0,3,0
Dominik Hładun,Zagłębie Lubin,0,3,0
Asmir Suljić,Zagłębie Lubin,0,3,0
Mateusz Radecki,Śląsk Wrocław,0,2,0
Krzysztof Kamiński K,Wisła Płock,0,2,0
Mateusz Sowiński,Korona Kielce,0,2,0
Maciej Domański,Raków Częstochowa,0,1,0
Lukas Hrosso,Cracovia,0,1,0
Szymon Lewicki,Raków Częstochowa,0,1,0
Michał Kołba,ŁKS Łódź,0,1,0
Mikołaj Wasilewski,Jagiellonia,0,1,0
Jakub Wrąbel,Wisła Płock,0,1,0
Krzysztof Toporkiewicz,Jagiellonia,0,1,0
Mickey van der Hart,Lech Poznań,0,1,0
Mateusz Kaczmarek,Raków Częstochowa,0,1,0
Kacper Bieszczad,Zagłębie Lubin,0,1,0
Xavier Dziekoński,Jagiellonia,0,1,0
Radosław Cierzniak,Legia Warszawa,0,1,0
Paweł Żuk,Lechia Gdańsk,0,1,0
Kacper Smoliński,Pogoń Szczecin,0,0,1
Patryk Soboczyński,Arka Gdynia,0,0,1
