ZAWODNIK,KLUB,FAULE,FAULOWANY,SPALONE
Artur Jędrzejczyk,Legia,29,21,3
Jordan Majchrzak,Puszcza,26,21,3
Adriel Ba Loua,Lech,25,21,1
Karol Knap,Cracovia,22,21,1
Artur Siemaszko,Puszcza,22,21,8
Ariel Mosór,Piast,21,21,1
Lukas Podolski,Górnik Z,20,21,2
Bartosz Slisz,Legia,19,21,0
Mateusz Bartolewski,Ruch,17,21,1
Mateusz Cholewiak,Puszcza,17,21,6
Rafał Augustyniak,Legia,16,21,3
Kay Tejan,ŁKS,53,20,14
Filip Szymczak,Lech,37,20,3
Linus Wahlqvist,Pogoń,37,20,7
Matthew Guillaumier,Stal,30,20,0
Raphael Rossi,Radomiak,29,20,1
Rafał Kurzawa,Pogoń,27,20,0
Aleks Petkow,Śląsk,27,20,2
Maciej Sadlok,Ruch,27,20,0
Mateusz Żyro,Widzew,27,20,4
Damian Dąbrowski,Zagłębie,20,20,0
Sebastian Musiolik,Górnik Z,16,20,7
Adam Vlkanova,Ruch,16,20,1
Miłosz Szczepański,Piast,15,20,6
Roman Jakuba,Puszcza,56,19,1
Kristoffer Hansen,Jagiellonia,12,19,4
Marius Briceag,Korona,8,19,1
Peter Pokorny,Śląsk,53,18,0
Miłosz Trojak,Korona,25,18,1
Mateusz Skrzypczak,Jagiellonia,17,18,0
Łukasz Gerstenstein,Stal,15,18,2
Zoran Arsenić,Raków,14,18,1
Marcin Flis,ŁKS,12,18,1
Edi Semedo,Radomiak,11,18,7
Serhij Bułeca,Zagłębie,7,18,0
Adrian Dalmau,Korona,40,17,10
Piotr Głowacki,ŁKS,31,17,0
Luis Miguel,Warta,27,17,0
Bartłomiej Poczobut,Puszcza,23,17,0
Krzysztof Wołkowicz,Stal,19,17,4
Michał Koj,Puszcza,18,17,2
Srdan Plavsić,Raków,15,17,2
Juan Munoz,Zagłębie,13,17,4
Husein Balić,ŁKS,12,17,4
Jakub Letniowski,ŁKS,11,17,1
Filip Starzyński,Ruch,11,17,1
Marek Hanousek,Widzew,49,16,1
Juliusz Letniowski,Ruch,27,16,5
Konrad Stępień,Puszcza,24,16,0
Bartosz Szeliga,ŁKS,19,16,6
Serhij Krykun,Piast,16,16,4
Marko Poletanović,Zagłębie,16,16,0
Patryk Sikora,Ruch,16,16,0
Mateusz Czyżycki,Korona,14,16,3
Luka Zahović,Pogoń,11,16,1
Soma Novothny,Ruch,11,16,6
Valentin Cojocaru,Pogoń,0,16,0
Mateusz Kupczak,Warta,64,15,0
Boris Sekulić,Górnik Z,36,15,0
Jose Naranjo,Jagiellonia,31,15,11
Paweł Jaroszyński,Cracovia,29,15,1
Patryk Kun,Legia,27,15,3
Dominik Kun,Widzew,20,15,2
Andreas Skovgaard,Cracovia,19,15,1
Giannis Papanikolaou,Raków,14,15,0
Mariusz Fornalczyk,Pogoń,13,15,1
Szymon Czyż,Górnik Z,11,15,1
Leonardo Rocha,Radomiak,10,15,0
Martin Konczkowski,Śląsk,8,15,1
Jani Atanasov,Cracovia,45,14,0
Michał Trąbka,Stal,31,14,0
Stratos Svarnas,Raków,23,14,0
Bruno Jordao,Radomiak,18,14,0
Bartłomiej Kłudka,Zagłębie,17,14,1
Adrian Przyborek,Pogoń,17,14,0
Marek Mróz,Zagłębie,14,14,0
Marcin Cebula,Raków,13,14,0
Jarosław Kubicki,Jagiellonia,13,14,3
Kamil Glik,Cracovia,12,14,1
Ryoya Morishita,Legia,4,14,4
Juan Ibiza,Widzew,23,13,0
Andrejs Ciganiks,Widzew,21,13,0
Piotr Malarczyk,Korona,18,13,1
Marc Gual,Legia,17,13,5
Patryk Stepiński,Widzew,17,13,2
Bartosz Kapustka,Legia,15,13,2
Paweł Olkowski,Górnik Z,10,13,2
Dominik Steczyk,Ruch,7,13,4
Burak Ince,Śląsk,6,13,1
Kryspin Szcześniak,Górnik Z,44,12,0
Adrien Louveau,ŁKS,34,12,4
Bert Esselink,Stal,26,12,0
Dimitris Stavropoulos,Warta,26,12,0
Rafał Janicki,Górnik Z,25,12,1
Bogdan Tiru,Warta,25,12,0
Dani Pacheco,Górnik Z,19,12,0
Barry Douglas,Lech,17,12,0
Przemysław Szur,Ruch,16,12,2
Patryk Janasik,Śląsk,13,12,0
Kacper Śmiglewski,Cracovia,13,12,5
Frank Castaneda,Radomiak,12,12,5
Mato Milos,Widzew,12,12,1
Juljan Shehu,Widzew,9,12,0
Roberto Alves,Radomiak,8,12,0
Filip Rózga,Cracovia,8,12,0
Jakub Konstantyn,Korona,6,12,0
Jardel,Radomiak,6,12,0
Igor Strzałek,Legia,5,12,3
Otar Kakabadze,Cracovia,34,11,1
Artur Craciun,Puszcza,33,11,0
Mohamed Mezghrani,Warta,27,11,1
Jakub Kiełb,Warta,19,11,2
Michał Nalepa II,Zagłębie,19,11,0
Josema,Ruch,14,11,0
Kamil Grosicki,Pogoń,13,11,14
Levent Gulen,ŁKS,13,11,0
Tihomir Kostadinov,Piast,13,11,0
Muris Mesanović,Puszcza,12,11,8
Mike Cestor,Radomiak,11,11,0
Antoni Młynarczyk,ŁKS,11,11,1
Marcel Wędrychowski,Pogoń,11,11,1
Artemijus Tutyskinas,ŁKS,9,11,0
Michał Rzuchowski,Śląsk,6,11,1
Wojciech Łaski,Jagiellonia,4,11,0
Radovan Pankov,Legia,33,10,0
Michał Kaput,Radomiak,30,10,0
Antonio Milić,Lech,26,10,0
Marton Eppel,Warta,21,10,6
Damian Jakubik,Radomiak,21,10,1
Tomas Huk,Piast,17,10,0
Patryk Sokołowski,Cracovia,13,10,0
Nika Kwekweskiri,Lech,11,10,0
Deian Sorescu,Raków,11,10,3
Ben Lederman,Raków,10,10,0
Vagner Dias,Radomiak,10,10,1
Stipe Jurić,ŁKS,9,10,2
Serafin Szota,Widzew,9,10,0
Maciej Śliwa,ŁKS,4,10,0
Jędrzej Grobelny,Warta,0,10,0
Adnan Kovacević,Raków,15,9,0
Tomasz Mokwa,Piast,13,9,2
Filip Wilak,Lech,13,9,1
Łukasz Moneta,Ruch,11,9,1
Kamil Wilczek,Piast,11,9,4
Tomas Podstawski,Ruch,9,9,0
Mateusz Cichocki,Radomiak,8,9,1
Mikkel Kirkeskov,Zagłębie,7,9,0
Jakub Myszor,Cracovia,6,9,0
Luis Silva,Widzew,28,8,1
Adam Zrelak,Warta,26,8,6
Piotr Mroziński,Puszcza,24,8,4
Łukasz Sołowiej,Puszcza,22,8,2
Maksymilian Pingot,Lech/Stal,21,8,2
Rahil Mammadov,ŁKS,18,8,0
Mariusz Malec,Pogoń,15,8,0
Dalibor Takac,Korona,15,8,0
Wiktor Długosz,Ruch,7,8,0
Jakub Łukowski,Korona,5,8,0
Soichiro Kozuki,Górnik Z,5,8,0
Arkadiusz Woźniak,Zagłębie,4,8,2
Xavier Dziekoński,Korona,0,8,0
Michał Walski,Puszcza,31,7,1
Blaz Kramer,Legia,30,7,3
Filip Borowski,Warta,28,7,3
Marco Ehmann,Stal,26,7,0
Łukasz Bejger,Śląsk,18,7,0
Jakub Bartosz,Puszcza,16,7,2
Elias Andersson,Lech,15,7,1
Leo Borges,Pogoń,15,7,0
Benedikt Zech,Pogoń,13,7,0
Arttu Hoskonen,Cracovia,11,7,2
Milan Rundić,Raków,10,7,0
Dawid Tkacz,Widzew,10,7,6
Tomasz Kupisz,Jagiellonia,9,7,1
Marco Burch,Legia,7,7,0
David Kristjan Olafsson,Cracovia,7,7,0
Patryk Szwedzik,Śląsk,5,7,0
Noah Diliberto,Widzew,4,7,0
Jędrzej Zając,ŁKS,3,7,2
Paweł Olszewski,Jagiellonia,2,7,0
Wojciech Urbański,Legia,2,7,1
Sebastian Madejski,Cracovia,0,7,0
Jacek Podgórski,Korona,51,6,3
Cornel Rapa,Cracovia,17,6,1
Alan Czerwiński,Lech,16,6,4
Patryk Klimala,Śląsk,16,6,3
Ioan-Calin Revenco,Puszcza,15,6,0
Danijel Loncar,Pogoń,14,6,1
Dino Hotić,Lech,11,6,1
Paweł Zieliński,Widzew,11,6,0
Jakub Jugas,Cracovia,10,6,0
Luis Mata,Zagłębie,10,6,0
Gabriel Kirejczyk,Piast,8,6,1
Filipe Nascimento,Górnik Z,7,6,0
Dusan Stojinović,Jagiellonia,6,6,0
Filip Przybułek,Widzew,4,6,1
Danny Trejo,Korona,4,6,4
Alen Mustafić,Śląsk,4,6,0
Damjan Bohar,Zagłębie,2,6,2
Alvis Jaunzems,Stal,2,6,2
Kamil Cybulski,Widzew,2,6,1
Zlatan Alomerović,Jagiellonia,0,6,0
Steve Kapuadi,Legia,24,5,0
Jurgen Celhaka,Legia,23,5,0
Kacper Michalski,Ruch,16,5,1
Miha Blazic,Lech,13,5,0
Luka Vusković,Radomiak,13,5,0
Bartosz Salamon,Lech,11,5,1
Erick Otieno,Raków,11,5,1
Joao Peglow,Radomiak,9,5,0
Riza Durmisi,ŁKS,8,5,0
Tomasz Foszmańczyk,Ruch,5,5,0
Mateusz Bochnak,Cracovia,4,5,11
Kamil Kruk,Zagłębie,4,5,0
Michał Gurgul,Lech,3,5,0
Rok Kidric,Puszcza,3,5,3
Matej Rodin,Raków,3,5,0
Miłosz Matysik,Jagiellonia,2,5,0
Paweł Stolarski,Pogoń,1,5,0
Sokratis Dioudis,Zagłębie,0,5,0
Bartosz Kwiecień,Korona,30,4,1
Virgil Ghita,Cracovia,27,4,0
Niilo Maenpaa,Warta,20,4,1
Konrad Kasolik,Ruch,16,4,0
Wiktor Pleśnierowicz,Warta,16,4,0
Kai Meriluoto,Stal,14,4,0
Simeon Petrow,Śląsk,9,4,1
Peter Barath,Raków,8,4,0
Jin-hyun Lee,Puszcza,8,4,3
Nacho Monsalve,ŁKS,7,4,0
Ronaldo Deaconu,Korona,6,4,0
Mateusz Stępień,Stal,6,4,3
Łukasz Wolsztyński,Stal,6,4,0
Kamil Pestka,Raków,5,4,0
Kaan Caliskaner,Jagiellonia,5,4,0
Mikkel Maigaard,Cracovia,4,4,1
Sonny Kittel,Raków,2,4,1
Daniel Pik,Radomiak,2,4,0
Thiago,Puszcza,2,4,0
Rafał Leszczyński,Śląsk,1,4,0
Patryk Paryzek,Pogoń,1,4,1
Daniel Bielica,Górnik Z,0,4,0
Oliwier Zych,Puszcza,0,4,0
Lukas Hrosso,Cracovia,0,4,0
Dominik Szala,Górnik Z,20,3,0
Michal Siplak,Górnik Z,19,3,0
Eneo Bitri,Cracovia,14,3,0
Miguel Munoz,Piast,8,3,0
Maciej Firlej,Ruch,7,3,2
Ali Gholizadeh,Lech,7,3,0
Piotr Krawczyk,Górnik Z,7,3,3
Jakub Lewicki,Jagiellonia,7,3,0
Ernest Terpiłowski,Widzew,7,3,2
Gil Dias,Legia,6,3,2
Leandro,Stal,6,3,0
Aurelien Nguiamba,Jagiellonia,6,3,0
Tomasz Wojcinowicz,Puszcza,6,3,1
Jakub Stec,Puszcza,5,3,0
Dennis Jastrzembski,Śląsk,4,3,0
Tommaso Guercio,Śląsk,3,3,0
Kamil Pajnowski,Stal,2,3,0
Jetmer Haliti,Jagiellonia,2,3,0
Mateusz Kochalski,Stal,1,3,0
Mateusz Łęgowski,Pogoń,1,3,0
Albert Posiadała,Radomiak,1,3,0
Gabriel Kobylak,Radomiak,1,3,0
Adrian Małachowski,ŁKS,0,3,0
Kacper Tobiasz,Legia,0,3,0
Frantisek Plach,Piast,0,3,0
Jakub Holubek,Piast,15,2,0
Kostas Triantafyllopoulos,Górnik Z,8,2,0
Adam Marciniak,ŁKS,8,2,1
Artur Sobiech,Lech,8,2,0
Thiago Ceijas,ŁKS,7,2,0
Fredrik Krogstad,Korona,7,2,0
Makana Baku,Legia,5,2,1
Filip Dagerstal,Lech,5,2,0
Krystian Okoniewski,Radomiak,4,2,1
Oskar Koprowski,ŁKS,3,2,0
Mateusz Chmarek,Górnik Z,2,2,0
Richard Jensen,Górnik Z,2,2,0
Filip Rejczyk,Legia,2,2,0
Emile Thiakane,Puszcza,2,2,0
Norbert Wojtuszek,Górnik Z,2,2,0
Marcel Zylla,Śląsk,2,2,0
Filip Kocaba,Zagłębie,2,2,0
Filip Bednarek,Lech,1,2,0
Bartosz Mrozek,Lech,1,2,0
Kacper Smoliński,Pogoń,1,2,1
Rafał Gikiewicz,Widzew,1,2,0
Dawid Arndt,ŁKS,0,2,0
Marcel Bykowski,Piast,0,2,0
Berto Cayarga,Radomiak,0,2,0
Kewin Komar,Puszcza,0,2,0
Henrich Ravas,Widzew,0,2,0
Filip Majchrowicz,Radomiak,0,2,0
Norbert Barczak,Górnik Z,8,1,0
Olaf Korczakowski,Pogoń,7,1,1
Ion Gheorghe,Stal,6,1,0
Tom Hateley,Piast,5,1,0
Rafa Santos,Stal,5,1,0
Kyryło Petrow,Korona,4,1,0
Paweł Kwiatkowski,Widzew,3,1,0
Wojciech Lisowski,Pogoń,3,1,0
Jan Ziółkowski,Legia,3,1,0
Michał Kopczyński,Warta,2,1,0
Artur Pląskowski,Ruch,2,1,0
Ivi Lopez,Raków,2,1,0
Aleksander Bobek,ŁKS,1,1,0
Ignacy Dawid,Widzew,1,1,0
Anton Fase,ŁKS,1,1,0
Tornike Gaprindaszwili,Zagłębie,1,1,1
Wiktor Kamiński,Warta,1,1,1
Daniel Łukasik,Śląsk,1,1,0
Kacper Skwierczyński,Ruch,1,1,0
Miłosz Strzeboński,Korona,1,1,0
Oliwier Sławiński,ŁKS,1,1,0
Petteri Forsell,Korona,1,1,0
Kacper Bieszczad,Raków,0,1,0
Karol Borys,Śląsk,0,1,0
Jasmin Burić,Zagłębie,0,1,0
Konrad Forenc,Korona,0,1,0
Vladan Kovacević,Raków,0,1,0
Adrian Lis,Warta,0,1,0
Jan Łabędzki,ŁKS,0,1,0
Kamil Ogorzały,Cracovia,0,1,0
Dante Stipica,Pogoń/Ruch,0,1,0
Krzysztof Wróblewski,Puszcza,0,1,0
Patryk Zaucha,Cracovia,0,1,0
Patryk Kusztal,Zagłębie,0,1,0
Dominik Hładun,Legia,0,1,0
Muhamed Sahinović,Raków,0,1,0
Qendrim Zyba,Legia,0,1,0
Maksymilian Dziuba,Lech,0,1,0
Mieszko Lorenc,ŁKS,7,0,0
Remigiusz Szywacz,Ruch,6,0,0
Paweł Baranowski,Ruch,5,0,0
Grzegorz Glapka,ŁKS,4,0,0
Lirim Kastrati,Widzew,3,0,0
Bartłomiej Barański,Ruch,3,0,0
Krzysztof Kurowski,Śląsk,2,0,0
Aleksander Paluszek,Śląsk,2,0,0
Alan Rybak,Jagiellonia,2,0,0
Matheus Vinicius,Jagiellonia,2,0,0
Kenneth Zohore,Śląsk,2,0,0
Jakub Jezierski,Śląsk,2,0,0
Guilherme Zimovski,Radomiak,2,0,0
Daniel Bąk,Korona,1,0,1
Kacper Cichoń,Puszcza,1,0,0
Sebastian Kerk,Widzew,1,0,0
Sebasian Kowalczyk,Pogoń,1,0,0
Adam Kramarz,Puszcza,1,0,0
Oskar Krzyżak,Warta,1,0,0
Patryk Malamis,Raków,1,0,0
Bojan Nastić,Jagiellonia,1,0,0
Igor Pieprzyca,Puszcza,1,0,0
Yadegar Rostami,Pogoń,1,0,0
Jakub Sangowski,Warta,1,0,0
Piotr Urbański,Piast,1,0,0
Szymon Weirauch,Zagłębie,1,0,0
Filip Gil,Puszcza,1,0,0
Aleksander Iwańczyk,ŁKS,1,0,0
Mateusz Bąkowicz,ŁKS,1,0,0
